country_risk_id,country_risk_title,connection_summary,confidence,PROJ_ID_IB,realized_risk_id,doc_type
SOM-010,Political constraints restrict humanitarian operations and movement in the north,"The project delay is driven by political/administrative constraints rather than technical readiness, similar to how political dynamics are reported to block operational logic in northern Somalia. Both indicate that politics and governance disputes can translate into concrete constraints on operational delivery.",0.55,P177627,077d02f8,Implementation Status and Results Report
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"The failure to apply the agreed intergovernmental fiscal transfer formula in the 2024 budget reflects and reinforces the same federal–member state mistrust and contested rules of the political settlement that are driving broader disputes over constitutional/electoral reforms. Both dynamics signal difficulty in reaching and implementing cross-government agreements, delaying federalism reforms.",0.7,P173731,ac86b439,Implementation Status and Results Report
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"Delays and renegotiation around intergovernmental transfers are plausibly linked to heightened federal–state confrontation, since fiscal arrangements are a core bargaining issue in Somalia’s federal compact. Non-application of the formula can exacerbate grievances over resource sharing and deepen confrontation dynamics that, in some contexts, have contributed to instability.",0.6,P173731,ac86b439,Implementation Status and Results Report
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,The inability to implement an agreed fiscal transfer formula is an institutional manifestation of fragmentation within the federal system (weak compliance with agreed intergovernmental rules). This same fragmentation undermines coherent state functioning and can indirectly create governance gaps that armed actors exploit.,0.55,P173731,ac86b439,Implementation Status and Results Report
SOM-010,Political constraints restrict humanitarian operations and movement in the north,"The missed fiscal transfer benchmark indicates political/coordination constraints across levels of government that also underpin operational restrictions in some areas. While the sector differs, both point to a broader pattern of intergovernmental political friction disrupting implementation and operational decision-making.",0.45,P173731,ac86b439,Implementation Status and Results Report
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"Under-execution of federal fiscal transfers to Federal Member States (FMS) is plausibly linked to heightened federal–state confrontation: deteriorating political relations and contestation over authority can disrupt intergovernmental fiscal arrangements, reduce compliance with agreed transfer frameworks, and weaken incentives/capacity to execute transfers on time and in full.",0.68,P173731,ce8bd2fb,Implementation Status and Results Report
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"The transfer shortfall reflects (and can reinforce) fragmentation in the federal system by constraining predictable subnational financing and undermining intergovernmental coordination. This institutional fragility dynamic aligns with the country risk describing fragmented federal governance, even if the project issue is primarily fiscal/administrative rather than directly security-driven.",0.63,P173731,ce8bd2fb,Implementation Status and Results Report
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"Polarization around constitutional and electoral reforms can weaken intergovernmental trust and cooperation, making execution of fiscal transfers more politically contested and operationally fragile. The project risk is consistent with broader governance disputes affecting federal–FMS functioning.",0.52,P173731,ce8bd2fb,Implementation Status and Results Report
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,Puntland’s refusal to sign the education functional assignment MoUs is a concrete manifestation of federal fragmentation and weak intergovernmental coordination. This same federal–member state mistrust and uneven compliance with national frameworks underpins the country-level risk about fragmentation within the federal system.,0.78,P173731,f8bc4fd8,Implementation Status and Results Report
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"Non-participation by Puntland in functional assignment agreements reflects broader federal–member state confrontation dynamics that produce uneven policy adoption across Somalia. While the project issue is sectoral (education payroll transition), it plausibly stems from the same political contestation between the center and member states highlighted in this risk.",0.62,P173731,f8bc4fd8,Implementation Status and Results Report
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"Disputes over constitutional and governance reforms are increasing polarization and mistrust between the Federal Government and member states. Puntland’s non-signature of intergovernmental education agreements is consistent with this pattern of reduced willingness to align with federal frameworks during heightened reform/electoral tensions, affecting harmonization and payroll transition.",0.57,P173731,f8bc4fd8,Implementation Status and Results Report
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"The failure to transition Puntland teachers from project financing to the government payroll indicates weak intergovernmental coordination and incomplete functional alignment between federal and member-state systems. This is consistent with the broader FCV risk of federal fragmentation, where disputed roles, responsibilities, and trust gaps impede implementation of national systems (including service delivery and payroll integration).",0.74,P173731,c4cfefd7,Implementation Status and Results Report
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"Continued project financing for teachers in Puntland suggests unresolved federal–member state alignment and potentially contested administrative/fiscal responsibilities for basic services. This plausibly relates to the wider pattern of federal–state confrontation, where tensions can delay or block agreements needed to operationalize government-led financing and absorb externally supported functions into state systems.",0.63,P173731,c4cfefd7,Implementation Status and Results Report
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"Polarization around constitutional and governance reforms can undermine cooperation between the Federal Government and federal member states, making it harder to reach practical agreements on public administration issues such as payroll absorption. The Puntland payroll transition delay is plausibly linked to this broader political mistrust and contested authority during a reform-sensitive period.",0.55,P173731,c4cfefd7,Implementation Status and Results Report
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"The project risk reflects incomplete intergovernmental agreement on education functional assignments (MoUs not signed by PSS), which is consistent with broader federal-system fragmentation and uneven Federal Government–FMS cooperation. Such fragmentation can directly impede standardization and implementation of national service-delivery reforms that depend on shared roles and responsibilities across FMS.",0.72,P173731,1ffdf5a4,Implementation Status and Results Report
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,Heightened polarization and mistrust between the Federal Government and federal member states around governance reform plausibly spills over into sectoral coordination. The failure to secure MoU signatures from all intended parties aligns with this wider pattern of contested authority and reluctance to formalize functional assignments.,0.6,P173731,1ffdf5a4,Implementation Status and Results Report
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"The non-signature by PSS can plausibly be linked to strained Federal Government–member state relations, where confrontation and political disputes reduce willingness to enter or uphold intergovernmental arrangements needed for education reforms. This is an institutional/coordination channel rather than a direct security-delivery disruption.",0.55,P173731,1ffdf5a4,Implementation Status and Results Report
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"The realized delay stems from parliamentary processes holding up publication of audited financial statements. This is plausibly connected to broader political polarization and contested reform agendas that can slow legislative decision-making and oversight functions, contributing to procedural bottlenecks affecting governance and transparency deliverables.",0.48,P177298,0dd2b684,Implementation Status and Results Report
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"While the project issue is administrative (legislative review), it aligns with the broader FCV dynamic of fragmented governance and weakened institutional coordination, which can reduce the efficiency and predictability of public financial management and accountability processes, including timely legislative scrutiny and publication of audits.",0.4,P177298,0dd2b684,Implementation Status and Results Report
SOM-010,Political constraints restrict humanitarian operations and movement in the north,"The delay is occurring in Somaliland and reflects political/institutional constraints in the north that can impede routine government processes. Although SOM-010 focuses on operational movement restrictions, both point to politically driven constraints in northern Somalia that can disrupt implementation timelines and governance-related outputs.",0.34,P177298,0dd2b684,Implementation Status and Results Report
SOM-010,Political constraints restrict humanitarian operations and movement in the north,The project risk (delayed approval of Somaliland’s FY25 budget) reflects political/administrative constraints in northern Somalia that slow routine government processes and undermine implementation of governance and transparency deliverables. This aligns with the broader FCV dynamic in the north where politics disrupts operational logic and constrains programming and execution.,0.64,P177298,b9b7058a,Implementation Status and Results Report
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"While the realized issue is specific to Somaliland’s budget cycle, delays in budget approval are plausibly linked to heightened political polarization and contestation around political processes, which can stall legislative/executive decision-making and slow governance reforms, including transparency outputs like a citizen budget.",0.42,P177298,b9b7058a,Implementation Status and Results Report
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"A persistent backlog in implementing audit recommendations across the FGS and FMSs is plausibly linked to the broader fragmentation and weak intergovernmental cohesion described in this risk. Where center–state relations are strained and accountability chains are contested, follow-through on audit actions (which often require coordination, political backing, and compliance across institutions) is more likely to stall, directly weakening governance and oversight reforms.",0.7,P177298,269249af,Implementation Status and Results Report
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"Heightened polarization around constitutional and electoral reforms can divert senior attention, reduce incentives for transparency, and slow decision-making on corrective measures required to close audit recommendations. This kind of political contestation can therefore plausibly contribute to persistent delays in accountability reform implementation.",0.55,P177298,269249af,Implementation Status and Results Report
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"Confrontation between the Federal Government and key federal member states can undermine cooperation needed to resolve audit findings that cut across levels of government (e.g., compliance, documentation, and remedial actions in FMS institutions). Such tensions plausibly contribute to unresolved recommendations and weakened accountability progress.",0.6,P177298,269249af,Implementation Status and Results Report
SOM-010,Political constraints restrict humanitarian operations and movement in the north,"Reported political constraints that disrupt operational logic and movement are consistent with broader governance frictions that can also impede routine oversight and reform workflows (e.g., verification, follow-up, and engagement with subnational counterparts), plausibly contributing to slow closure of audit recommendations.",0.45,P177298,269249af,Implementation Status and Results Report
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"The delayed merger discussions among electricity service providers plausibly reflect broader institutional fragmentation and weak inter-actor coordination in Somalia’s federal system. Where authority, regulation, and political alignment are contested across levels of government and local powerholders, commercial consolidation (like ESP mergers) and the related approvals/coordination needed for grid investments can stall.",0.62,P173088,3612c73f,Implementation Status and Results Report
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"Heightened political polarization and uncertainty around governance reforms can reduce the state’s ability to convene stakeholders and provide predictable regulatory signals, contributing to delays in politically sensitive private-sector coordination processes such as ESP merger negotiations that are prerequisites for network investments.",0.48,P173088,3612c73f,Implementation Status and Results Report
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"If ESPs operate across different federal member state jurisdictions, federal–state tensions can complicate sector coordination, regulatory alignment, and stakeholder bargaining—conditions that can slow merger discussions and thereby delay grid infrastructure sub-components.",0.4,P173088,3612c73f,Implementation Status and Results Report
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"The project risk concerns political tensions delaying adoption of an intergovernmental policy brief on functional and revenue assignment. This is plausibly linked to broader polarization and disputes over the direction of governance and power-sharing (including centralization vs. federal member state authority), which can directly slow consensus-driven intergovernmental policy actions.",0.78,P173731,4c4e907a,Aide Memoire
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"Functional and revenue assignment is inherently a federal–state bargaining issue. Escalating confrontation between the Federal Government and federal member states can reasonably contribute to delays in reaching or formalizing intergovernmental agreements, consistent with the reported political tensions slowing Component 2 implementation.",0.74,P173731,4c4e907a,Aide Memoire
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"The realized delay reflects difficulties in federal coordination and agreement on intergovernmental roles and fiscal arrangements. This aligns with the wider risk of fragmentation within the federal system, where mistrust and governance disputes impede collective decision-making and implementation of cross-jurisdictional reforms.",0.7,P173731,4c4e907a,Aide Memoire
SOM-010,Political constraints restrict humanitarian operations and movement in the north,"While the sector differs, both the realized risk and this country risk feature political constraints disrupting operational logic across jurisdictions. The same inter-federal political frictions that restrict movement/operations in parts of the north can plausibly also manifest as delays in adopting intergovernmental policy instruments needed for fiscal/functional assignments.",0.56,P173731,4c4e907a,Aide Memoire
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,The teacher-transition protests in Benadir point to localized social unrest that can be amplified in a polarized political environment. Heightened mistrust and contestation around federal authority and reforms can make public-sector transitions (like shifting teachers into a national initiative) more contentious and operationally disruptive.,0.48,P173731,269c7d81,Aide Memoire
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"The protests reflect institutional and coordination challenges around implementing federal initiatives at local/administrative levels. Such center–local governance frictions—core to federal-system fragmentation—can translate into implementation disruptions when reforms affect payrolls, contracts, or employment status.",0.44,P173731,269c7d81,Aide Memoire
SOM-008,Ongoing kinetic operations and airstrikes reflect persistent conflict intensity in the south,"The realized security incident occurred in Kismayo (Lower Juba), a southern conflict-affected area where kinetic operations continue. Persistent conflict intensity in the south plausibly increases the likelihood of security incidents that disrupt field activities and require corrective action plans and enhanced mitigation for project implementation.",0.72,P173731,665b1114,Aide Memoire
SOM-006,Al-Shabaab territorial resurgence and increased attack tempo undermine security gains,"A security incident affecting implementation in Kismayo is plausibly linked to the broader deterioration in security conditions associated with al-Shabaab’s resurgence and higher attack tempo, which elevates operational risk for staff, partners, and movements in and around project locations.",0.63,P173731,665b1114,Aide Memoire
SOM-005,Federal–state confrontation increases risk of renewed armed clashes,"Kismayo is the political and security center of Jubaland. Heightened federal–member state confrontation involving Jubaland can contribute to localized insecurity, uncertain command-and-control, and increased risk of incidents affecting project operations and access.",0.55,P173731,665b1114,Aide Memoire
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"The need for a corrective action plan following a security incident is consistent with operating in a fragmented federal context where governance and security arrangements are contested, potentially weakening coordination and enabling armed actors to operate—raising implementation security risks in places like Kismayo.",0.52,P173731,665b1114,Aide Memoire
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"The dispute over a PBC non-disbursement decision is plausibly linked to broader institutional fragility and contested authority within Somalia’s federal system. Where roles, accountability, and verification chains across federal and member-state actors are politically sensitive or inconsistently applied, PBC achievement/verification and resulting disbursement decisions are more likely to be contested, increasing friction between the FGS counterpart ministry and the Bank.",0.6,P173731,681f5d71,Aide Memoire
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"Heightened political polarization and mistrust around reforms can spill over into day-to-day government–partner interactions, making performance-based decisions more politically charged and harder to resolve. In this context, a non-disbursement decision tied to a sensitive reform area (teacher transition) is more likely to trigger inter-institutional tension and stall implementation discussions.",0.5,P173731,681f5d71,Aide Memoire
SOM-010,Political constraints restrict humanitarian operations and movement in the north,"The project’s delays in Sool and Sanaag stem from contested/unclear administrative authority and the need for special implementation arrangements, which aligns with the broader FCV risk of political constraints disrupting operations and movement in northern Somalia (including areas around Las Anod/Sool) and complicating partner access, coordination, and fund flows.",0.78,P177627,1e3d6d6f,Aide Memoire
SOM-007,Fragmentation within the federal system creates operational space for Al-Shabaab,"Unclear administrative control requiring third-party implementation reflects institutional fragmentation and contested governance arrangements between authorities, which is consistent with the country-level risk that federal fragmentation undermines coherent administration and creates operational uncertainty for service delivery and development programming.",0.66,P177627,1e3d6d6f,Aide Memoire
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"The difficulty agreeing on implementation modality due to unclear administrative responsibility is plausibly linked to heightened political contestation over governance and authority structures, a dynamic that national electoral/constitutional disputes can exacerbate and that can spill over into subnational control and administrative ambiguity.",0.52,P177627,1e3d6d6f,Aide Memoire
SOM-004,Electoral and constitutional reform disputes deepen polarization and risk instability,"High-level political disputes and polarization around electoral/constitutional reforms can translate into reshuffles and frequent turnover in senior and mid-level officials. This undermines continuity of government counterparts and committee membership, contributing to repeated re-orientation needs and delays/quality risks in procurement decision-making.",0.63,P177627,63fa40b6,Aide Memoire
