related_country_risk_id,related_country_risk_title,susceptibility_summary,confidence,PROJ_ID_IB,evidence_quote
AFG-2026-05,Mass Returnee Crisis Overwhelming Absorptive Capacity,"Project's targeting and beneficiary identification systems are vulnerable to disruption from mass returns. The PAD explicitly targets 'Returnees' as a vulnerable group and Component 2 targets 'IDPs' in urban areas. However, the scale of returns (2.78 million in 2025 alone, with 150,000 more in early 2026) is overwhelming absorptive capacity. Project's beneficiary lists and CDC-based targeting may become outdated rapidly as returnees arrive and compete for limited livelihood opportunities. Returnees are noted as 'struggling to survive on less than five dollars a day,' creating pressure on project resources.",0.8,P178760,"PAD identifies 'Returnees' as vulnerable group to be targeted. Component 2 targets 'IDPs' with 'Labor-intensive works providing average 60 days of work per beneficiary for 115,000 urban households including IDPs.' PAD notes project uses 'whole of community' approach in urban areas targeting 'both host communities and IDPs to mitigate tensions.' PAD fragility context acknowledges '5.8 million IDPs in country' and displacement issues. Fiduciary risk mitigation includes 'Revalidate beneficiary lists from CCAP and REACH with FP and CDC support' suggesting beneficiary lists require ongoing validation."
AFG-2026-06,Collapse of Humanitarian Funding Due to U.S. and Donor Aid Cuts,"Project is itself a response to humanitarian funding collapse but faces sustainability and coordination challenges. The PAD is designed to operate in context of 'suspension of foreign aid' and 'freezing of US$9 billion in reserves.' Project's US$265 million financing is substantial but must coordinate with UN agencies (WFP, UNICEF, UNHCR, WHO) whose own funding has collapsed. PAD identifies 'Macroeconomic (high)' risk and notes 'liquidity crisis with limited access to financial services.' Project's reliance on banking infrastructure and financial service providers is vulnerable if funding cuts force closure of partner institutions.",0.85,P178760,"PAD identifies 'Macroeconomic (high)' risk: 'Afghan economy in severe crisis with 30% expected contraction; suspension of foreign aid and freezing of US$9 billion in reserves; currency depreciation of 15%; liquidity crisis with limited access to financial services; inflation around 40% for basic goods; limited banking infrastructure (only 15% of adults have financial accounts, 1-1.5% use mobile money).' Mitigation includes 'establish segregated pass-through accounts at Afghanistan International Bank for NGO cash management' and 'use multiple payment channels including bank transfers and physical cash distribution.' PAD coordination includes 'WFP, UNICEF, UNHCR, UN-Habitat, WHO' whose funding has been cut."
AFG-2026-07,Collapsing Healthcare System Driven by Taliban Restrictions and Funding Cuts,"Project's health and nutrition components are implemented in context of collapsing healthcare system. Component 4 includes 'awareness campaigns on health, education, nutrition' but these activities depend on functioning health infrastructure. The PAD identifies 'Operational - Access and Implementation (substantial)' risk and notes project must work with 'experienced NGO partners.' However, 1,700 female health workers have lost jobs and 153 Family Health Houses closed, eliminating complementary service delivery infrastructure. Project's ability to deliver health awareness and nutrition support is constrained by absence of functioning health system to refer beneficiaries to.",0.75,P178760,"PAD Component 4 includes 'awareness campaigns on health, education, nutrition.' PAD identifies vulnerable groups including pregnant and breastfeeding women and children under five who require nutrition support. PAD Environmental and Social risk mitigation includes 'implement WHO COVID-19 protocols' suggesting health system engagement. PAD fragility context notes 'Disruption to health services and COVID-19 management' and 'Restrictions on women's mobility, work, and participation' affecting healthcare access. Project coordination includes 'WHO' and 'UNICEF' but these agencies' capacity is constrained by funding cuts."
AFG-2026-08,Compounding Climate and Seismic Shocks Overwhelming Response Capacity,"Project's infrastructure components and beneficiary targeting are vulnerable to climate and seismic shocks. The PAD includes 'rehabilitation of small-scale basic infrastructure (water, sanitation, roads, climate-resilient assets)' and targets 'climate-resilient assets,' indicating project design anticipates climate risks. However, recent floods (March-April 2026) affected all eight regions and April 5 earthquake killed 14 people in Kabul. Project's beneficiary lists and infrastructure investments may be disrupted by recurrent shocks. PAD notes project must maintain 'flexibility to suspend activities in areas where security deteriorates,' but does not explicitly address climate/seismic shock response protocols.",0.7,P178760,"PAD Component 1 includes 'rehabilitation of small-scale basic infrastructure (water, sanitation, roads, climate-resilient assets)' and 'climate-resilient assets.' PAD Environmental and Social risk identifies 'low to medium noise and dust pollution; vegetation removal and land degradation; construction waste generation' and mitigation includes 'prioritize nature-based and simple infrastructure solutions.' PAD fragility context notes project designed to 'preserve 18 years of development gains and prevent lost generation' but does not explicitly address climate/seismic shock protocols. PAD security mitigation includes 'maintain flexibility to suspend activities if security deteriorates' but climate shocks are not explicitly addressed."
AFG-2026-09,Taliban Governance Fragility and Political Isolation,"Project's reliance on Taliban cooperation and CDC-based governance structures is vulnerable to Taliban institutional collapse or policy shifts. The PAD identifies 'Political and Governance (high)' risk: 'High political uncertainty with no international recognition of ITA; unclear ITA priorities with regional variation in policies.' Project mitigation relies on 'Leverage UN agencies and NGOs with decades of experience negotiating access in Taliban-controlled areas' and 'use CDCs as trusted community representatives.' However, Taliban's declining institutional capacity, shortage of funds for soldiers' salaries, and political isolation create risk that Taliban may interfere with CDC operations or change policies affecting project implementation.",0.85,P178760,PAD identifies 'Political and Governance (high)' risk: 'High political uncertainty with no international recognition of ITA; risks regarding safe and unhindered access to all geographical areas and beneficiaries including women and minorities; potential restrictions on female staff mobility; unclear ITA priorities with regional variation in policies.' PAD mitigation includes 'Establish Entry Criteria for Access (ECA) requiring: (1) CDCs not prohibited from operating with minimum 70% member positions filled.' PAD notes 'potential ITA interference in CDC operations' as operational risk. PAD fragility context states 'Weak governance capacity of ITA with many government workers unpaid' and 'No international recognition of ITA.'
AFG-2026-10,Friction Between Taliban and UN/Development Actors Over Operational Access,"Project's implementation through UNOPS and UN-coordinated structure is directly vulnerable to Taliban restrictions on UN operations. The PAD explicitly identifies this risk: 'Since September 2025, Taliban security forces have barred Afghan women including UN staff from entering UN offices and compounds nationwide; as of late January 2026 the ban remained in force, severely curtailing UN operational capacity.' Project coordination structure includes 'three-level coordination structure under UNAMA' and relies on 'Coordination with UN agencies.' Taliban's dismissal of UNAMA as a 'failure' and shortened UNAMA mandate renewal (only until June 2026) create uncertainty about UN operational framework supporting project implementation.",0.95,P178760,"PAD identifies 'Friction Between Taliban and UN/Development Actors Over Operational Access' as current risk. PAD states: 'Since September 2025, Taliban security forces have barred Afghan women including UN staff from entering UN offices and compounds nationwide; as of late January 2026 the ban remained in force, severely curtailing UN operational capacity particularly for protection, health, and nutrition services to women and girls.' PAD coordination structure includes 'three-level coordination structure under UNAMA; harmonized monitoring across ARTF, Afghanistan Infrastructure Trust Fund, AHTF, STFA.' PAD implementing agency is 'United Nations Office for Project Services (UNOPS) as recipient-executed grant.' PAD mitigation includes 'work through non-governmental channels' but project structure is fundamentally UN-centered."
AFG-2026-11,Afghanistan-Pakistan Conflict Trade Disruption and Economic Spillover,"Project's economic viability and beneficiary purchasing power are vulnerable to trade disruption and economic spillover from Pakistan conflict. The PAD identifies 'Macroeconomic (high)' risk and notes 'Afghan economy in severe crisis with 30% expected contraction.' The Torkham border closure (nearly one month) caused USD 90 million in losses to private sector. Project's cash-for-work and cash transfer components depend on beneficiaries' ability to purchase goods and services, which is undermined by trade disruption, currency depreciation, and inflation. Project's coordination with 'private sector contractors in urban areas' is vulnerable if private sector activity collapses further due to trade disruption.",0.8,P178760,PAD identifies 'Macroeconomic (high)' risk: 'Afghan economy in severe crisis with 30% expected contraction; suspension of foreign aid and freezing of US$9 billion in reserves; currency depreciation of 15%; liquidity crisis with limited access to financial services; inflation around 40% for basic goods.' PAD mitigation includes 'Carefully review liquidity situation and reliable financial payment systems with UNOPS; use multiple payment channels including bank transfers and physical cash distribution; monitor currency fluctuations and adjust payment mechanisms as needed.' PAD notes project uses 'private sector contractors in urban areas to preserve civil works implementation capacity' but private sector is vulnerable to trade disruption.
AFG-2026-12,Context: Deteriorating Opium Economy and Counter-Narcotics Fragility,"Project's livelihood support components may be vulnerable to opium economy dynamics and Taliban counter-narcotics policy shifts. The PAD targets rural livelihoods in areas where poppy cultivation was previously significant income source. Taliban's 2022 opium ban created 'significant economic dislocation in rural areas that had depended on poppy income, contributing to food insecurity and displacement.' Project's cash-for-work and livelihood activities must compete with informal/illicit economy opportunities. PAD notes '80 percent of land is held informally' and 'Afghanistan's continued isolation from the international financial system' limits ability to formalize economic activity, creating structural vulnerability to illicit economy engagement.",0.65,P178760,"PAD Component 1 targets 'Emergency Livelihoods Support and Services in Rural Areas: Cash-for-work program providing minimum 28 days of work per household for 774,000 rural households.' PAD fragility context notes 'Widespread adoption of harmful coping mechanisms (high-interest borrowing, asset sales, reduced human capital investment)' and 'Collapse of private sector activity.' PAD identifies 'Institutional Capacity (moderate)' risk: 'Reduced implementation capacity in Afghanistan due to political crisis; many government workers unpaid since August 2021; loss of 500,000+ security force jobs; disruption to core government services; limited private sector capacity.' Project's ability to provide competitive livelihood opportunities is constrained by limited formal economy alternatives."
AFG-2026-01,Afghanistan-Pakistan Armed Conflict and Cross-Border Escalation,"Project implementation in eastern provinces (Badakhshan, Takhar, Nangarhar, Kunar, Paktia, Khost) directly affected by February-April 2026 cross-border clashes, airstrikes, and displacement. OHCHR documented 115,000+ displaced and damage to civilian infrastructure including medical facilities in these exact regions where project operates.",0.95,P179311,"Project locations include Badakhshan and Takhar provinces explicitly listed in conflict risk summary as sites of Pakistani airstrikes and Taliban retaliatory operations. PAD identifies project operates in 'fragile and conflict-affected state' context. Project designed for 'high-security risk environment' with 'threats to human security through escalation of personal, communal conflict, crime, and violence affecting safety of workers and beneficiaries.' Remote supervision arrangements and business continuity plans acknowledge security deterioration risk."
AFG-2026-02,ISKP Terrorist Activity and Exploitation of Security Vacuum,"ISKP exploiting security gaps in eastern Afghanistan to expand operations, move fighters, and smuggle weapons. Project operates in Badakhshan, Takhar, Baghlan, Samangan, and other eastern provinces where ISKP presence is documented. Project staff and beneficiaries face direct terrorist threat during implementation.",0.85,P179311,"PAD acknowledges project operates in 'high-security risk environment' and identifies 'threats to human security through escalation of personal, communal conflict, crime, and violence affecting safety of workers and beneficiaries.' Project includes 'non-disclosable security risk management plan based on UN Security Management System (UNSMS)' and 'clear mechanisms to identify security threats to project and communicate threat level changes.' These mitigations implicitly recognize ISKP and similar threats."
AFG-2026-03,Taliban Gender Apartheid Intensified by New Criminal Regulation,"Project explicitly targets women and girls as primary beneficiaries and decision-makers (40% of CDC members required to be female, women engaged in well placement decisions). Taliban ban on women entering UN offices since September 2025 directly threatens project implementation by UNOPS and coordination with UN agencies. January 2026 criminal decree criminalizing women's mobility without permission directly conflicts with project's requirement for women's participation and movement.",0.92,P179311,"PAD identifies 'potential restrictions on women's participation and movement' and 'discriminatory bans affecting UN and INGO operations' as high political/governance risks. Project design requires 'women engaged in decision-making on well placement through CDCs' and 'at least 40% of CDC members are female.' PAD notes 'risk of resistance from ITA on women engagement' as explicit E&S risk. Mitigation strategy includes 'Entry Criteria for Access (ECA) ensuring...women's involvement is not prohibited' with communities given three weeks to meet criteria or project moves elsewhere. However, Taliban's January 2026 decree and September 2025 UN office ban represent escalation beyond ECA assumptions."
AFG-2026-04,Catastrophic Food Insecurity and Malnutrition Crisis,Project beneficiaries (1.2 million in 16 drought-affected provinces) are among the 17.4 million facing crisis-level food insecurity. Severe malnutrition affecting 3.7 million children under five and 1.2 million pregnant/breastfeeding women directly overlaps with project's vulnerable population targeting. Food insecurity may undermine community participation in project activities and beneficiary ability to maintain water systems.,0.8,P179311,"PAD identifies project operates in context of '46% of population acutely food-insecure and 6 million on brink of starvation.' Project explicitly targets '16 drought-affected provinces' and 'vulnerable populations including women and girls' as beneficiaries. PAD notes 'severe drought (June 2021) affecting 80% of country with 53% of water points dried up' and 'climate change making water situation worse.' Project designed as 'emergency response' acknowledging acute humanitarian crisis. However, PAD does not address how severe malnutrition and food insecurity may affect community capacity to participate in project implementation or maintain water systems post-construction."
AFG-2026-05,Mass Returnee Crisis Overwhelming Absorptive Capacity,"Project operates in eastern and southern regions (Badakhshan, Takhar, Nangarhar, Paktia, Khost, Kandahar, Nimroz) explicitly identified as areas experiencing 'extraordinary pressure on housing, land, water, education, and health services' from 5 million returnees. Returnee influx may overwhelm project's water infrastructure capacity and create competing demands for limited water resources.",0.75,P179311,"PAD notes project locations include regions experiencing 'large-scale returns...placing extraordinary pressure on housing, land, water, education, and health services, particularly in eastern and southern regions.' Project targets 1.2 million beneficiaries in 16 provinces but does not explicitly address how returnee population surge affects water demand projections or infrastructure sizing. PAD identifies 'risk of inadequate targeting of vulnerable people due to political interference' but does not address returnee-specific targeting or water allocation conflicts."
AFG-2026-06,Collapse of Humanitarian Funding Due to U.S. and Donor Aid Cuts,"Project financed by ARTF grant ($100 million) faces existential risk from donor aid collapse. U.S. terminated all Afghanistan assistance (USD 561.8 million), Afghanistan losing USD 859 million in ODA in 2026 vs. 2023 baseline. UN reprioritized assistance from 16.8 million to 12.5 million people. Project sustainability depends on continued ARTF funding and donor commitment in context of documented 'donor fatigue.'",0.88,P179311,"PAD identifies 'high macroeconomic risks including potential discontinuation or reduction in aid due to donor fatigue' as explicit risk. Project financed entirely through ARTF grant with no government counterpart funding (PAD notes 'lack of official counterpart'). Mitigation strategy relies on 'project designed as emergency response with two-year implementation period to deliver immediate results' and 'flexible project design allowing for scaling and adaptation.' However, PAD does not address sustainability beyond two-year implementation period or what happens if ARTF funding is discontinued mid-project."
AFG-2026-07,Collapsing Healthcare System Driven by Taliban Restrictions and Funding Cuts,"Project includes WASH training coordination with Health Emergency Response Project to train female community health workers. Collapse of healthcare system (1,700+ female health workers lost jobs, 153 Family Health Houses closed) undermines project's health impact objectives. Women's health worker restrictions directly conflict with project's requirement for women's participation in training and implementation.",0.7,P179311,"PAD notes 'Coordination with Health Emergency Response Project to train female community health workers on WASH' under Component 3. Project identifies 'Children under five (diarrheal diseases second most common cause of death)' and 'Pregnant women and mothers (poor water conditions associated with higher maternal mortality)' as vulnerable groups. However, PAD does not address how collapse of female health worker capacity affects project's ability to coordinate WASH training or achieve health outcomes. Project assumes functioning health system to receive water supply benefits."
