related_country_risk_id,related_country_risk_title,susceptibility_summary,confidence,PROJ_ID_IB,evidence_quote
GIN-003,Enforced Disappearances and Targeted Abductions Create Climate of Terror,"The project's implementation depends on trust in government institutions and the ability of staff, implementing partners, and beneficiaries to operate without fear of arbitrary detention or violence. A climate of terror targeting civil society leaders, activists, and journalists undermines the project's reliance on community engagement, grievance mechanisms, and transparent coordination with multiple stakeholders. Project staff and partners engaged in beneficiary identification, monitoring, and grievance redress may face personal security risks if perceived as documenting or reporting on government actions.",0.68,P509503,"The PAD identifies 'Stakeholders (substantial)' risk, noting 'Limited community participation mechanisms' and proposing mitigation through 'Citizen engagement encouraged through community-based organizations, Red Cross, volunteers, students' and 'CERP financed activities will encourage use of community/civil society organizations.' However, the PAD does not address the risk that civil society actors and community volunteers may face enforced disappearance or abduction if they engage in project activities perceived as documenting vulnerabilities, distributing aid, or facilitating grievance reporting. The project's Grievance Redress Mechanism and commitment to 'Stakeholder Engagement and Information Disclosure' (ESS 10) may be compromised if individuals submitting grievances or participating in monitoring face security threats."
GIN-004,Media Suppression and Press Freedom Deterioration Undermine Information Space,"The project's transparency, accountability, and stakeholder engagement objectives are undermined by severe media suppression. The closure of six major private media outlets and the disappearance of a journalist create an information vacuum that compromises the project's ability to communicate with beneficiaries, conduct public disclosure of project activities, and enable independent monitoring. The project's reliance on transparent procurement and regular audits depends on an information environment where findings can be publicly reported and scrutinized.",0.7,P509503,"The PAD emphasizes 'Transparent procurement, regular audits and reporting' as mitigation for fiduciary risks and commits to 'Quarterly unaudited interim financial reports within 45 days of quarter end. Annual audited financial statements within 6 months of year end.' The project also triggers 'ESS 10: Stakeholder Engagement and Information Disclosure' with commitment to disclose 'E&S documents disclosed May 14, 2025.' However, the PAD does not acknowledge that the media environment—with six outlets banned, journalist Habib Marouane Camara missing since December 2024, and RSF describing a 'profound media vacuum'—severely constrains the ability to conduct meaningful public disclosure and independent scrutiny of project implementation. The project's transparency commitments assume a functioning media landscape."
GIN-005,Flawed Electoral Transition and Upcoming Legislative Elections Raise Legitimacy Risk,"The project's governance coordination structure depends on the legitimacy and stability of government institutions. The flawed electoral transition—with all major opposition leaders barred, 40 parties dissolved two weeks before legislative elections scheduled for May 24, 2026, and meaningful political competition structurally absent—creates uncertainty about the government's political legitimacy and international standing. This may affect the World Bank's ability to maintain close dialogue with authorities, the government's commitment to governance reforms, and the sustainability of project coordination mechanisms if the government faces further international isolation or domestic delegitimization.",0.65,P509503,"The PAD identifies 'Political and Governance (high)' risk and proposes mitigation through 'Flexible and responsive WBG posture with close dialogue with authorities. Possibility of further Country Engagement Note if medium-term programming not possible. Exploration of additional funding eligibility for governance/fragility risks. Use of OP 7.30 if circumstances require.' The PAD also notes 'Uncertainty about election deadline in October 2025,' which has now been superseded by the March 2026 dissolution of 40 parties and the May 24, 2026 legislative elections. The PAD does not address the risk that the absence of meaningful electoral competition and the dissolution of opposition parties may further undermine government legitimacy, complicate World Bank engagement, or trigger additional international sanctions that could affect project implementation."
GIN-008,Chronic Food Insecurity and Malnutrition Crisis Among Vulnerable Populations,"The project's emergency response activities—including food assistance (target 225,000 households), agricultural inputs (75,000 households), and cash transfers (300,000 households)—are designed to address food insecurity affecting 17% of the population and 21.8% of households. However, the scale of the crisis (1.4 million people in Emergency Phase 4 food insecurity in West Africa, with Guinea contributing; potential rise to 52.8 million during June-August 2026 lean season) may overwhelm project capacity. The project's targeting and beneficiary identification systems may be disrupted if food insecurity worsens, creating competing demands for limited resources and potential social tensions over aid distribution.",0.72,P509503,"The PAD identifies 'Macroeconomic (substantial)' risk, noting 'Elevated downside risks from price/supply disruptions, global economic/climate shocks leading to prolonged inflation, higher financing needs, food insecurity.' It also identifies vulnerable groups including 'Food insecure populations (17% of population)' and 'Poorest 20% of population (53% food insecure).' The project targets 'Emergency Livelihood Support to Households: Direct emergency income support through scaling cash transfers and cash-for-work programs' and 'Provision of Essential Emergency Supplies and Services' including 'food assistance' (225,000 households). However, the PAD does not address the risk that the scale of food insecurity—with Guinea among 31 African countries requiring external food assistance and facing potential lean season crisis—may exceed project capacity, creating implementation bottlenecks and potential social tensions if beneficiary selection processes are perceived as unfair or incomplete."
GIN-009,Intercommunal and Ethnic Tensions Exacerbated by Political Exclusion,"The project's beneficiary targeting and cash transfer distribution systems may inadvertently exacerbate ethnic tensions if beneficiary selection processes are perceived as favoring certain communities or if emergency response is unevenly distributed across ethnic lines. The dissolution of the UFDG (Fulani-based) and RPG (Malinke-based) opposition parties eliminates institutional channels for managing ethnic cleavages, increasing the risk that emergency response activities become flashpoints for intercommunal friction. The project's reliance on transparent, community-based beneficiary identification may be compromised if ethnic tensions escalate.",0.68,P509503,"The PAD identifies 'Stakeholders (substantial)' risk and proposes mitigation through 'Citizen engagement encouraged through community-based organizations, Red Cross, volunteers, students' and 'CERP financed activities will encourage use of community/civil society organizations.' The project also commits to 'Grievance Redress Mechanism in place through project-level mechanisms and World Bank's Grievance Redress Service (GRS) and Accountability Mechanism.' However, the PAD does not address the risk that beneficiary identification and cash transfer distribution—particularly in ethnically polarized communities—may become contested if perceived as favoring certain groups. The project's design assumes that transparent, community-based processes can manage beneficiary selection without exacerbating ethnic tensions, but does not acknowledge the heightened sensitivity created by the dissolution of ethnically-based opposition parties and the exclusion of Fulani and Malinke opposition leaders."
GIN-010,Development Partner Tensions: Governance Conditionalities vs. Mining Engagement,"The project's implementation depends on sustained World Bank engagement and the government's commitment to governance and fiduciary standards. However, growing tensions between multilateral development partners (committed to governance conditionalities) and the Doumbouya government (increasingly aligned with Chinese and Russian investors operating without political conditions) may create friction that affects project support. The government's alignment with Sahelian military juntas and facilitation of Russian arms shipments may complicate Western intelligence-sharing and security cooperation, potentially affecting the project's ability to coordinate on cross-border spillover risks from Mali.",0.62,P509503,"The PAD identifies 'Political and Governance (high)' risk and proposes mitigation through 'Flexible and responsive WBG posture with close dialogue with authorities. Possibility of further Country Engagement Note if medium-term programming not possible. Exploration of additional funding eligibility for governance/fragility risks. Use of OP 7.30 if circumstances require.' The PAD also notes 'Collaboration with IMF to ensure program alignment with Guinea's macroeconomic needs and limitations.' However, the PAD does not address the risk that the government's strategic realignment toward Chinese and Russian investors—and away from Western development partners—may create tensions that affect World Bank engagement, particularly if the government perceives governance conditionalities as interference. The project's reliance on 'close dialogue with authorities' assumes a cooperative relationship that may be strained by broader geopolitical tensions."
GIN-006,Jihadist Spillover Risk from Mali's Deteriorating Security Environment,"The project's emergency response operations in eastern Guinea and border regions may be disrupted by jihadist spillover from Mali. The PAD identifies 'Spillover of Sahel crisis identified as contingency risk,' but the project's design does not include specific operational contingencies for managing security threats in border areas. If JNIM or other militant groups launch cross-border raids into eastern Guinea, the project's ability to deliver emergency response in affected areas may be severely compromised, and staff safety may be at risk.",0.65,P509503,"The PAD identifies 'Spillover of Sahel crisis identified as contingency risk' and notes the project provides 'national coverage - all regions of Guinea' including 'Mountainous terrain regions' and 'Major river basins,' which include border areas vulnerable to spillover. The PAD also states 'Socio-political unrest included in national multi-risk contingency plan.' However, the PAD does not provide specific operational contingencies for managing jihadist spillover in border regions, does not identify which regions are most vulnerable to cross-border militant activity, and does not address how the project would maintain operations if security deteriorates in eastern Guinea. The project's mitigation strategy focuses on governance and fiduciary controls but does not address operational security planning for border areas."
GIN-001,Mass Dissolution of Political Parties Consolidates Authoritarian Rule,Project governance arrangements depend on Ministry of Fisheries and Maritime Economy (MPEM) leadership and multi-stakeholder coordination through Project Steering Committee (PSC) chaired by MPEM Minister. Political consolidation and elimination of opposition parties could undermine the inclusive stakeholder engagement model and create pressure on government counterparts to prioritize regime interests over project implementation integrity.,0.65,P180906,"PAD states project relies on 'solid institutional arrangements for collaboration and autonomy' with MPEM as implementing agency and PSC chaired by MPEM Minister. However, PAD also notes 'political stability uncertain' under transitional military government. The project's Stakeholder Engagement Plan (SEP) emphasizes 'broad consensus on fisheries management reforms' and 'diverse stakeholders including informal fishers,' but dissolution of political parties and elimination of opposition institutional channels (per GIN-001) could constrain genuine multi-stakeholder dialogue and create political pressure on MPEM to align project decisions with regime consolidation rather than technical merit."
GIN-002,Security Force Violence Against Protesters and Protest Ban Fuel Social Tension,"Project targets coastal and rural fishing communities in areas where security force presence is anticipated (marine protected area patrols, MCS enforcement). Elevated risk of protest and violent crackdown in densely populated areas like Conakry could disrupt project activities, affect staff safety, and undermine community trust in government-led initiatives. Project's reliance on security forces for marine resource enforcement creates exposure to documented patterns of excessive force.",0.7,P180906,"PAD identifies 'risks from security forces used as patrols in marine protected areas' and notes need for 'Institutional Assessment to evaluate capacity for community outreach, law enforcement, incident management.' PAD also states project will support 'Monitoring, Control and Surveillance (MCS) system strengthening' involving enforcement personnel. However, GIN-002 documents security force killings of at least 59 protesters since 2022 including 20 in 2024, with lethal force applied even against non-participants. Project's coastal focus (350 km coastline, Conakry-adjacent Boffa and Dubréka prefectures) and reliance on security force cooperation for MCS creates vulnerability if protest dynamics escalate in these areas."
GIN-003,Enforced Disappearances and Targeted Abductions Create Climate of Terror,"Project's emphasis on transparency, community-led governance, and grievance redress mechanisms could create friction with security apparatus operating under climate of enforced disappearances. Civil society partners (ANAFIC, OGPNRF, CNSHB, CNSP) and project staff advocating for accountability or documenting abuses could face targeting. Project's focus on vulnerable populations and women's empowerment may attract scrutiny from security forces if perceived as challenging regime narratives.",0.6,P180906,"PAD emphasizes project's commitment to 'transparency initiatives,' 'community-led fisheries management,' and 'grievance redress mechanisms' through ANAFIC and project-level GRM. PAD also notes project will work with civil society organizations (ANAFIC, OGPNRF, CNSHB, CNSP, ONSPA, OGPNRF, FGPE, CFPM, ANAFIC, AGEE) and support 'women's empowerment and leadership roles.' However, GIN-003 documents systematic enforced disappearances of civil society activists (Oumar Sylla, Mamadou Billo Bah since July 2024), abduction and torture of civil society leaders (Abdoul Sacko, February 2025), and disappearance of investigative journalist (Habib Marouane Camara, December 2024). Project's civil society partnerships and transparency focus create potential exposure if partners or staff become targets."
GIN-004,Media Suppression and Press Freedom Deterioration Undermine Information Space,"Project's M&E framework, transparency initiatives, and community communication strategies depend on functional media and information space. Media suppression (6 outlets banned, 700+ jobs lost) and journalist disappearances limit project's ability to communicate results, document lessons learned, and maintain public accountability. Project's grievance redress mechanism and stakeholder engagement depend on information flow that media suppression constrains.",0.55,P180906,"PAD specifies project will conduct 'periodic consultations and satisfaction surveys,' maintain 'transparency initiatives,' and operate 'grievance redress mechanism through ANAFIC' with 'grievance management committees in all municipalities.' PAD also notes project will use 'GEMS (Geo-Enabling initiative for Monitoring and Supervision)' and conduct 'half-yearly and annual progress reports.' However, GIN-004 documents revocation of six major media outlets' licenses in May 2024 (Djoma TV, Espace FM, Sweet FM), loss of 700+ press jobs, disappearance of journalist Habib Marouane Camara in December 2024, and RSF assessment of 'profound media vacuum.' This constrains project's ability to communicate transparently and maintain public accountability for results."
GIN-005,Flawed Electoral Transition and Upcoming Legislative Elections Raise Legitimacy Risk,"Project's governance legitimacy and stakeholder buy-in depend on perceived fairness of political processes. Upcoming legislative elections (May 24, 2026) with major opposition parties dissolved and meaningful competition structurally absent could further erode public confidence in government institutions, including MPEM. This undermines the 'broad consensus on fisheries management reforms' that PAD identifies as necessary for project success.",0.65,P180906,"PAD identifies need for 'broad consensus on fisheries management reforms' and emphasizes 'active community involvement in all project phases' and 'community-led fisheries management.' PAD also notes project depends on government commitment 'reaffirmed through Simandou 2040 strategy and national artisanal fisheries program.' However, GIN-005 documents that legislative elections scheduled for May 24, 2026 occur with 40 political parties (including three main opposition groups UFDG, RPG, UFR) dissolved on March 6-7, 2026, eliminating 'meaningful competition' and creating 'structurally absent' opposition. This undermines the legitimacy of government institutions (including MPEM) and the political consensus necessary for community-led fisheries governance."
GIN-008,Chronic Food Insecurity and Malnutrition Crisis Among Vulnerable Populations,"Project's beneficiary populations (65,000 people including small-scale fishers, women, youth, processors) are among Guinea's most food-insecure groups. Worsening food insecurity (21.8% of households, 6.1% of children under five with acute malnutrition) could undermine project implementation through reduced community participation, staff attrition, and pressure to divert project resources toward immediate survival needs rather than longer-term value chain development.",0.7,P180906,"PAD identifies 'vulnerable populations dependent on fisheries' as key beneficiaries and notes project addresses 'food security and livelihood resilience for vulnerable populations.' PAD also specifies project will support 'livelihood diversification (honey production, sustainable fuelwood, plastic recycling, composting, market gardening, ecosystem restoration, feed ingredient production)' to build 'resilience and adaptive capacity.' However, GIN-008 documents that 21.8% of Guinea's households struggle with food insecurity, 6.1% of children under five suffer global acute malnutrition, 24.4% are stunted, and more than half the population experiences 'unprecedented poverty levels.' Project's target communities are among the most vulnerable, and acute food insecurity could disrupt implementation and reduce beneficiary engagement."
GIN-009,Intercommunal and Ethnic Tensions Exacerbated by Political Exclusion,"Project's community-led governance model and multi-stakeholder coordination depend on ethnic and intercommunal cohesion. Political exclusion of opposition leaders from Fulani and Malinke communities, combined with security force violence concentrated in Conakry, risks translating into intercommunal friction that could undermine project's inclusive stakeholder engagement and community-led fisheries management in ethnically diverse coastal and rural areas.",0.6,P180906,"PAD emphasizes 'community-led fisheries management promoting rural cohesion and resilience of coastal populations' and 'inclusive stakeholder engagement with diverse actors.' PAD also specifies 'women's representation quotas in governance bodies' and focus on 'vulnerable populations.' However, GIN-009 documents that Guinea's political landscape is 'deeply polarized along ethnic lines' with UFDG drawing from Fulani community and RPG from Malinke community, and that dissolution of both parties in March 2026 'eliminates institutional channels for managing these cleavages.' The exclusion of opposition leaders Cellou Dalein Diallo (Fulani) and Sidya Toure, combined with security force violence, 'risks translating political grievances into intercommunal friction.' Project's coastal and rural target areas include ethnically diverse communities where this tension could undermine community cohesion necessary for collective fisheries management."
GIN-010,Development Partner Tensions: Governance Conditionalities vs. Mining Engagement,"Project implementation depends on World Bank's policy dialogue and institutional support, but governance environment (party dissolution, protest bans, enforced disappearances) creates friction between multilateral partners' governance conditionalities and government's alignment with non-conditional investors (China, Russia). This could constrain World Bank's leverage over MPEM on fiduciary, environmental, and social safeguards compliance, or create pressure on project to deprioritize governance reforms in favor of regime stability.",0.65,P180906,"PAD identifies 'Political and Governance (high)' risk and notes mitigation through 'strengthen policy dialogue under World Bank Country Management Unit leadership' and 'solid institutional arrangements for collaboration and autonomy.' PAD also notes 'government reaffirmed commitment through Simandou 2040 strategy.' However, GIN-010 documents that World Bank's July 2025 Guinea Economic Update 'explicitly called for reforms to make mining-driven growth more inclusive and resilient' and warned of 'friction between multilateral development partners committed to governance conditionalities and the government, which is increasingly aligned with Chinese and Russian investors who operate without political conditions.' This creates risk that World Bank's governance leverage over MPEM could be constrained, affecting project's ability to enforce safeguards compliance."
GIN-006,Jihadist Spillover Risk from Mali's Deteriorating Security Environment,"Project's northern and eastern target areas (Mamou, Faranah aquaculture hubs, inland fishing sites) are geographically proximate to Mali border where JNIM militants have launched attacks within 50 km of Guinea border. Escalating jihadist activity could disrupt project implementation through insecurity, staff displacement, and diversion of government security resources away from project-supported MCS and marine protected area enforcement.",0.55,P180906,"PAD identifies project locations including 'Mamou (aquaculture hub), Faranah (aquaculture hub)' and 'continental/inland water bodies' and notes project will support 'Monitoring, Control and Surveillance (MCS) system strengthening' and 'marine protected area management.' PAD also acknowledges 'coastal security in context of maritime activities.' However, GIN-006 documents that JNIM rebels 'launched attacks deep inside Mali's government-held southwest, within 50 km of the Guinean border' in 2025, and that 'worsening of Mali's security environment could enable Islamist groups to launch cross-border raids into eastern Guinea.' Project's inland aquaculture hubs in Mamou and Faranah are in eastern Guinea and could be affected by spillover security threats."
GIN-001,Mass Dissolution of Political Parties Consolidates Authoritarian Rule,"Project implementation depends on sustained government commitment to water sector reforms and policy continuity. The dissolution of opposition parties and consolidation of authoritarian rule creates risk that sector reform priorities may shift or be deprioritized if political attention turns to consolidating power rather than service delivery. The PAD identifies 'risk of policy changes during project implementation' due to the transitional government context, and the current political trajectory suggests governance priorities may diverge from development sector agendas.",0.65,P179017,"PAD states: 'Guinea has a transitional government (CNRD) following September 2021 coup; unclear timeline for elections and return to civilian rule; risk of policy changes during project implementation.' The PAD's mitigation strategy relies on 'strengthened policy dialogue under World Bank Country Management Unit leadership' and 'regular dialogue with authorities to address departures from sector strategies,' but these mechanisms assume good-faith engagement with a government increasingly focused on political consolidation rather than sector reform."
GIN-002,Security Force Violence Against Protesters and Protest Ban Fuel Social Tension,"Project implementation in Greater Conakry—where security forces have killed at least 8 people including 3 children during 2024 protests—creates operational and safety risks for project staff, contractors, and beneficiaries. The PAD identifies Conakry as the primary project location with 2.6 million beneficiaries. Renewed protests and violent crackdowns could disrupt construction activities, prevent access to project sites, endanger workers, and undermine community engagement and stakeholder participation essential to project success. The tariff reform component may itself trigger community resistance and protests.",0.72,P179017,"PAD identifies Greater Conakry (Kaloum, Dixinn, Matam, Ratoma, Gbessia) as primary project location with 2,612,467 total beneficiaries. Component 1 includes 'Construction of Yessoulou IV water treatment plant' and '117.5 km pipelines, 9,370 household connections, 24 standposts' in these areas. PAD notes 'Stakeholder Engagement (substantial)' risk including 'potential community resistance to tariff increases' and identifies need for 'awareness campaigns by SEG on tariff reforms.' The project's tariff policy implementation (Component 2) could itself trigger protests in a context where security forces have responded to demonstrations with lethal force."
