country_risk_id,country_risk_title,connection_summary,confidence,PROJ_ID_IB,realized_risk_id,doc_type,title
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The federal-provincial political rift between the PML-N-led federal government and PTI-led KP provincial government directly impacts refugee administration capacity. Since refugee management involves both federal and provincial coordination, the documented accusations of political manipulation, withholding of financial allocations, and breakdown in security coordination extend to humanitarian and administrative functions. This center-periphery conflict undermines the institutional coherence needed to sustain refugee reforms.",0.82,P165542,22002ebe,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The project's institutional capacity deterioration reflects broader systemic governance fragility documented in Pakistan's poor rule of law indicators, patronage-based systems, and repeated failure of structural reforms. These institutional weaknesses directly undermine the capacity to implement and sustain refugee administration reforms, which require merit-based systems, transparent procedures, and institutional continuity—all compromised by systemic corruption and institutional fragility.",0.88,P165542,22002ebe,Implementation Status and Results Report,
PAK-005,Forced Displacement of Afghan Refugees and Non-Refoulement Violations,"The project's institutional capacity constraints are directly relevant to Pakistan's refugee management crisis. The documented mass deportations of 146,000+ Afghans in 2026, suspension of PoR renewals, and inadequate humanitarian protections reflect institutional failures in refugee administration. The project's deteriorating capacity to sustain refugee reforms is both a symptom of and contributor to these protection failures, as weak institutional capacity enables policy reversals and non-compliance with international standards.",0.9,P165542,22002ebe,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"Pakistan's precarious fiscal position and IMF program dependency constrain institutional capacity for refugee administration reforms. With interest-revenue ratios at 60 percent and repeated revenue collection shortfalls, the government lacks fiscal space to fund sustained institutional reforms. Economic instability and austerity measures directly reduce the resources and political priority available for refugee administration capacity building.",0.78,P165542,22002ebe,Implementation Status and Results Report,
PAK-005,Forced Displacement of Afghan Refugees and Non-Refoulement Violations,"Direct substantive connection. The realized project risk of sector-level policy instability in refugee protection directly reflects the volatile policy environment created by Pakistan's mass deportation of Afghan refugees (146,000+ in 2026, 1M+ in 2025), suspension of Proof of Registration renewals, and documented non-refoulement violations. These government actions fundamentally destabilize the institutional and legal framework for refugee protection that the project depends on to implement reforms.",0.95,P165542,605577fe,Implementation Status and Results Report,
PAK-006,Tirah Valley Mass Displacement Amid Counterterrorism Operations,Substantive connection through institutional fragility. The Tirah displacement crisis (80-95% of valley population displaced) and the documented federal-provincial governance breakdown over responsibility for the displacement operation directly undermine sector-level policy coherence. The political fracture between PTI-led KP and PML-N federal government constrains unified refugee/IDP protection policy implementation and institutional coordination essential for the project.,0.85,P165542,605577fe,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,Meaningful connection through governance fragmentation. The deepening center-periphery conflict between federal and KP provincial authorities directly destabilizes sector-level policy coherence. The KP government's allegations of economic strangulation and the documented breakdown in security coordination and humanitarian response capacity directly constrain the institutional stability required for implementing refugee protection reforms.,0.8,P165542,605577fe,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"Indirect but meaningful connection through institutional instability. The civil-military hybrid governance model, political deadlock (PTI withdrawal from negotiations), and suppression of dissent create an unpredictable policy environment where refugee protection frameworks can be rapidly shifted for political or security purposes, undermining the institutional predictability needed for sector reform implementation.",0.7,P165542,605577fe,Implementation Status and Results Report,
PAK-005,Forced Displacement of Afghan Refugees and Non-Refoulement Violations,"The project's delays in inter-ministerial coordination on refugee policy implementation directly undermine the institutional capacity needed to manage Pakistan's mass Afghan refugee deportations (146,000 in 2026 as of April, over 1 million in 2025). Weak coordination between ministries hampers the development and enforcement of protection standards, documentation procedures, and humanitarian safeguards required to prevent non-refoulement violations and address the documented life-threatening conditions in temporary camps.",0.85,P165542,04861f6a,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"Inter-ministerial coordination delays reflect the broader federal-provincial governance fracture documented in the Tirah displacement crisis, where federal and KP governments failed to coordinate on security operations and humanitarian response. Persistent delays in verifying organizational reviews suggest institutional dysfunction that extends across multiple policy domains, including refugee management, and compounds the center-periphery conflict undermining coordinated governance.",0.72,P165542,04861f6a,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The pending verification of the Organizational and Functional Review by October 2025 exemplifies the systemic institutional fragility and governance dysfunction documented as endemic to Pakistan's public administration. Delays in inter-ministerial coordination reflect the broader pattern of weak institutional capacity, patronage-based decision-making, and lack of merit-based coordination mechanisms that characterize Pakistan's governance crisis.",0.78,P165542,04861f6a,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The project's delays in administrative approvals and governance fragility directly reflect Pakistan's civil-military hybrid governance system where institutional decision-making is compromised by political contestation between the Shehbaz Sharif government and military establishment. The PTI's withdrawal from negotiations in early 2026 and political deadlock leave governance capacity weakened, affecting project operationalization timelines and administrative effectiveness across federal institutions.",0.85,P176594,5d8a7737,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"If the project operates in or depends on coordination with Khyber Pakhtunkhwa province, the deepening rift between the PTI-led provincial government and PML-N-led federal government directly undermines institutional capacity for project implementation. The documented political retribution through withholding of constitutional financial allocations and accusations of systematic economic strangulation create an environment of institutional dysfunction that delays administrative approvals and hampers coordinated implementation.",0.75,P176594,5d8a7737,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The project's implementation delays and downgraded rating reflect broader systemic institutional fragility documented in Pakistan's governance indicators. Patronage-based decision-making, merit-dilution in public institutions, and poor rule of law governance create structural barriers to timely administrative approvals and effective project operationalization, consistent with Pakistan's persistent lowest-quartile performance on political stability and rule of law metrics.",0.8,P176594,5d8a7737,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"The project's governance and implementation delays may be compounded by Pakistan's fragile fiscal position and IMF program constraints. Budget pressures, revenue collection shortfalls, and the 60 percent interest-revenue ratio limit institutional capacity for project staffing, procurement, and administrative functions. IMF conditionality and competing fiscal priorities may delay project-related budget allocations and approvals.",0.7,P176594,5d8a7737,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"The project's macroeconomic instability risk directly reflects Pakistan's broader fiscal fragility. Pakistan's economy is critically dependent on IMF support with only 3.2% projected GDP growth (barely above population growth), over 40% poverty, stalled structural reforms, and an interest-revenue ratio of 60% - one of the highest globally. This constrains government capacity to fund education service delivery in Punjab, as fiscal sustainability remains elusive and revenue collection repeatedly misses targets.",0.95,P176594,77e6ce0c,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The project's implementation capacity constraints are compounded by Pakistan's systemic institutional fragility. Weak governance indicators, civil-military hybrid governance structures, patronage-based systems, and repeated IMF programme failures to produce lasting structural reform create an environment where public institutions struggle to execute development programmes effectively, including education service delivery.",0.85,P176594,77e6ce0c,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"While the project is in Punjab, the federal-provincial political fracture undermines national governance coherence and resource allocation. The center-periphery conflict between the PTI-led KP government and PML-N-led federal government, including allegations of withholding constitutional financial allocations, reflects broader institutional dysfunction that affects federal capacity to support provincial education programmes across all provinces.",0.7,P176594,77e6ce0c,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The project's institutional capacity constraints and delays in establishing core implementation structures (Project Director appointment, PSC notification, staff recruitment) reflect broader governance fragility stemming from Pakistan's civil-military hybrid system. The political deadlock between the PTI and PML-N governments, combined with military dominance in decision-making, creates institutional uncertainty and delays in civilian administrative processes, including project implementation structures.",0.65,P176594,1ced6730,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"If the project operates in or depends on Khyber Pakhtunkhwa province, the deepening federal-provincial political rift between the PTI-led KP government and the PML-N-led federal government directly impacts institutional coordination and implementation capacity. The center-periphery conflict hampers governance coordination and administrative effectiveness, which could explain delays in establishing implementation structures and staff recruitment.",0.6,P176594,1ced6730,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The project's institutional capacity constraints and implementation delays are consistent with Pakistan's systemic governance fragility, characterized by weak rule of law, patronage-based personnel systems, and institutional structures that prioritize political loyalty over merit. These dynamics directly impede the timely appointment of qualified Project Directors, PSC notification, and staff recruitment based on competence.",0.7,P176594,1ced6730,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"Pakistan's fiscal constraints and IMF program compliance pressures may limit budget availability and personnel resources for project implementation. The government's focus on meeting IMF conditionalities and revenue collection targets could delay allocation of funds and staff for project structures, contributing to the observed delays in Project Director appointment and staff recruitment.",0.55,P176594,1ced6730,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The project's inability to achieve effectiveness due to pending Executive Committee approval reflects the broader governance fragility stemming from Pakistan's civil-military hybrid system. The political deadlock between the PTI and PML-N-led government, combined with military dominance over civilian institutions, creates institutional bottlenecks that delay decision-making on major economic initiatives. This mirrors the governance paralysis documented in early 2026 when PTI withdrew from negotiations, leaving critical policy and investment decisions unresolved.",0.75,P507512,ce19af07,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The project's governance delays may reflect the deepening center-periphery political fracture between the federal PML-N government and PTI-led provincial authorities. This institutional rift hampers coordination on major economic initiatives and development programming, as documented in the Tirah displacement crisis where federal-provincial blame-shifting prevented effective response. Such political fragmentation at the apex of decision-making directly impedes project approval processes requiring inter-governmental consensus.",0.7,P507512,ce19af07,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The persistent high political and governance risk rating, combined with delays in securing Executive Committee approval, reflects the systemic institutional fragility documented in Pakistan's governance indicators. The civil-military hybrid system, patronage-based decision-making, and erosion of merit-based institutional functioning create procedural bottlenecks and slow project approval cycles. This institutional weakness is a structural feature of Pakistan's governance landscape that directly affects project implementation timelines.",0.72,P507512,ce19af07,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"The project's governance delays may also reflect broader economic policy uncertainty and competing fiscal priorities. Pakistan's critical IMF program dependency, repeated downward growth revisions, and focus on fiscal consolidation create an environment where major new economic initiatives face scrutiny and delayed approval. The government's preoccupation with IMF compliance and revenue collection shortfalls may deprioritize project approvals requiring Executive Committee bandwidth and political capital.",0.65,P507512,ce19af07,Implementation Status and Results Report,
PAK-003,Balochistan Separatist Insurgency Escalation and Maritime Expansion,"The project's persistent High Political and Governance risk rating in Balochistan is directly connected to the BLA insurgency escalation. The BLA's coordinated attacks (Operation Herof 2), use of suicide bombers, maritime expansion, and direct threats to infrastructure create an unstable governance environment that undermines project implementation capacity, institutional coordination, and security of project assets and beneficiaries in the province.",0.95,P507512,9d689767,Implementation Status and Results Report,
PAK-008,BLA Maritime Threat and CPEC Security Deterioration,The project's governance risk in Balochistan is compounded by the BLA's demonstrated capability to attack critical infrastructure and the broader security deterioration affecting investment and development programming. The insurgency's expansion into maritime operations and targeting of economic assets signals a governance environment where state capacity to protect and implement development projects is severely compromised.,0.9,P507512,9d689767,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"While the project is in Balochistan, the federal-provincial governance fracture documented in KP reflects broader institutional fragility affecting Pakistan's ability to coordinate and implement development programs across provinces. This center-periphery conflict undermines inter-governmental cooperation mechanisms essential for project oversight, resource allocation, and policy implementation.",0.7,P507512,9d689767,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The project's persistent High Political and Governance risk rating reflects systemic institutional weaknesses documented in Pakistan's governance indicators. Corruption, patronage-based systems, and weak rule of law directly undermine project fiduciary controls, procurement integrity, and institutional capacity for effective implementation in fragile regions like Balochistan.",0.85,P507512,9d689767,Implementation Status and Results Report,
PAK-006,Tirah Valley Mass Displacement Amid Counterterrorism Operations,The governance risk rating reflects broader institutional fragility in managing security-induced displacement crises. The Tirah Valley displacement exposed political fractures and coordination failures between federal and provincial authorities that exemplify the governance challenges affecting project implementation capacity in conflict-affected regions.,0.65,P507512,9d689767,Implementation Status and Results Report,
PAK-006,Tirah Valley Mass Displacement Amid Counterterrorism Operations,"The persistent 'High Other Risk' rating may reflect unspecified FCV concerns related to the Tirah Valley displacement crisis (January 2026 onwards), which involved 11,000+ families displaced during military anti-TTP operations, compounded by federal-provincial governance fractures that hampered humanitarian coordination and response. If the project operates in or serves Khyber Pakhtunkhwa, displacement-driven population movements, service delivery disruptions, and political tensions between PTI-led KP and federal authorities could materially affect implementation.",0.65,P507512,89ed67d3,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The unspecified 'Other' risk may reflect governance-level implementation challenges stemming from the deepening center-periphery conflict between the federal PML-N government and PTI-led Khyber Pakhtunkhwa. The KP Chief Minister's allegations of systematic economic strangulation and withholding of constitutional allocations suggest potential delays in fund flows, coordination breakdowns, or political obstruction of project activities in the province.",0.62,P507512,89ed67d3,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The persistent High 'Other' risk rating may reflect underlying institutional fragility and corruption dynamics that impede project implementation. Pakistan's documented governance weaknesses—civil-military hybrid control, patronage-based systems, poor rule of law, and repeated IMF programme failures—create systemic barriers to effective project execution, financial accountability, and institutional capacity.",0.6,P507512,89ed67d3,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"The unspecified 'Other' risk may encompass macroeconomic implementation constraints. Pakistan's fragile fiscal position (3.2% growth, 40%+ poverty, 60% interest-revenue ratio), repeated IMF downgrade cycles, and stalled structural reforms create an unstable economic environment that could affect project financing, counterpart fund availability, currency stability, and cost escalation.",0.58,P507512,89ed67d3,Implementation Status and Results Report,
PAK-003,Balochistan Separatist Insurgency Escalation and Maritime Expansion,"The realized project risk of political and governance instability in Balochistan is directly substantiated by the BLA insurgency escalation documented in PAK-003. The BLA's Operation Herof 2 (January 2026) with 76+ coordinated attacks, unprecedented use of suicide bombers including women, and first maritime attack (April 2026) represent acute security and political fragmentation that directly undermines governance capacity and institutional stability in the province. This creates a hostile operating environment for project implementation, staff security, and community engagement.",0.95,P507717,c47ecdf1,Implementation Status and Results Report,
PAK-008,BLA Maritime Threat and CPEC Security Deterioration,"The governance instability risk is reinforced by PAK-008's documentation of BLA maritime expansion and the broader security deterioration affecting Balochistan's institutional capacity. The BLA's strategic escalation into maritime operations and attacks on infrastructure directly correlates with weakened state authority and governance fragility in the province, creating an environment where project implementation faces both direct security threats and institutional dysfunction.",0.9,P507717,c47ecdf1,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"While PAK-010 focuses on Khyber Pakhtunkhwa, the documented federal-provincial political fracture and governance dysfunction reflects a broader pattern of center-periphery conflict affecting Pakistan's provinces. This systemic governance fragmentation likely extends to Balochistan, where similar tensions between federal and provincial authorities could impair coordination, resource allocation, and institutional coherence necessary for project implementation.",0.65,P507717,c47ecdf1,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The persistent HIGH rating for political and governance instability in Balochistan aligns with PAK-011's documentation of systemic corruption and institutional fragility across Pakistan's governance structures. Weak rule of law, patronage-based systems, and institutional dysfunction documented at the national level directly undermine provincial governance capacity in Balochistan, creating structural barriers to effective project implementation.",0.85,P507717,c47ecdf1,Implementation Status and Results Report,
PAK-002,TTP Insurgency Surge and Record Terrorism Index Ranking,"The persistent HIGH 'Other' FCV risk category likely reflects the sustained threat from TTP insurgency operations. Pakistan's ranking as #1 on the Global Terrorism Index 2026 with 1,139 deaths in 2025 and a 76% surge in attacks in March 2026 represents a material implementation risk for any development project. The concentration of violence in Khyber Pakhtunkhwa and Balochistan directly affects project access, staff security, and operational continuity.",0.75,P507717,730166fe,Implementation Status and Results Report,
PAK-006,Tirah Valley Mass Displacement Amid Counterterrorism Operations,"The unresolved displacement crisis affecting 11,000+ families in Khyber district creates ongoing humanitarian and security volatility that constrains project implementation. As of March 2026, IDP registration remained incomplete, indicating persistent instability in the operational environment. This directly impacts project beneficiary access, community engagement, and staff deployment in affected areas.",0.7,P507717,730166fe,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The deepening center-periphery conflict between federal and KP provincial governments hampers security coordination and humanitarian response capacity. This governance fracture directly undermines project implementation by creating institutional coordination failures, delayed resource allocation, and competing political agendas that affect project delivery in Pakistan's most conflict-affected province.",0.72,P507717,730166fe,Implementation Status and Results Report,
PAK-003,Balochistan Separatist Insurgency Escalation and Maritime Expansion,"The BLA's escalating sophistication and geographic expansion (including the first maritime attack in April 2026) represents a broadening security threat. If the project has any presence or beneficiary populations in Balochistan, the insurgency's demonstrated capacity for coordinated multi-location attacks and use of female operatives creates unpredictable implementation risks.",0.65,P507717,730166fe,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"Pakistan's precarious fiscal position (3.2% growth barely above population growth, 40% poverty rate, 60% interest-revenue ratio) constrains government counterpart funding, institutional capacity, and the enabling environment for project implementation. IMF downgrade of growth forecasts in April 2026 signals deteriorating macroeconomic conditions that affect project sustainability and government commitment.",0.68,P507717,730166fe,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The project's persistent 'High' political and governance risk rating is directly connected to the documented federal-provincial fracture between the PTI-led KP provincial government and the PML-N-led federal government. The Tirah displacement crisis exposed systematic coordination failures and mutual accusations of political manipulation that would directly impair KWSC (Khyber Water and Sanitation Company) operations, which depend on functional provincial-federal cooperation for funding, regulatory oversight, and implementation authority. The KP Chief Minister's allegations of economic strangulation by the federal government and withholding of constitutional allocations directly threaten the fiscal sustainability and operational capacity of provincial water and sanitation infrastructure.",0.85,P164704,eb05a253,Implementation Status and Results Report,
PAK-006,Tirah Valley Mass Displacement Amid Counterterrorism Operations,"The Tirah Valley displacement crisis (January 2026) directly exemplifies the governance instability constraining project implementation. The crisis revealed sharp political fractures between provincial and federal authorities over responsibility for forced displacement, with both sides trading accusations. This institutional dysfunction—where security operations override coordination with development agencies and humanitarian response—creates the operational environment in which KWSC must function. The unresolved displacement as of March 2026 indicates ongoing governance paralysis that would impair water and sanitation service delivery to affected populations and disrupt project implementation timelines.",0.8,P164704,eb05a253,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The civil-military hybrid governance system and suppression of political opposition create structural governance fragility that undermines institutional capacity for project implementation. The imprisonment of Imran Khan, military trials of PTI workers, and PTI withdrawal from government negotiations in early 2026 have deepened political deadlock that leaves 'governance, economic recovery, and security challenges unresolved.' This political paralysis directly constrains the policy coherence, budget allocation, and administrative coordination necessary for sustained water and sanitation service delivery and project execution.",0.75,P164704,eb05a253,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The project's persistent 'High' political and governance risk rating reflects the systemic institutional fragility documented in PAK-011: Pakistan's governance indicators remain in the lowest quartile globally, with patronage systems prioritizing loyalty over merit and public institutions restructured for short-term political gains. These dynamics directly undermine the institutional capacity, financial discipline, and rule-of-law foundations necessary for effective KWSC operations and project implementation. The cycle of crisis, conditional lending, and recurring fiscal emergency creates an unstable fiscal environment for water utility operations.",0.78,P164704,eb05a253,Implementation Status and Results Report,
PAK-007,Fragile Economic Stabilization and IMF Program Compliance Risks,"The project's governance risk is compounded by Pakistan's fragile economic stabilization dependent on IMF conditionality. The IMF's downgraded growth forecasts (3.2-3.5 percent), high inflation projections (8.4 percent), and revenue collection shortfalls directly constrain the fiscal space for provincial water and sanitation investment. The interest-revenue ratio reaching 60 percent leaves minimal budgetary flexibility for KWSC operations and project implementation. Economic instability and IMF program compliance pressures create governance constraints on budget allocation and service delivery sustainability.",0.72,P164704,eb05a253,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,"The delayed reform implementation at KWSC (Khyber Pakhtunkhwa water utility) is plausibly connected to the deepening federal-provincial political fracture. The KP Chief Minister's allegations of systematic economic strangulation by the federal government and withholding of constitutionally mandated financial allocations directly undermine provincial institutional capacity. This center-periphery conflict hampers governance coordination and development programming in KP, creating structural obstacles to timely reform implementation at provincial utilities like KWSC.",0.75,P164704,20057b3f,Implementation Status and Results Report,
PAK-006,Tirah Valley Mass Displacement Amid Counterterrorism Operations,The Tirah displacement crisis (January 2026) and ongoing security operations in Khyber district directly impact KP provincial governance capacity and resource allocation. The political fracture between PTI-led KP and federal authorities over displacement responsibility diverts institutional attention and resources away from routine development and reform activities. This governance crisis in KP's most conflict-affected areas constrains the provincial administration's ability to prioritize water sector reforms.,0.7,P164704,20057b3f,Implementation Status and Results Report,
PAK-004,Military-Civilian Hybrid Governance and Suppression of Political Opposition,"The civil-military hybrid governance system and political deadlock (PTI withdrawal from negotiations in early 2026) create institutional uncertainty and constrain decision-making capacity across provincial administrations. This broader governance fragility affects institutional reform momentum at all levels, including provincial utilities. The suppression of political opposition and detention of PTI workers undermines the legitimacy and effectiveness of KP's PTI-led provincial government, reducing its capacity to drive institutional reforms.",0.65,P164704,20057b3f,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"Systemic corruption and institutional fragility at the governance level directly undermine reform implementation capacity. The acknowledged civil-military hybrid system, patronage-based institutional structures, and repeated failure of structural reforms create an environment where institutional reform activities—particularly those requiring merit-based decision-making and sustained commitment—face persistent obstacles. This systemic fragility is a root cause of delayed reform implementation at provincial utilities.",0.8,P164704,20057b3f,Implementation Status and Results Report,
PAK-010,Federal-Provincial Political Fracture and KP Governance Crisis,The project's institutional capacity challenges in delivering water and sewerage services to informal settlements in Khyber Pakhtunkhwa reflect the broader federal-provincial governance fracture. The KP provincial government's alleged systematic economic strangulation by federal authorities—including withheld financial allocations—directly constrains the institutional resources and coordination capacity needed for service delivery to vulnerable urban populations. The political rift between PTI-led KP and PML-N-led federal government hampers both funding flows and inter-agency coordination essential for infrastructure projects in conflict-affected provinces.,0.72,P164704,6b0a14e1,Implementation Status and Results Report,
PAK-011,Systemic Corruption and Institutional Fragility Undermining Governance,"The lagging implementation progress (29% completion at Essa Nagri) is consistent with Pakistan's documented institutional fragility, poor governance indicators, and systemic corruption that deter effective public service delivery. The World Bank's assessment of Pakistan's governance in the lowest quartile globally, combined with patronage-based institutional structures and repeated failure of structural reforms, directly manifests in the inability of KWSC to execute water and sewerage infrastructure projects efficiently. This reflects the broader pattern of institutional dysfunction undermining service delivery capacity.",0.68,P164704,6b0a14e1,Implementation Status and Results Report,
PAK-006,Tirah Valley Mass Displacement Amid Counterterrorism Operations,"The project targets informal settlements in a province experiencing acute displacement crises and security operations. The Tirah Valley displacement of over 11,000 families and ongoing counterterrorism operations in Khyber Pakhtunkhwa create an unstable operating environment that directly affects institutional capacity to plan, coordinate, and implement service delivery projects. Displacement-driven population movements and security-related disruptions to normal governance functions compound the institutional challenges reflected in the project's implementation lag.",0.55,P164704,6b0a14e1,Implementation Status and Results Report,
