risk_title,risk_summary,severity,direction,evidence_quote,realized_risk_id,PROJ_ID_IB,doc_type,doc_date
Delays in Institutional Capacity and Reform Implementation,"Institutional capacity constraints are limiting the pace of key reforms needed for the project, with only 25% disbursement rate and multiple regulatory frameworks still in draft stages, suggesting governance fragility in implementing agencies.",high,persistent,The Project has to confirm implementation acceleration (currently 25% disbursement rate) supported by technical assistance recruited to support the ongoing reforms to address key challenges including the development of the Simandou Iron ore mine.,511d3ef4,P168613,Implementation Status and Results Report,2025-05-31T06:56:02.000Z
Stakeholder Engagement and Transparency Challenges in Mining Sector,Weak institutionalization of citizen consultation mechanisms and stakeholder engagement in mining governance indicates tensions between government development priorities and community participation requirements.,medium,persistent,Channels institutionalized for citizens to provide input on planning and execution of infrastructure projects (Yes/No) [Status] No [Current Date] 08-Oct-2024,071f5e1c,P168613,Implementation Status and Results Report,2025-05-31T06:56:02.000Z
Governance Fragility in Environmental and Social Monitoring,"Weak institutional capacity for environmental and social monitoring of mining operations, with limited citizen involvement in oversight committees, reflects governance gaps that could undermine project objectives.",medium,persistent,Annual environmental monitoring inspections of large infrastructure projects undertaken with citizen consultation (Number) [Actual Current] 37.00 [Date] 31-Dec-2023 [Target] 12.00 Dec/2026,72210c80,P168613,Implementation Status and Results Report,2025-05-31T06:56:02.000Z
Political and Governance Instability Affecting Fund Transfers,"Treasury approval delays for FNDL transfers indicate governance fragility impacting project implementation. A critical 45% of allocated funds (199 billion GNF) remain pending approval from the Directorate of Treasury and Public Accounting, blocking commune-level service delivery.",high,persistent,"An amount of 199,093,037,257 GNF (45% of the allocation) is currently being processed by the treasury for transfer to the ANAFIC.",e686ef4f,P177095,Implementation Status and Results Report,2025-05-29T12:15:42.000Z
Cumulative Governance Disruption from 2022 Commune Account Freeze,"The 2022 suspension of commune accounts created cascading delays in local planning cycles and budget execution. Communes remain unable to execute current allocations due to unresolved prior-year account issues, indicating persistent governance fragility affecting decentralization.",high,persistent,"communes are still executing their 2023 FNDL allocations due to the 2022 freeze of communal accounts, which disrupted the timeline for subsequent planning cycles.",faac3bef,P177095,Implementation Status and Results Report,2025-05-29T12:15:42.000Z
Capacity Gaps in Public Accountant Deployment Blocking PFM Implementation,Protracted delays in deploying 120 public accountants to communes outside Conakry indicate governance capacity constraints. This is a precondition for commune-level PFM support and directly affects accountability mechanisms for local development resources.,high,worsening,"The deployment of public accountants (PBC 3) is suffering from protracted delays. For the project's support to commune-level PFM to obtain optimal results, it requires as a precondition the nomination and deployment of 120 public accountants to communes outside of Conakry. This is the 2024 target for PBC 3, due by December 31.",29ef61bf,P177095,Implementation Status and Results Report,2025-05-29T12:15:42.000Z
Governance Capacity Constraints in Strategic Oversight Structures,"Strategic and technical governance committees for digitalization of communal PFM systems have not been formally established, indicating institutional fragility in coordinating development activities at national level.",medium,persistent,The activity's strategic and technical governance structures (Comité d'Orientation Stratégique et Comité Directeur) have yet to be formally established.,f848befd,P177095,Implementation Status and Results Report,2025-05-29T12:15:42.000Z
Political and Governance Constraints on Project Authority Functions,"The general director of FGPE cannot execute official documents without 'agrément' (approval) from BCRG (central bank), creating a governance bottleneck that impedes project implementation and decision-making authority.",medium,persistent,"the general director does not still have have the ""agrément"" from BCRG, and without such agrément he cannot sign official documents",63f5cc1c,P164184,Implementation Status and Results Report,2025-02-20T00:00:06.000Z
Government Agency Pause on Critical Infrastructure Due to Site Concerns,"The Ministry of Agriculture (MAGEL) has paused construction of the food safety laboratory and requested Bank reassessment of the selected site, citing concerns about functionality. This suggests potential governance or political sensitivities around infrastructure placement that could delay or derail implementation.",medium,new,the MAGEL decided to pause this activity and solicit the assistance of the Bank for a reassessment of the site selected. The MAGEL is concerned that an alternative may be required to ensure full functionality of the laboratory,9c8fcaa9,P164184,Implementation Status and Results Report,2025-02-20T00:00:06.000Z
Delays in UN Agency Implementation of Value Chain Activities,"Implementation of activities by United Nations Agencies (PAM and FAO) supporting rice, fruit, and livestock value chains is delayed, particularly those attributed to FAO. This suggests potential coordination or governance friction between international partners and government counterparts.",medium,persistent,"The execution of the activities by the United Nations Agencies (PAM et FAO) to support the rice, fruit and livestock value chains is delayed, particularly those attributed to FAO",3cf83acf,P164184,Implementation Status and Results Report,2025-02-20T00:00:06.000Z
Government Account Freezes Disrupting Local Development Planning and Execution,"Freezing of local government accounts in 2022 continues to cascade delays in annual investment plan (PAI) elaboration and FNDL fund execution cycles, affecting project implementation timelines and local service delivery.",high,persistent,"le gel des comptes des communes en 2022, qui continue d'impacter le calendrier de planification et d'exécution des Plans Annuels d'Investissement (PAI)",268497f6,P177095,Aide Memoire,2025-01-22T11:15:03.000Z
Government Dissolution Creating Bureaucratic Delays in Fund Transfers,"Dissolution of government in February 2024 caused bureaucratic delays affecting FNDL fund replenishment and project implementation, with cascading effects on local investment execution.",high,persistent,"la dissolution du gouvernement en février 2024, qui a entraîné des retards bureaucratiques affectant le réapprovisionnement du FNDL",15d23d65,P177095,Aide Memoire,2025-01-22T11:15:03.000Z
Municipal Council Dissolution Disrupting Local Governance Structures,"Dissolution of municipal councils in March 2024 has disrupted local governance structures and decision-making processes, requiring reconstitution of community engagement committees and affecting project implementation.",high,persistent,la dissolution des conseils municipaux en mars 2024,7dd7cbc8,P177095,Aide Memoire,2025-01-22T11:15:03.000Z
Suspension of Local Public Service Reform Affecting Institutional Capacity,"Suspension of local public service reform initiated in 2023, including recruitment of Local Development Planning Service Chiefs (CSPDL), has created institutional gaps and required temporary workarounds that may not be sustainable.",medium,persistent,la suspension d'une réforme des services publics locaux initiée en 2023,ed2ad435,P177095,Aide Memoire,2025-01-22T11:15:03.000Z
Suspension of CSPDL Recruitment Requiring Temporary Staffing Solutions,"Recruitment of Chief Local Development Planning Officers (CSPDL) suspended since April 2024, forcing ANAFIC to implement temporary solution with 362 Community Technical Agents (ATEC) and 9,939 Community Animators, which may not provide adequate institutional sustainability.",medium,persistent,"Le recrutement des Chef de Service de Planification du Développement Local (CSPDL), prévu dans le cadre de la réforme de la fonction publique locale, est suspendu depuis avril 2024",f0b70974,P177095,Aide Memoire,2025-01-22T11:15:03.000Z
Conflict Risk Management System Operational in Limited Geographic Coverage,"Early Warning and Response System (SAPR) operational in only 169 of 337 communes, leaving significant geographic gaps in conflict prevention and response capacity despite 3,969 alerts identified and treated.",medium,unclear,A date le SAPR est opérationnel dans 169 CL,d2270d4e,P177095,Aide Memoire,2025-01-22T11:15:03.000Z
Delayed Deployment of Municipal Treasurers Affecting Financial Governance,"Nomination of 120 municipal treasurers (receveurs municipaux) delayed from August 2024 to December 2024, with only 13 appointed in Conakry without full credentials, undermining local financial management capacity and project implementation.",medium,persistent,Seuls 13 receveurs municipaux sont nommés mais sans caution et sans prestation de serment...Un retard certain est constaté,287ee124,P177095,Aide Memoire,2025-01-22T11:15:03.000Z
Institutional Governance Gaps in Digitalization Project Management,"Strategic Orientation Committee (COS), Steering Committee (CODIR), and project team for financial digitalization not yet installed as of October 2024, creating governance vacuum that previously contributed to SIM_BA implementation failure in PAGL 1.",medium,persistent,"des arrêtés ministériels, en préparation, sont nécessaires pour la constitution du COS et du CODIR...Un retard est donc constaté",297372d1,P177095,Aide Memoire,2025-01-22T11:15:03.000Z
Asset Security Breaches at Project Level,Theft of laptop computers at national project office indicates asset security vulnerabilities and potential governance weaknesses in project management.,low,unclear,des vols d'ordinateurs portables au niveau du bureau national,b66bfc02,P177095,Aide Memoire,2025-01-22T11:15:03.000Z
Institutional Coordination Challenges Affecting Project Implementation,"The project's interministerial coordination structure has not adequately responded to the combined needs of two ministries and multiple executing agencies, resulting in non-implementation of activities previously identified as crucial. This coordination weakness is impacting overall project execution efficiency.",high,persistent,La coordination telle que structurée n'a pas pu répondre aux besoins combinés des deux ministères et multiples agences d'exécutions démontré par la non mise en œuvre d'activités qui avaient été considérées comme étant cruciales au cours des missions précédentes d'appui à la mise en œuvre.,779b9113,P168613,Aide Memoire,2025-01-15T09:10:03.000Z
Slow Procurement Processes Delaying Critical Project Activities,"Despite improvements, procurement processes remain slow, with key technical assistance markets and geoscience works still in procurement phases. This is directly impacting the project's low disbursement rate (23.83%) and delaying implementation of strategic activities.",high,persistent,"les processus de passation des marchés restent lents malgré un engagement des départements ministériels... plusieurs activités clé sont en retard et restent encore en phase de passation des marchés. Il s'agit notamment : (i) des travaux de géoscience (levés géochimique, géophysique et cartographie) ; (ii) la mise en place d'un système d'information géologique et minière ; (iii) la mise en place d'un réseau de surveillance séismique",b1371e26,P168613,Aide Memoire,2025-01-15T09:10:03.000Z
Capacity Constraints in Environmental and Social Safeguards Implementation,"Multiple environmental and social safeguard measures face implementation delays due to insufficient institutional capacity, including incomplete screening of infrastructure sites, unfinalized resettlement procedures, and gaps in environmental compliance monitoring systems.",high,persistent,"plusieurs mesures ne puissent être mises en œuvre, les activités y relatives n'étant pas encore entamées... plusieurs actions prioritaires doivent être menées pour opérationnaliser le système de gestion E&S avec (i) la formalisation du Conseil d'Administration de l'AGEE ; (ii) la formalisation des liens entre la commission nationale d'indemnisation et le Comité technique d'analyse et d'évaluation environnementale (CTAE)",66f33504,P168613,Aide Memoire,2025-01-15T09:10:03.000Z
Institutional Capacity Gaps in Protected Areas Management,"The OGPNRF faces significant operational challenges including lack of Board formalization, incomplete infrastructure, insufficient field presence, and gaps in sustainable financing mechanisms needed to operationalize protected areas management effectively.",high,persistent,plusieurs actions prioritaires doivent être menés pour opérationnaliser pleinement la gestion des AP avec (i) la mise en place du Conseil d'Administration de l'OGPNRF ; (ii) la construction du siège de l'OGPNRF ; (iii) les constructions sur le terrain pour les conservateurs de la nature dans les aires protégées,9e7a38cd,P168613,Aide Memoire,2025-01-15T09:10:03.000Z
Inadequate Financing Mechanisms for Environmental Management Agency Operations,"The AGEE lacks sustainable financing mechanisms to ensure frequency and independence of its monitoring missions, which are critical for environmental compliance in the context of the Simandou mining project development.",high,persistent,"la mise en place d'un mécanisme de financement durable de l'AGEE permettant d'assurer la fréquence et l'indépendance de ses missions, requises notamment dans le cadre du développement du projet minier de Simandou",a9cf7d09,P168613,Aide Memoire,2025-01-15T09:10:03.000Z
Resettlement and Compensation Framework Not Yet Operationalized,"The national resettlement and compensation referential for populations impacted by public and private projects has not been formally adopted, and procedures for implementing Resettlement Action Plans (PAR) remain unclear, creating risks for communities affected by mining and infrastructure projects.",high,persistent,"l'opérationnalisation des modalités d'élaboration, de validation et de mise en œuvre des Plans d'Action de Réinstallation (PAR) et la clarification des procédures d'évaluation environnementale des projets de catégorie C pour éviter les conflits d'intérêts",e6b8152c,P168613,Aide Memoire,2025-01-15T09:10:03.000Z
Governance Risks in Environmental Compliance Oversight,"Potential conflicts of interest exist in environmental evaluation procedures for Category C projects, and the relationship between the national compensation commission and the environmental evaluation committee requires formalization to ensure independent oversight.",medium,persistent,la clarification des procédures d'évaluation environnementale des projets de catégorie C pour éviter les conflits d'intérêts ; (et viii) le renforcement des capacités de prise en charge des impacts sociaux,fe0e48b2,P168613,Aide Memoire,2025-01-15T09:10:03.000Z
Insufficient Capacity for Social Impact Management,"Gaps exist in institutional capacity to address social impacts as required by regulatory frameworks, with needs assessments for human resources to effectively manage social impacts not yet completed.",medium,persistent,"le renforcement des capacités de prise en charge des impacts sociaux, l'évaluation des besoins en ressources humaines pour une prise en charge effective des impacts sociaux, tel que prévu par le cadre règlementaire (arrêté 1595)",be5ac5d1,P168613,Aide Memoire,2025-01-15T09:10:03.000Z
Delays in Protected Areas Network Reform Implementation,"The revision of Guinea's protected areas network, critical for biodiversity commitments and climate action, faces implementation delays with the Strategic Environmental and Social Assessment (ESES) and consultation processes not yet completed as scheduled.",medium,persistent,"la feuille de route pour la révision du réseau d'aires protégées doit être mise en œuvre avec (vi) la réalisation de l'ESES, de la révision du réseau d'AP d'ici juin 2025 ; et (vii) l'organisation de la série d'ateliers nationaux et locaux de consultations et de zonage du nouveau réseau d'AP",23597a32,P168613,Aide Memoire,2025-01-15T09:10:03.000Z
Institutional Capacity Constraints in Mining Revenue Collection,"Diagnostic work on opportunities and risks related to revenue collection from the Simandou mining project is ongoing, but institutional capacity to effectively collect and manage mining revenues remains uncertain, with coordination among customs, tax, and central bank authorities still being assessed.",medium,unclear,"le processus d'optimisation de la collecte des revenus du projet Simandou avec l'initiation du diagnostic relatifs aux opportunités et risques liés à cette collecte engagée avec des consultations initiales réalisées par des experts auprès des principales parties prenantes (douane, impôts, Banque centrale, BQQ, LNG et BSD)",8ca0a4be,P168613,Aide Memoire,2025-01-15T09:10:03.000Z
Government Transition Disrupting Project Implementation,"A change of government has caused delays in launching key project activities, with municipal councils replaced by special delegations, disrupting the institutional arrangements needed for local governance support.",high,persistent,"The launch of key activities in this first year of implementation suffered delays resulting from a change of government, the replacement of municipal councils by special delegations and the slow implementation of a reform of local administration.",c35500c7,P177095,Implementation Status and Results Report,2024-11-15T17:25:10.000Z
Institutional Fragility in Local Administration Reform,"Slow implementation of local administration reform is impeding project progress, indicating governance capacity constraints and institutional instability at the local level that affect project execution.",high,persistent,"The launch of key activities in this first year of implementation suffered delays resulting from a change of government, the replacement of municipal councils by special delegations and the slow implementation of a reform of local administration.",ae16971a,P177095,Implementation Status and Results Report,2024-11-15T17:25:10.000Z
Political Instability Affecting Overall Risk Rating,"Political and governance risks remain rated as 'Substantial' in the current assessment, reflecting ongoing fragility in the political environment that could affect project sustainability and implementation.",high,persistent,Political and Governance [Risk Rating] High [at Approval] High [Last Approved Rating] Substantial [Proposed Rating],0beac0b5,P177095,Implementation Status and Results Report,2024-11-15T17:25:10.000Z
Political instability affecting project implementation capacity,"Project implementation has been disrupted by political events in Guinea, causing delays in critical activities such as environmental and social impact assessments for protected areas.",medium,persistent,Evaluation des impacts des activités de gestion des aires protégées : EIES relatives aux interventions dans les aires protégées ciblées a été engagée au cours de la phase de préparation mais sa réalisation a été mise en pause du fait des événements politiques.,538089e8,P168613,Aide Memoire,2023-07-06T00:00:00.000Z
Governance fragility in mining sector oversight,"The mining sector shows weak institutional capacity for environmental and social governance, with less than 20% of measures in the E&S governance framework for mining being implemented, indicating significant governance gaps.",high,persistent,Les premières conclusions ont-été présentées au cours de la mission montrant un faible niveau de mise en œuvre des activités prévues dans le Cadre directeur pour une gouvernance E&S dans le secteur minier (moins de 20% des mesures prévues auraient été engagées) ce qui implique des manquements importants dans la gestion E&S du secteur minier,e33431e2,P168613,Aide Memoire,2023-07-06T00:00:00.000Z
Tension between government and development actors on mining regulation,"Divergences exist between the Ministry of Mines and the Ministry of Infrastructure regarding control missions for mining infrastructure (rail and port), preventing effective oversight of mining operations.",medium,persistent,Les missions de contrôle des infrastructures ferroviaires et portuaires n'ont pas pu se faire en raison des divergences avec l'ANAIM. La mission a recommandé l'organisation de rencontres entre les deux départements pour rapprocher les points de vue et faciliter le déroulement des missions.,ea8aa7b3,P168613,Aide Memoire,2023-07-06T00:00:00.000Z
Weak institutional coordination affecting project execution,"Institutional coordination between project management units and executing agencies is insufficient, with weak collaboration between UGP and AGEE hampering implementation of environmental and social safeguard activities.",medium,persistent,les processus de collaboration entre UGP et agences d'exécutions doivent être renforcés notamment pour le rapportage E&S mais également pour l'appui au suivi et à la mise en œuvre de certaines activités clés du Projet,bd6531f2,P168613,Aide Memoire,2023-07-06T00:00:00.000Z
Artisanal mining expansion creating governance challenges,"Artisanal gold mining has expanded significantly (63 tonnes in 2022 vs 21 tonnes industrial production) with environmental and social consequences, and artisans are encroaching on mining concessions, requiring government oversight and control.",medium,worsening,"Les exportations d'or artisanal en Guinée ont connu une augmentation considérable atteignant 63 tonnes en 2022, contre 21 tonnes pour la production industrielle... Cette exploitation qui constitue un moyen de subsistance pour des centaines de milliers de guinéens a des conséquences néfastes sur l'environnement et le milieu social. A cela s'ajoute l'envahissement des concessions minières par les artisans qui doit être suivi et encadré par les autorités.",6abcff70,P168613,Aide Memoire,2023-07-06T00:00:00.000Z
Institutional capacity gaps in environmental agency operations,"The Guinean Environmental Assessment Agency (AGEE) lacks sufficient operational capacity and financial management resources to effectively implement environmental and social safeguard programs, limiting project implementation.",medium,persistent,"les dispositifs institutionnels de gestion Environnementale & Sociale (E&S), financier et de Passation des marchés (PM) du Projet sont en place au sein de l'UGP et avec les administrations, ils ne sont pas suffisamment robustes pour répondre aux exigences du Projet et doivent être renforcés et adaptés",ba969b29,P168613,Aide Memoire,2023-07-06T00:00:00.000Z
