country_risk_id,country_risk_title,connection_summary,confidence,PROJ_ID_IB,realized_risk_id,doc_type
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"Weak anti-corruption accountability and limited public scrutiny of state finances create an environment where fiscal mismanagement and opaque financial flows persist. This erodes macroeconomic discipline and undermines confidence in the financial sector, compounding the fragility that the project identifies as a foundational risk to financial inclusion outcomes.",0.55,P177947,7d841f19,Implementation Status and Results Report
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"The withdrawal of an implementing partner from an education project may reflect the constrained civic space in Sierra Leone, where civil society organizations face pressure to align with government interests or risk being sidelined. NGOs and implementing partners operating in politically sensitive areas such as out-of-school children's education may face incentive structures or political pressures that make sustained engagement difficult, particularly if their work intersects with communities or populations perceived as politically inconvenient.",0.3,P167897,27ba4c98,Implementation Status and Results Report
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"Patronage dynamics and the use of public institutions as vehicles for political interests can create an unstable operating environment for implementing partners, particularly in the education sector where government counterpart cooperation is essential. If the partner's withdrawal relates to difficulties navigating politically driven bureaucratic or contractual processes, this would reflect the broader institutional fragility stemming from executive overreach.",0.25,P167897,27ba4c98,Implementation Status and Results Report
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The sustained moderate political and governance risk in project implementation directly reflects the broader pattern of executive dominance over public institutions and patronage-driven appointments. Education sector management is particularly vulnerable to these dynamics, as ministerial and administrative positions are subject to political interference, undermining consistent and merit-based project oversight.",0.82,P167897,9f88b563,Implementation Status and Results Report
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,The persistent governance risk flagged in project implementation is consistent with the weak accountability environment described in this country risk. Limited transparency in public institutions and the co-optation of civil society reduce the checks that would otherwise support sound education sector management and fiduciary oversight.,0.74,P167897,9f88b563,Implementation Status and Results Report
SLE-001,Deep Ethnic and Political Divisions Threatening National Cohesion,"Post-election political tensions and the fragile national unity agreement create an unstable operating environment for government-led programs. Education sector implementation can be affected by politically motivated disruptions to staffing, resource allocation, and inter-ministerial coordination, contributing to the sustained governance risk observed.",0.55,P167897,9f88b563,Implementation Status and Results Report
SLE-004,Political Violence Including State Security Force Abuses and Election-Related Violence,"The broader pattern of political violence and weak rule-of-law norms documented in SLE-004 — including security force abuses and restricted civic space — reflects an institutional environment where protection mechanisms for vulnerable populations, including girls in schools, are structurally weakened. Normalization of violence and impunity at the political level can permeate social institutions, creating permissive conditions for SRGBV.",0.45,P167897,d593dc21,Implementation Status and Results Report
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"The erosion of civil society space and accountability mechanisms documented in SLE-003 limits the effectiveness of community-based GBV reporting and advocacy. When civil society organizations face co-optation or suppression, their capacity to support survivors, hold schools accountable, and sustain GBV prevention programming is directly undermined.",0.4,P167897,d593dc21,Implementation Status and Results Report
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The persistent high political and governance risk rating directly reflects the structural governance fragility described in SLE-002. Executive dominance over state institutions, patronage networks, and weakened checks and balances create an operating environment where project implementation faces sustained institutional unpredictability and accountability deficits.",0.88,P503960,e3b1cf6d,Implementation Status and Results Report
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"The high governance risk rating is substantively connected to the erosion of anti-corruption accountability and civic space documented in SLE-003. Confidential asset declarations, co-optation of civil society, and limited public scrutiny of state conduct compound fiduciary and oversight risks that would directly affect project implementation quality and transparency.",0.82,P503960,e3b1cf6d,Implementation Status and Results Report
SLE-001,Deep Ethnic and Political Divisions Threatening National Cohesion,"The enduring high political risk rating is consistent with the unresolved ethnic and political fault lines exposed by the 2023 elections. The fragility of the 2024 national unity agreement means that political instability remains a live implementation risk, potentially disrupting government counterpart engagement and policy continuity.",0.72,P503960,e3b1cf6d,Implementation Status and Results Report
SLE-007,Treason Charges Against Former President Signaling Politically Motivated Prosecutions,The politicized use of the justice system and heightened government-opposition tensions reflected in SLE-007 contribute to the broader political risk environment captured in the project's persistent high rating. Such episodes signal institutional fragility and unpredictability in the rule-of-law environment that frames project governance conditions.,0.65,P503960,e3b1cf6d,Implementation Status and Results Report
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The persistent Substantial political and governance risk rating directly reflects the operating environment shaped by executive concentration of power, patronage-driven public institutions, and weakened checks and balances. These structural governance deficits create an unpredictable institutional environment that constrains project implementation, particularly where government counterpart capacity and accountability are required.",0.88,P177077,5ed7b555,Implementation Status and Results Report
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,The erosion of anti-corruption accountability and the co-optation of civil society reduce the oversight mechanisms that World Bank projects rely on for fiduciary integrity and stakeholder engagement. A governance environment where accountability institutions are weakened directly sustains elevated political and governance risk ratings over time.,0.8,P177077,5ed7b555,Implementation Status and Results Report
SLE-001,Deep Ethnic and Political Divisions Threatening National Cohesion,"The contested 2023 elections and the fragile 2024 national unity agreement reflect underlying political instability that contributes to an uncertain governance environment. This political volatility can disrupt government counterpart engagement, affect policy continuity, and sustain elevated governance risk for project implementation.",0.7,P177077,5ed7b555,Implementation Status and Results Report
SLE-007,Treason Charges Against Former President Signaling Politically Motivated Prosecutions,"The politicized use of the justice system and heightened tensions between government and opposition reinforce the broader governance fragility context. Such episodes signal institutional unreliability and political interference in state functions, which are consistent with a persistently Substantial governance risk rating for project operations.",0.65,P177077,5ed7b555,Implementation Status and Results Report
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The land dispute required ministerial-level intervention from three ministries (Energy, Lands, Agriculture), reflecting weak institutional capacity to resolve land rights disputes through routine administrative channels. This is consistent with a governance environment where public institutions function through patronage and centralized executive control rather than transparent, rules-based processes. The fact that land conveyance documentation was submitted to the Bank yet claimants emerged only after clearing began may also reflect how land transactions are managed opaquely within a patronage-driven system.",0.52,P171059,08a06396,Aide Memoire
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"The absence of land claims during extensive pre-project stakeholder consultations, followed by their emergence only after construction began, is consistent with a civic environment where affected communities may feel unable or unwilling to raise grievances through official channels until a concrete trigger occurs. Weak accountability mechanisms and limited civic space can suppress early community voice, leading to disputes surfacing at more disruptive project stages.",0.42,P171059,08a06396,Aide Memoire
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The pilfering and diversion of public fuel resources in rural energy infrastructure is consistent with the broader patronage dynamics described under SLE-002, where public institutions and resources are captured for private or political benefit. Weak oversight and accountability in peripheral service delivery contexts are a direct downstream consequence of the institutional fragility and patronage networks that characterize governance in Sierra Leone.",0.72,P171059,70da72b8,Aide Memoire
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,Fuel diversion from public generators represents a form of petty-to-mid-level corruption that thrives in environments where anti-corruption accountability mechanisms are weak and civil society oversight is suppressed. The confidentiality of asset declarations and the co-optation of watchdog institutions described in SLE-003 reduce the likelihood that such resource misappropriation in rural areas would be detected or sanctioned.,0.65,P171059,70da72b8,Aide Memoire
SLE-004,Political Violence Including State Security Force Abuses and Election-Related Violence,"The systemic vulnerabilities in Sierra Leone's security environment — including communal violence, riots, and political competition-linked violence — create conditions in which public infrastructure in remote areas is exposed to opportunistic theft and intentional damage. The weak rule-of-law environment and limited security force reliability in peripheral areas directly underpin the project's physical security risk.",0.62,P171059,a5d332fc,Aide Memoire
SLE-006,Spillover Risk from Sahel Terrorism and Expanding Militant Networks in Coastal West Africa,"The expansion of transnational criminal and militant networks into coastal West Africa, including Sierra Leone, contributes to a broader insecurity environment in remote and border-adjacent areas. This could elevate risks of asset theft or sabotage of solar infrastructure in less-governed spaces, though the direct link to this specific project risk remains indirect.",0.35,P171059,a5d332fc,Aide Memoire
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The land dispute requiring escalation to ministerial level across three ministries reflects the weak institutional capacity of lower-level land administration bodies to resolve competing claims independently. This is consistent with a governance environment where state institutions function through patronage and centralized executive control rather than through transparent, rules-based administrative processes. The inability of routine land administration mechanisms to resolve the Newton contestation without ministerial intervention points to the same institutional fragility described in this risk.",0.55,P171059,e2d31a31,Aide Memoire
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"The persistence of unresolved land contestations and the need for grievance logging suggests that affected households lack effective, independent channels to assert land rights against state-designated project sites. In an environment where civil society is co-opted or suppressed and accountability mechanisms are weak, community-level land grievances are less likely to be resolved transparently and efficiently, contributing to the protracted nature of this dispute.",0.45,P171059,e2d31a31,Aide Memoire
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The persistent Substantial governance risk rating directly reflects the structural governance fragility described in SLE-002. Executive concentration of power, patronage-driven public institutions, and weak checks and balances create an operating environment where project implementation faces ongoing institutional unpredictability and reduced accountability mechanisms.",0.88,P171059,158e8952,Implementation Status and Results Report
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"The sustained governance risk rating is consistent with the erosion of anti-corruption accountability and civic space documented in SLE-003. Confidential asset declarations, co-optation of civil society, and limited public scrutiny of state conduct directly undermine the fiduciary and oversight environment that World Bank projects depend on for effective implementation.",0.82,P171059,158e8952,Implementation Status and Results Report
SLE-001,Deep Ethnic and Political Divisions Threatening National Cohesion,"The political dimension of the persistent Substantial risk rating connects to the unresolved ethnic and political fault lines exposed by the 2023 elections. Political polarization can disrupt government counterpart engagement, delay decision-making, and create implementation bottlenecks, particularly in projects requiring cross-party or multi-stakeholder cooperation.",0.65,P171059,158e8952,Implementation Status and Results Report
SLE-007,Treason Charges Against Former President Signaling Politically Motivated Prosecutions,"The politicized use of the justice system and heightened government-opposition tensions documented in SLE-007 contribute to the broader political risk environment captured in the project's persistent Substantial rating. Institutional unpredictability stemming from politically motivated prosecutions signals weak rule of law, which compounds governance fragility affecting project implementation.",0.6,P171059,158e8952,Implementation Status and Results Report
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The unresolved misappropriation of project funds by Sierra Akker, and the government's reliance on informal executive channels (MoF requesting reports, exploring bank account freezing via the Bank of Sierra Leone's collateral register) rather than standard legal or judicial enforcement mechanisms, reflects the broader pattern of weak institutional checks and patronage-driven governance. The difficulty in recovering public funds from a private company points to the same institutional fragility—where state institutions lack autonomous enforcement capacity and accountability mechanisms are compromised by political dynamics.",0.65,P153437,76a50936,Aide Memoire
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"The failure to recover a $141,000 grant advance and the slow, opaque process of pursuing accountability against Sierra Akker is consistent with the documented erosion of anti-corruption enforcement in Sierra Leone. The Anti-Corruption Commission's limited public accountability role and the broader culture of impunity for financial misconduct create an enabling environment in which misappropriation of project funds goes unresolved for extended periods, directly undermining fiduciary integrity.",0.7,P153437,76a50936,Aide Memoire
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The delays in processing counterpart funds reflect weak budget execution capacity within public institutions, consistent with the broader pattern of patronage-driven governance and institutional dysfunction described in SLE-002. When public institutions are instrumentalized for political purposes rather than functional service delivery, routine fiscal processes such as counterpart fund disbursement become vulnerable to bureaucratic dysfunction and prioritization failures.",0.62,P153437,c1c67695,Aide Memoire
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"Counterpart funding delays in a development project context can reflect the same weak accountability and opaque public financial management environment described in SLE-003. Where anti-corruption oversight is limited and asset declarations are kept confidential, budget execution irregularities and financing gaps are more likely to persist without correction, as there is limited external pressure on government to fulfill its fiscal commitments.",0.5,P153437,c1c67695,Aide Memoire
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"Unresolved compensation grievances in project-affected communities may be compounded by weak institutional responsiveness rooted in patronage-driven public administration. When state institutions function as vehicles for political patronage rather than service delivery, grievance redress mechanisms such as the GRM are more likely to stall or be deprioritized, particularly for communities lacking political connections. This institutional fragility plausibly contributes to the persistence of the five unresolved complaints.",0.45,P153437,87e79151,Aide Memoire
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"The erosion of civil society's watchdog role and weak accountability mechanisms reduce external pressure on project implementers to resolve compensation disputes promptly. In an environment where civic actors face incentives to remain silent on state-linked injustices, affected individuals may have limited recourse beyond the formal GRM, making unresolved grievances more likely to persist and escalate into broader community tension.",0.4,P153437,87e79151,Aide Memoire
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The failure to secure donor financing for road corridors and the lack of government attention to access roads reflects weak infrastructure governance consistent with a patronage-driven public administration. When institutions are instrumentalized for political purposes rather than service delivery, routine maintenance prioritization and budget allocation for non-politically salient infrastructure (such as rural road access to bridges) tends to be neglected. The fragile infrastructure governance noted in the project risk aligns with the broader pattern of institutional dysfunction described in this country risk.",0.45,P153437,011bb893,Aide Memoire
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"The absence of secured financing and lack of government follow-through on access road maintenance may partly reflect accountability deficits in public expenditure management. Where anti-corruption oversight is weak and civil society is co-opted or silenced, infrastructure budget gaps and procurement failures are less likely to be flagged or remedied, contributing to the persistent underinvestment pattern observed at the Manowa corridor.",0.35,P153437,011bb893,Aide Memoire
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The deterioration of political and governance conditions reflected in the project's upgraded risk rating aligns directly with the systemic pattern of executive overreach, patronage-driven public institutions, and weakened checks and balances. These dynamics create an environment where project implementation faces unpredictable institutional behavior, politically motivated decision-making, and reduced accountability in public resource management.",0.85,P168608,9827713e,Implementation Status and Results Report
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,The erosion of anti-corruption accountability and the co-optation of civil society reduce the oversight mechanisms that World Bank projects rely on for fiduciary integrity and stakeholder engagement. A project experiencing elevated governance risk in this environment is plausibly affected by the same institutional dynamics that suppress independent scrutiny and enable corruption to go unchecked.,0.78,P168608,9827713e,Implementation Status and Results Report
SLE-007,Treason Charges Against Former President Signaling Politically Motivated Prosecutions,"The politicized use of the justice system and heightened tensions between government and opposition contribute to an unstable governance environment. The project risk rating worsened between 2021 and 2025, a period that encompasses the contested 2023 elections and subsequent political turbulence, suggesting that the broader political deterioration—of which this episode is a symptom—has had a tangible effect on implementation conditions.",0.65,P168608,9827713e,Implementation Status and Results Report
SLE-001,Deep Ethnic and Political Divisions Threatening National Cohesion,"The deep ethnic and political divisions exposed by the 2023 elections and requiring a national unity agreement in 2024 represent a structural governance fragility that plausibly contributes to the elevated political risk experienced by the project. Political polarization can disrupt inter-ministerial coordination, delay approvals, and create uncertainty around counterpart commitments critical to project implementation.",0.6,P168608,9827713e,Implementation Status and Results Report
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The concentration of power in the executive and the use of public institutions as patronage vehicles creates a governance environment where MDAs operate with limited autonomy and accountability to their technical mandates. When institutional loyalty is directed upward toward political patrons rather than outward toward development objectives, MDA engagement with externally-financed projects that fall outside political priorities becomes structurally weak. This dynamic plausibly explains why MDAs fail to engage even when projects formally align with their mandates.",0.72,P168608,9642c2cb,Implementation Status and Results Report
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"The broader erosion of accountability norms and the co-optation of public institutions into political networks reduces incentives for MDAs to champion technically sound but politically neutral development projects. In an environment where institutional actors are rewarded for political alignment rather than performance, weak ownership of World Bank projects is a predictable outcome of the same institutional fragility that suppresses civil society oversight.",0.6,P168608,9642c2cb,Implementation Status and Results Report
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The coordination challenges within emergency management institutions are plausibly linked to the broader pattern of institutional fragility driven by patronage-based appointments and executive concentration of power. When public institutions are staffed and managed through political patronage rather than merit, inter-agency coordination suffers as institutional mandates become subordinated to political loyalties, directly undermining the functional effectiveness of emergency preparedness bodies.",0.55,P168608,46be1d90,Implementation Status and Results Report
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"Weak accountability mechanisms and the erosion of civic oversight documented under this risk contribute to an environment where institutional underperformance—such as persistent coordination gaps in emergency management—goes unchecked. The absence of robust civil society scrutiny reduces pressure on government agencies to resolve internal coordination failures, allowing them to persist despite formal training targets being met.",0.45,P168608,46be1d90,Implementation Status and Results Report
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The persistent Substantial governance risk rating directly reflects the structural governance fragility described in SLE-002. Executive concentration of power, patronage-driven public institutions, and weak checks and balances create an operating environment where project implementation faces ongoing institutional unpredictability and reduced accountability mechanisms.",0.88,P176789,cbe23721,Implementation Status and Results Report
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,The sustained governance fragility affecting project implementation is consistent with the erosion of anti-corruption accountability and civic space documented in SLE-003. Weakened oversight institutions and co-opted civil society reduce the external checks that would otherwise support transparent project execution and fiduciary integrity.,0.8,P176789,cbe23721,Implementation Status and Results Report
SLE-001,Deep Ethnic and Political Divisions Threatening National Cohesion,"The unresolved ethnic and political divisions exposed by the 2023 elections contribute to the broader political instability that underpins the persistent Substantial political risk rating. These divisions affect government functionality and inter-institutional cooperation, which in turn shapes the operating environment for project implementation.",0.68,P176789,cbe23721,Implementation Status and Results Report
SLE-007,Treason Charges Against Former President Signaling Politically Motivated Prosecutions,The politicized use of the justice system and heightened government-opposition tensions reflected in SLE-007 contribute to the political risk dimension of the persistent Substantial rating. Such episodes signal institutional fragility and unpredictability in the political environment that directly affects project governance conditions.,0.62,P176789,cbe23721,Implementation Status and Results Report
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The persistent elevation of political and governance risk in project implementation directly reflects the broader pattern of executive overreach and institutional capture described in SLE-002. Patronage-driven public institutions and weakened checks and balances create an operating environment where project governance, procurement, and accountability mechanisms face systemic pressure, plausibly explaining why the risk rating was upgraded and has remained at Substantial.",0.85,P172102,f6b7da50,Implementation Status and Results Report
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,The erosion of anti-corruption accountability and the co-optation of civil society reduce the external oversight mechanisms that typically support project implementation integrity. A governance environment where the Anti-Corruption Commission lacks transparency and civic watchdogs are incentivized to remain silent is consistent with a sustained Substantial governance risk rating for a World Bank project operating in that context.,0.75,P172102,f6b7da50,Implementation Status and Results Report
SLE-001,Deep Ethnic and Political Divisions Threatening National Cohesion,"The contested 2023 elections and the fragile 2024 national unity agreement created a period of heightened political uncertainty that likely contributed to the initial upgrade of the governance risk rating. Ongoing unresolved ethnic and political divisions sustain an unstable political backdrop that can disrupt government counterpart engagement, staffing continuity, and policy coherence needed for effective project implementation.",0.65,P172102,f6b7da50,Implementation Status and Results Report
SLE-007,Treason Charges Against Former President Signaling Politically Motivated Prosecutions,"The politicized use of the justice system and heightened government-opposition tensions illustrated by the treason charges against former President Koroma reinforce the governance fragility dimension of the realized risk. Such episodes signal institutional unreliability and political interference in state functions, which can affect the predictability and neutrality of government institutions involved in project implementation.",0.6,P172102,f6b7da50,Implementation Status and Results Report
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The persistent 'Substantial' political and governance risk rating directly reflects the structural governance fragility described in SLE-002. Executive concentration of power, patronage-driven public institutions, and weak checks and balances create an environment where project implementation faces ongoing risks from unpredictable institutional behavior, politicized decision-making, and unreliable counterpart capacity.",0.88,P172492,dd98607e,Implementation Status and Results Report
SLE-003,Suppression of Civil Society and Erosion of Anti-Corruption Accountability,"The sustained governance risk rating is consistent with the accountability deficits described in SLE-003. Weakened civil society oversight, confidential asset declarations, and co-optation of watchdog institutions reduce the transparency and accountability mechanisms that project implementation depends on, contributing to a persistently elevated governance risk environment.",0.78,P172492,dd98607e,Implementation Status and Results Report
SLE-001,Deep Ethnic and Political Divisions Threatening National Cohesion,The unresolved ethnic and political fault lines exposed by the 2023 elections and only partially addressed by the 2024 unity agreement contribute to the political dimension of the persistent 'Substantial' risk rating. Political instability and contested legitimacy of state institutions create an unpredictable operating environment for project implementation over the 2022–2025 period.,0.65,P172492,dd98607e,Implementation Status and Results Report
SLE-007,Treason Charges Against Former President Signaling Politically Motivated Prosecutions,"The politicized use of the justice system against the former president, occurring within the project implementation window, is symptomatic of the broader governance fragility captured in the persistent risk rating. Such episodes signal institutional unreliability and political volatility that elevate overall project governance risk.",0.6,P172492,dd98607e,Implementation Status and Results Report
SLE-002,Executive Overreach and Concentration of Power Undermining Democratic Institutions,"The persistent 'Substantial' political and governance risk rating directly reflects the operating environment shaped by executive concentration of power, patronage-driven public institutions, and weak checks and balances. These structural governance deficiencies create enduring implementation challenges for World Bank projects, including procurement integrity, counterpart accountability, and institutional capacity.",0.88,P177947,3fbc4862,Implementation Status and Results Report
