risk_title,risk_summary,severity,direction,evidence_quote,realized_risk_id,PROJ_ID_IB,doc_type,doc_date
Coordination Challenges in Emergency Preparedness Capacity,"Despite training targets being met, persistent coordination challenges within emergency management institutions are limiting the effectiveness of emergency preparedness and response capacity, reflecting underlying governance fragility.",medium,persistent,"The target has been achieved since May 2024, however capacity gaps remain amidst coordination challenges. The project will support enhanced coordination and capacity building through TF activities supported by GFDRR.",46be1d90,P168608,Implementation Status and Results Report,2025-06-26T14:45:29.000Z
Persistent Political and Governance Fragility in Sierra Leone,"Political and governance risk has been rated Substantial continuously since project approval in 2022 and remains unchanged at Substantial in the current ISR, indicating a persistent governance fragility context that continues to affect the operating environment for project implementation.",high,persistent,Political and Governance Substantial Substantial Substantial,cbe23721,P176789,Implementation Status and Results Report,2025-06-24T17:15:14.000Z
Elevated Political and Governance Risk Affecting Implementation,"The Political and Governance risk rating was upgraded from Moderate at approval to Substantial and has remained at Substantial, indicating persistent governance fragility that is affecting the operating environment for project implementation in Sierra Leone.",medium,persistent,Political and Governance Moderate Substantial Substantial,f6b7da50,P172102,Implementation Status and Results Report,2025-06-14T03:10:14.000Z
Persistent Political and Governance Fragility in Sierra Leone,"The Political and Governance risk rating has remained at 'Substantial' since project approval in 2022 through the current ISR, indicating a persistent governance fragility environment that continues to affect the overall risk profile of project implementation.",high,persistent,Political and Governance Substantial Substantial Substantial,dd98607e,P172492,Implementation Status and Results Report,2025-06-05T21:15:08.000Z
Persistent High Political and Governance Risk,"Political and governance risk has been rated 'Substantial' consistently from approval through the current ISR sequence, indicating an enduring governance fragility context that continues to affect the operating environment for project implementation in Sierra Leone.",high,persistent,Risk Category: Political and Governance | Rating at Approval: Substantial | Last Approved Rating: Substantial | Current: Substantial,3fbc4862,P177947,Implementation Status and Results Report,2025-06-01T18:01:15.000Z
Persistent High Macroeconomic Risk Compounding Fragility Context,"Macroeconomic risk has been rated 'High' from approval through the current ISR, reflecting economic fragility conditions in Sierra Leone that are consistent with an FCV-affected environment and are constraining the financial sector development objectives of the project.",high,persistent,Risk Category: Macroeconomic | Rating at Approval: High | Last Approved Rating: High | Current: High,1f607605,P177947,Implementation Status and Results Report,2025-06-01T18:01:15.000Z
Political and Governance Risk Rated Substantial,"The project's Political and Governance risk category is currently rated Substantial, elevated from Moderate at approval, indicating a worsening governance environment affecting project implementation.",high,worsening,Political and Governance ... Rating at Approval: Moderate ... Last Approved Rating ISR Seq. 05 - 28 Jun 2024: Substantial,5d424ca1,P172102,Implementation Status and Results Report,2025-05-31T18:11:23.000Z
"Contextual Factors (Electricity, Network) Hindering Health System Reporting","Infrastructure fragility linked to broader governance and development context is impeding timely HMIS reporting from health facilities, directly affecting project monitoring and implementation.",medium,persistent,"Despite improvements in data collection and reporting, the timeliness of submission is hindered by contextual factors (electricity, network).",a0e9b609,P172102,Implementation Status and Results Report,2025-05-31T18:11:23.000Z
"Grievance Redress Mechanism Non-Functional, Contributing to Environmental and Social Downgrade","The project's grievance mechanism is not operational, with zero grievances addressed, contributing to a downgrade in Environmental and Social ratings. This reflects weak governance and accountability structures at the implementation level.",medium,persistent,Grievances addressed each year (Percentage) ... This indicator is not on track to meet 2024 or end of project ratings. This has resulted in the E&S downgrade. Ensuring its functionality is a key action for the task team and the PIU.,4d2dd43a,P172102,Implementation Status and Results Report,2025-05-31T18:11:23.000Z
Persistent Substantial Political and Governance Risk,"The project's Political and Governance risk has remained rated Substantial from approval through the most recent ISR sequence, indicating an ongoing governance fragility context in Sierra Leone that continues to affect the operating environment for project implementation.",high,persistent,Risk Category ... Political and Governance ... Rating at Approval: Substantial ... Last Approved Rating ISR Seq. 05 - 14 Jun 2024: Substantial,0c7ed39b,P176789,Implementation Status and Results Report,2025-05-29T12:05:46.000Z
Fuel pilferage and diversion undermining energy service delivery,"The Government of Sierra Leone explicitly noted that fuel for diesel/HFO-based generators in several towns is frequently unavailable due to pilferage and diversion, indicating governance fragility and resource misappropriation that is directly affecting energy service delivery and project rationale.",medium,persistent,"The government pointed out that the operating costs of the diesel/HFO-based generators in these towns is astronomic, and most times the fuel is not available or is pilfered/diverted.",2b302ae6,P171059,Aide Memoire,2025-04-22T17:40:13.000Z
Weak state governance capacity delaying project restructuring and implementation,"Prolonged delays in the Government of Sierra Leone redefining project scope and responding to the resource gap — spanning over a year and a half — reflect fragile institutional governance capacity, directly slowing implementation progress and triggering a downgrade in project ratings.",medium,persistent,"There have been several discussions with the government over the last year and half in revising the scope of the project in order to use the resources in an optimal manner and ensure that the result indicators are met. However, there has been a lot of delay in redefining the new scope with Government of Sierra Leone requesting for additional financing from the Bank to meet the gap.",8833bfd8,P171059,Aide Memoire,2025-04-22T17:40:13.000Z
Governance fragility in EDSA management affecting private sector confidence,Ongoing governance reform efforts within EDSA — including incomplete senior leadership recruitment and the need for a fiduciary collections account with public audits — reflect institutional fragility that is affecting the project's private sector participation component and investor confidence.,medium,unclear,"The prior actions are aimed at strengthening the regulatory framework and improve the transparency and financial sustainability of the sector to attract private investments. The stakeholders (MoE, MoF, EDSA) agreed on the two prior actions proposed (i) requiring amendments to the Electricity and Water Regulatory Commission (EWRC) Act and (ii) Setting up of a collections account managed by a fiduciary agent with quarterly audits made public via the EWRC website.",ea7500d8,P171059,Aide Memoire,2025-04-22T17:40:13.000Z
Sierra Leone lagging regional peers due to implementation fragility,"Sierra Leone has fallen behind neighboring Liberia and Chad in the RESPITE regional project due to prolonged delays in financial evaluation and procurement, reflecting a pattern of institutional fragility that is measurably affecting project implementation relative to comparable country contexts.",medium,worsening,This delay has led Sierra Leone to lag behind it neighbors Liberia and Chad for which a joint procurement was made. Liberia and Chad have already signed contracts and begun implementation.,e57deb4c,P171059,Aide Memoire,2025-04-22T17:40:13.000Z
"Incidents, accidents and fatalities with unresolved root causes","A root cause analysis on systemic incidents, accidents, and fatalities was due by June 30, 2024 but remains delayed as of the mission, suggesting unresolved safety and potentially conflict-adjacent risks in project implementation areas.",medium,worsening,"Conduct a root cause analysis on the systemic issues leading to incidents, accidents and fatalities PIU-EDSA June 30, 2024 – Delayed",ea4e5b1a,P171059,Aide Memoire,2025-04-22T17:40:13.000Z
Persistent Political and Governance Fragility in Sierra Leone,"Political and governance risk remains rated Moderate (downgraded from Substantial at approval), but continues to be flagged as a systemic risk category affecting the operating environment for project implementation in Sierra Leone, an FCV-affected country.",medium,improving,Political and Governance Substantial [at approval] ... Moderate [last approved and proposed rating],2ce0aa93,P171059,Implementation Status and Results Report,2025-04-22T16:35:10.000Z
Elevated Stakeholder Risk Potentially Linked to Governance Fragility,"Stakeholder risk has worsened from Moderate at approval to Substantial, and remains Substantial in the current rating. In an FCV context like Sierra Leone, elevated stakeholder risk may reflect tensions between government, implementing agencies, and development actors or communities, potentially undermining project delivery.",medium,persistent,Stakeholders Moderate [at approval] Substantial [last approved] Substantial [proposed rating],eb499657,P171059,Implementation Status and Results Report,2025-04-22T16:35:10.000Z
NGO Consortium Withdrawal Disrupting Out-of-School Children Program,"The Save the Children-led NGO Consortium has withdrawn from the project, leaving 120,000 out-of-school children without the originally planned implementing partner. This represents a governance/partnership fragility risk that has directly disrupted implementation arrangements and necessitated a project restructuring to transfer responsibilities to MBSSE.",high,new,"As the Save the Children led NGO Consortium has withdrawn from the project, MBSSE will take up their assigned activities and support all 120,000 OOSC.",3bc6ccd9,P167897,Aide Memoire,2025-04-15T17:20:02.000Z
School-Related Gender-Based Violence Persistent and Underreported,"SRGBV cases are occurring across schools with systemic delays in reporting, indicating persistent violence affecting the learning environment and project beneficiaries. The scale of the institutional response required — involving multiple ministries, law enforcement, and international partners — signals an entrenched and serious protection risk.",high,persistent,"The mission noted delays in reporting of some school-related gender-based violence (SRGBV) cases, and stressed the importance of timely reporting of cases, ensuring easily accessible reporting modalities.",a195d3d4,P167897,Aide Memoire,2025-04-15T17:20:02.000Z
Teacher Perpetrators Absconding from Legal Accountability,"Teachers accused of SRGBV are actively evading legal processes, indicating a breakdown in rule of law and accountability mechanisms within the education system. This undermines child protection and project integrity.",high,persistent,"The MBSSE has confirmed that teachers accused of SRGBV who are absconding from the law, can be immediately blacklisted.",360a701e,P167897,Aide Memoire,2025-04-15T17:20:02.000Z
Sexual Harassment and Drug Abuse on School Buses,"Active incidents of sexual harassment and drug abuse on school buses in Freetown and Bo are creating unsafe conditions for students, reflecting localized violence and protection risks directly affecting project beneficiaries.",medium,persistent,The mission discussed the issue of sexual harassment and drug abuse on school buses in Freetown and Bo.,0ba23b71,P167897,Aide Memoire,2025-04-15T17:20:02.000Z
Marginalized and Displaced Children Requiring Psychosocial Services,"The out-of-school children targeted by the program include the most marginalized and deprived groups requiring psychosocial support, suggesting underlying displacement, conflict-related trauma, or social fragility affecting project beneficiaries.",medium,persistent,There is a need to engage with the Ministry of Social Welfare to ensure the provision of psychosocial services for the out of school children participating in the program.,93800091,P167897,Aide Memoire,2025-04-15T17:20:02.000Z
Elevated Political and Governance Risk Affecting Implementation,"The Political and Governance risk rating has been upgraded from Substantial (at approval) to High and maintained at High in the current ISR, indicating that deteriorating governance conditions are actively affecting project implementation.",high,worsening,Risk Category Rating at Approval Approval Package - 25 Jun 2021 Last Approved Rating ISR Seq. 06 - 28 Jun 2024 Proposed Rating Political and Governance Substantial High High,ee24015a,P168608,Implementation Status and Results Report,2025-02-17T12:30:13.000Z
Land Availability Disputes Blocking Critical Infrastructure,"Unresolved land availability issues are delaying construction of the National Emergency Operations Center, a key emergency preparedness asset, suggesting governance fragility and potential conflict over land rights at the local level.",medium,persistent,"The EOC is expected to be completed as planned, following progress in resolving the land availability issues.",8ae0dbdb,P168608,Implementation Status and Results Report,2025-02-17T12:30:13.000Z
Land Claims Registered Through Grievance Mechanism,"Active land claim complaints have been lodged through the project's grievance redress mechanism, indicating emerging community-level tensions over land that could escalate as civil works commence.",medium,new,"The project has received three complaints in the reporting period through the various GRM channels, two relates to land claims, and one on non-payment which has been addressed and has been closed.",ab91dfc9,P168608,Implementation Status and Results Report,2025-02-17T12:30:13.000Z
Persistent Political and Governance Fragility,"Political and governance risk has been rated Substantial since project approval and remains unchanged, indicating a persistent governance fragility environment that continues to affect the broader implementation context of the project in Sierra Leone.",high,persistent,Political and Governance Substantial Substantial Substantial,f53b900f,P177077,Implementation Status and Results Report,2025-01-29T22:05:07.000Z
"Government failure to release counterpart funds, threatening project completion","The Government of Sierra Leone has not released counterpart funds of $3.1 million required to pay contractors' bills for rural bridge construction, creating a financing gap and risking delays to project completion. This reflects governance fragility in meeting sovereign financial obligations to a development project.",high,worsening,The mission noted that the payment of counterpart fund for the bridges are still outstanding. This delay will affect the completion of the contracts. The mission reiterated the need for government to meet her financial obligation to the project especially as cases of potential price adjustment is imminent.,b9b15173,P153437,Aide Memoire,2025-01-27T06:50:02.000Z
Government failure to fund decommissioning of ferry infrastructure blocking construction,"At the Manowa (Lot 4) bridge site, the Government of Sierra Leone has not provided funds to decommission and relocate the manual ferry winch and anchor block sitting within the construction right-of-way. This governance failure is directly blocking physical progress on the bridge superstructure.",medium,persistent,"The outcome of this meeting with SLRA was that the funds required for the maintenance, decommission and relocation of the Manowa manual ferry and its associated support and anchor elements has not been received from the Government of Sierra Leone (GoSL).",26e533a4,P153437,Aide Memoire,2025-01-27T06:50:02.000Z
Community land access disputes obstructing bridge construction,"At the Gendema (Lot 3) site, privately owned structures and community land within the construction right-of-way and temporary access route are blocking approach road works, requiring ongoing negotiation with community leaders and landowners. Failure to resolve these tensions risks further construction delays.",medium,persistent,"The Contractor SINOHYDRO requested the demolition of some properties to make provision for access to the ferry crossing point during the ongoing construction work on the Bridge superstructure and Approach roads... three structures labelled as 6, 7 and 8 have been identified to be partially within the right of way and completely in the temporary access route.",d984dce4,P153437,Aide Memoire,2025-01-27T06:50:02.000Z
Community safety risk from grounded ferry forcing use of unsafe canoes,"At the Manowa (Lot 4) site, the ferry transporting community members across the Moa River has been grounded due to heavy rainfall and rising water levels, forcing communities to use non-motorized wooden canoes. This creates direct safety risks for the population dependent on the crossing during the construction period.",medium,new,"It was noted that the ferry transporting people and goods across the Moa River has been grounded due to heavy rainfall and rising water levels. As a temporary measure, the contractor and the communities have resorted to using non-motorized wooden canoes until the bridge is completed.",5cf8eade,P153437,Aide Memoire,2025-01-27T06:50:02.000Z
Unresolved financial irregularities with project grantee undermining governance,"Outstanding advances of $141,000 to grantee Sierra Akker remain undocumented, and overpayments under the cancelled Moyamba contract have not been refunded to the Designated Account. These unresolved issues, carried over from a prior mission, reflect persistent governance fragility within project financial management.",medium,persistent,"The issues related to Sierra Akker and the Moyamba contract remain unresolved, but it is noted that the project has elevated the issues, and work is ongoing to address the issues.",b6cf49ea,P153437,Aide Memoire,2025-01-27T06:50:02.000Z
Governance fragility in health sector undermining project implementation,"Systemic governance weaknesses across health system pillars — including very limited government health spending (less than 5% of government spending), constrained fiscal space, and weak accountability structures — are directly hindering effective and efficient project implementation.",high,persistent,"The health system in Sierra Leone is constrained by serious structural issues across all health system pillars, which in turn affect effective and efficient project implementation. Challenges are particularly salient on pharmaceuticals supply chain with weak distribution and monitoring systems, human resources for health with a low density of skilled workers, inequitable distribution and a large number of unsalaried workers, health financing with very limited government spending for the health sector (less than 5 percent of government spending) and a constrained fiscal space for resource mobilization, and governance.",7d68acc0,P172102,Aide Memoire,2025-01-22T13:45:03.000Z
Weak government oversight and coordination undermining project governance,"Despite high-level political commitment, the Ministry of Health has persistently failed to provide adequate technical coordination and oversight, including non-convening of mandated Steering Committee meetings, reflecting fragile institutional governance that is directly affecting project implementation.",medium,persistent,"Despite high level support and commitment to the project and hub and spoke model, the project has continuously suffered from lack of technical coordination and oversight at MoH level. This has been documented in the two most recent missions, evidenced by the fact that the Steering Committee Meetings outlined in the project's Financial Agreements have not taken place.",28870285,P172102,Aide Memoire,2025-01-22T13:45:03.000Z
Fragile decentralized governance capacity limiting devolution of project resources,"District Health Management Teams (DHMTs) lack the institutional capacity and accountability systems to manage decentralized project funds and responsibilities, a fragility-linked constraint that is limiting disbursement and implementation progress.",medium,persistent,"The systems to ensure an adequate management of resources and processes did not exist at project effectiveness and has had to be built progressively... Limited capacity of DHMT personnel and structures also limits the extent to which IHPAU wishes to confidently decentralize decisions, funds and responsibilities to DHMTs given risks of potential ineligible expenditures.",29e4c105,P172102,Aide Memoire,2025-01-22T13:45:03.000Z
Absence of functional grievance redress mechanism limiting accountability and social safeguards,Persistent failure to establish a functioning Grievance Redress Mechanism (GRM) — with grievances currently undocumented and unreported — has led to a downgrade in Environmental and Social Standards ratings and reflects a governance gap with direct implications for project accountability.,medium,worsening,"The mission noted with concern the continued delays in actualizing the implementation of the approved GRM roadmap. These delays resulted in the downgrading of the E&S rating from Moderately Satisfactory to Moderately Unsatisfactory. Although the importance of establishing a functional web-based GRM platform was highlighted during the last mission, no significant progress was achieved since then... the project is currently documenting, and tracking grievances manually but these are not being reported.",fdffd27e,P172102,Aide Memoire,2025-01-22T13:45:03.000Z
Political and Governance Fragility Affecting Business Environment Reforms,"Political and governance risk remains rated Moderate in the current ISR, having been downgraded from Substantial at approval but still flagged as a live risk category. The slow progress on key business environment reforms and procurement delays may be partially attributable to ongoing governance fragility in Sierra Leone.",medium,improving,Political and Governance Substantial Moderate Moderate,a5cdf63c,P164212,Implementation Status and Results Report,2024-06-24T16:35:14.000Z
