risk_title,risk_summary,severity,direction,evidence_quote,realized_risk_id,PROJ_ID_IB,doc_type,doc_date
Puntland non-participation in education functional assignment agreements affects harmonization and payroll transition,"Puntland has not signed education functional assignment agreements, and teachers there will remain financed through the project rather than transitioning onto government payroll—creating uneven implementation across the federation and reflecting political/coordination fragility.",medium,persistent,Three functional assignment agreements (MoUs) were signed as of July 2024.Puntland is not a signatory,f8bc4fd8,P173731,Implementation Status and Results Report,2025-05-31T18:51:19.000Z
Puntland teachers not transitioning to government payroll (continued project financing),"The project’s planned transition of RCRF-financed teachers to the government payroll is not occurring in Puntland, requiring continued project financing and indicating unresolved intergovernmental alignment issues.",medium,persistent,"In Puntland, teachers will continue to be financed through Component 3.1 in 2025.",c4cfefd7,P173731,Implementation Status and Results Report,2025-05-31T18:51:19.000Z
Education functional assignments not agreed with all FMS (PSS exception),"Education functional assignment MoUs are not signed by all intended parties (PSS exception), limiting consistent intergovernmental arrangements needed for education service delivery reforms supported by the project.",low,persistent,PBC 8.1 and 8.4 partially met: Three functional assignments (MoUs) were signed by all FMS except PSS.,1ffdf5a4,P173731,Implementation Status and Results Report,2025-05-31T18:51:19.000Z
Legislative review delays are holding up Somaliland’s audited financial statements publication,"Parliamentary processes are delaying publication of Somaliland’s audited financial statements, affecting transparency-related deliverables and timelines.",medium,persistent,6 months for audited financial statements for FY2019-2022; still pending from FY23 - awaiting Parliamentary review,0dd2b684,P177298,Implementation Status and Results Report,2025-05-09T17:30:06.000Z
Delay in approving Somaliland FY25 budget is delaying citizen budget preparation,"Slow budget approval in Somaliland is pushing back preparation/publication of the citizen’s budget, slowing implementation of transparency outputs.",medium,new,"Due to the delay in the approval of the FY25 budget, the citizen's budget is still under preparation.",b9b7058a,P177298,Implementation Status and Results Report,2025-05-09T17:30:06.000Z
Persistent backlog in implementing audit recommendations weakens accountability reforms,"Unresolved audit recommendations from prior years are persisting, slowing progress on accountability strengthening in FGS and FMSs—reflecting governance fragility that is already affecting results.",medium,persistent,Behind target with recommendations from past and previous years remaining pending.,269249af,P177298,Implementation Status and Results Report,2025-05-09T17:30:06.000Z
Delays in electricity service provider (ESP) merger discussions slowing network investments,"Key grid infrastructure sub-components are behind schedule due to delayed merger discussions among electricity service providers, reflecting political-economy/stakeholder coordination fragility that is already affecting implementation timelines.",medium,persistent,Implementation of this sub-component is behind schedule mainly attributed to delay in the ESPs merger discussions.,3612c73f,P173088,Implementation Status and Results Report,2025-04-11T16:40:08.000Z
Political tensions delaying intergovernmental policy action (functional and revenue assignment),"Political tensions are already delaying adoption of a key policy brief required for intergovernmental agreements on functional and revenue assignment (PBC 3.5), slowing Component 2 implementation.",medium,persistent,Challenges include delays in adopting a policy brief on agreements for functional and revenue assignment (PBC 3.5) due to political tensions,4c4e907a,P173731,Aide Memoire,2025-03-28T11:35:02.000Z
Local protests linked to teacher transition affecting project operations in BRA,"Public protests in Benadir Regional Administration (BRA) related to the transition of RCRF teachers required grievance handling, indicating social instability already affecting implementation.",medium,improving,including the resolution of protests in BRA related to RCRF teachers’ transition to the FGS National Teacher Initiative.,269c7d81,P173731,Aide Memoire,2025-03-28T11:35:02.000Z
Security incident in Kismayo requiring corrective actions and ongoing mitigation,"A security-related incident in Kismayo (reported April 2024) triggered a corrective action plan and continued risk-management actions, reflecting insecurity affecting implementation.",high,persistent,Progress has been made in implementing the Corrective Action Plan following the Kismayo incident reported in April 2024,665b1114,P173731,Aide Memoire,2025-03-28T11:35:02.000Z
Tensions between government counterpart and the World Bank over PBC non-disbursement decision,Disagreement between the FGS Ministry of Education and the World Bank over a non-disbursement decision is affecting implementation discussions around the teacher transition PBC.,medium,new,"The FGS Ministry of Education, Culture, and Higher Education (MOECHE) raised concerns over the PBC 8.6 non-disbursement decision",681f5d71,P173731,Aide Memoire,2025-03-28T11:35:02.000Z
Unclear administrative control in Sool and Sanaag delaying agreement on implementation modality,"Project implementation in Sool and Sanaag is affected by contested/unclear administrative responsibility, requiring special arrangements (third-party implementation) and ongoing clarifications, creating uncertainty and potential delays for activities and fund flow in the ringfenced sites.",high,persistent,"in the Sool and Sanaag region, where there is a lack of clarity regarding administrative responsibility, defined as “Agreed Areas” in the Financing Agreement... the Federal Government will contract third party implementers... Subsequent to the mission, further clarifications were being sought by the Bank with FGS NPCU, to clarity the implementation modalities",1e3d6d6f,P177627,Aide Memoire,2025-03-27T21:15:05.000Z
Frequent turnover of government officials affecting evaluation committees and implementation continuity,"Frequent changes in government officials and evaluation committee members are already creating implementation frictions, requiring repeated orientation and risking delays/quality issues in procurement-related decisions (with governance fragility implications).",medium,persistent,"Frequent changes in government officials and evaluation committee members, and/or lack of orientation /experience of the committee members",63fa40b6,P177627,Aide Memoire,2025-03-27T21:15:05.000Z
Explosive hazards/UXO screening needs on infrastructure sites reflecting insecurity risks,"Implementation of infrastructure requires monitoring for UXO/explosive devices as part of security site assessments, indicating an active insecurity-related constraint on safe access and construction operations.",high,persistent,"Additionally, as part of infrastructure security site assessment procedures, UXO and explosive device screening should be monitored, including measures in SMP and ESMP.",844020b7,P177627,Aide Memoire,2025-03-27T21:15:05.000Z
Physical insecurity and limited government presence constraining E&S implementation,"Project implementation (including ESCP delivery) is occurring under conditions of significant insecurity and weak institutional presence, which is already affecting how E&S measures are implemented and monitored.",high,persistent,"The implementation of ESCP is proceeding as planned despite the extreme FCV circumstances, including the limited presence of government institutions, significant physical insecurity, and the intensifying socio-economic impacts of climate change.",95dbf126,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
"Insecurity constrains equipment transport, delaying works (Baidoa)","Insecurity is directly disrupting logistics for heavy equipment, contributing to delayed mobilization and slowed execution of civil works.",high,persistent,Road transportation of equipment is not possible due to insecurity and the Contractor experienced challenges in airlifting heavy equipment from Mogadishu.,8e8aa1d0,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Security Management Plan (SMP) operationalization delays (Baidoa),Delays have already occurred due to challenges agreeing and operationalizing security arrangements and costs required to implement works safely.,medium,persistent,"Initial delays were due to the Government’s late payment of advance money, delays associated with the operationalization of the Security Management Plan (SMP), specifically agreement on the security costs",5b9847c4,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Local security disruptions at IDP/settlement site required armed police deployment (Garowe),"Disruptions at a project site escalated to the point of requiring armed police deployment, indicating an active risk of localized instability affecting continuity of works.",medium,persistent,"In August 2023, Garowe Municipality deployed armed police officers to the Hoodale site following disruptions of civil works.",517ceae5,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Terror attack near project area heightens security risk environment (Kismayo),"A terror attack occurred close to the project site, reinforcing an elevated threat environment that can disrupt works and increase operating constraints.",high,persistent,"the recent terror attack, which took place very close to the project site in October 2022",083ff0eb,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Large inflows of IDPs and flood-driven movements increase service demands beyond plans,"Displacement dynamics are already changing demand levels and coverage patterns for project-supported services, complicating implementation planning and targeting.",medium,worsening,Target overachieved: (i) increased demand by the new IDP arrivals in Dayniile and Kahda districts. The Elnino floods resulted in widespread movement of people from flood-affected districts of lower shabelle to Banadir region; (ii) increased influx of IDPs and diseases outbreaks in Baidoa due to Elnino rains.,1075bf66,P170922,Aide Memoire,2024-12-09T06:25:07.000Z
Puntland–FGS political/governance impasse delaying project implementation,"Implementation in Puntland is delayed because the required Subsidiary Agreement with the Federal Government has not been signed, constraining national coverage and reducing disbursement progress.",high,persistent,"the Subsidiary Agreement between Puntland State of Somalia and the Federal Government of Somalia has not yet been signed, delaying implementation in that state.",dbe6fe7c,P177627,Aide Memoire,2024-09-09T12:55:02.000Z
Non-signing of Subsidiary Agreement continues to hamper national scope and disbursement,The continued lack of agreement signature is already hampering the project’s national scope and affecting disbursement performance.,high,persistent,the Subsidiary Agreement between Puntland State of Somalia and the Federal Government of Somalia has not yet been signed. This continues to hamper the national scope of the project and negatively affects the disbursement rate.,85d9e0d2,P177627,Aide Memoire,2024-09-09T12:55:02.000Z
Cumbersome multi-layered approvals causing implementation delays (Somaliland),"A multi-layered review/approval process is already creating delays in implementation in Somaliland, as raised by the Minister of Planning and National Development.",medium,persistent,He expressed apprehension regarding the multi-layered approval process at each stage of project implementation and urged the team to propose a more efficient and flexible review and approval process to prevent delays in implementation.,7626d28f,P177627,Aide Memoire,2024-09-09T12:55:02.000Z
Equity and inclusion concerns over exclusion of districts in Somaliland site selection,"Concerns were raised in the steering committee about exclusion of four districts from the long list of selected sites, creating political/social tension risks around equitable allocation of project benefits and requiring reassessment.",medium,new,"concerns were raised regarding equity and equality, specifically the exclusion of four districts in Somaliland from the long list of selected sites for developing water points.",9532b0a8,P177627,Aide Memoire,2024-09-09T12:55:02.000Z
Land tenure problems affecting technical discussions and implementation planning,"Land tenure issues are already present in project implementation discussions, indicating conflict-sensitive constraints that can affect siting and activity rollout.",medium,persistent,"Bi-weekly meetings between the Bank team, PIUs, and NPCU have expedited progress and facilitated discussions on technical issues such as Nature-based solutions, prosopis juliflora management, and land tenure problems.",f1ba1929,P177627,Aide Memoire,2024-09-09T12:55:02.000Z
Women’s limited voice in consultations due to entrenched social norms (GBV-sensitive constraint),"Deeply entrenched norms are already limiting women’s engagement during consultations, constraining inclusive implementation and GBV risk management.",medium,persistent,there are challenges with engaging women during community consultations due to deeply entrenched cultural and social norms that often discourage open discussion about GBV.,338ee77f,P177627,Aide Memoire,2024-09-09T12:55:02.000Z
Risk of retaliation/retribution linked to grievance handling arrangements (Somaliland),"Current grievance handling arrangements raise concerns about safe management of sensitive complaints and the risk of retribution, affecting effective accountability and community trust.",medium,persistent,"This arrangement necessitates further deliberation, given the sensitivity of complaints and the need for meticulous handling and anonymization to avert potential retribution.",c27cdfbb,P177627,Aide Memoire,2024-09-09T12:55:02.000Z
