related_country_risk_id,related_country_risk_title,susceptibility_summary,confidence,PROJ_ID_IB,evidence_quote
NGA-2026-03,US Military Involvement and Sovereignty Tensions Triggering Domestic Polarization,"The project's regional coordination and cross-border collaboration may be complicated by sovereignty tensions and domestic polarization around US military involvement. The PAD notes the project includes 'Regional Coordination Committee (RCC) convened by WAHO and CEMAC' and serves the 'Western and Central Africa region.' The documented US Tomahawk strikes in December 2025 and February 2026, combined with the sovereignty debate and warnings about 'imperial tendencies,' create an environment where US-supported development programs may face political resistance or scrutiny. While the project is World Bank-financed (not directly US military), the broader polarization around US involvement in Nigeria's security affairs could affect the political space for international health security collaboration and regional coordination mechanisms.",0.65,P508003,PAD identifies project includes 'Regional Coordination Committee (RCC) convened by WAHO and CEMAC' and 'regional coordination mechanisms important for maintaining collaboration despite security constraints.' Project serves 'Western and Central Africa region' with regional coordination. Mitigation for Technical Design risk includes 'appointing strong conveners at regional and national levels; dedicated hands-on support to countries and sectors; regional coordination mechanisms.' Domestic polarization around US military involvement may complicate these regional coordination efforts and create political sensitivities around international health security collaboration.
NGA-2026-01,ISWAP-Boko Haram Insurgency Escalation in Northeast: Multi-Front Coordinated Attacks,"Project implementation in Northeast states (Borno, Adamawa, Yobe) is directly vulnerable to ISWAP/Boko Haram escalation. The PAD identifies the Northeast as a priority focus area for pastoral systems and explicitly notes that 'project activities in conflict-prone areas may be precluded by escalation of violence.' Coordinated multi-front attacks with improved tactical capabilities could disrupt field operations, staff safety, and beneficiary access to Livestock Service Centers and advisory services.",0.95,P160865,"PAD states: 'Priority focus on northern states with pastoral systems' and 'Areas affected by farmer-herder conflicts, particularly in Northeast and North-Central zones.' Security risk rated as 'High due to escalating conflict and violence.' PAD notes 'Project activities in conflict-prone areas may be precluded by escalation of violence.' Component 1 includes animal health services and Component 2 includes 7 Livestock Service Centers requiring field presence in these zones."
NGA-2026-02,"Northwest Banditry, Mass Kidnapping, and Jihadist Convergence","Project targets all 36 states including Northwest (Sokoto, Kebbi, Zamfara, Katsina) where Lakurawa and bandit groups are conducting mass kidnappings and coordinated attacks. The PAD's focus on 'key livestock corridors for transhumance' and pastoral systems directly overlaps with areas where armed groups are operating. Staff recruitment, field extension services, and beneficiary engagement in these zones face acute kidnapping and violence risks.",0.92,P160865,PAD specifies 'All 36 states of Nigeria (technically eligible)' with 'Priority focus on northern states with pastoral systems' and 'Key livestock corridors for transhumance.' Component 1 includes 'animal husbandry and advisory services' requiring field staff presence. Component 2 establishes 'Livestock Service Centers' in these regions. The project targets 1.43 million direct beneficiaries across these high-risk corridors.
NGA-2026-04,Farmer-Herder Intercommunal Violence in Middle Belt and North-Central Nigeria,"The project explicitly targets areas affected by herder-farmer conflicts in North-Central and Middle Belt zones (Benue, Plateau, and surrounding states). While Component 3 is designed to mitigate these conflicts, the project's core activities—livestock value chain enhancement, pasture improvement, and water point construction—operate in active conflict zones where recent violence has killed hundreds and displaced over 600,000 IDPs. Implementation teams and beneficiaries face direct exposure to ongoing intercommunal violence.",0.94,P160865,"PAD explicitly states: 'Areas affected by farmer-herder conflicts, particularly in Northeast and North-Central zones' and 'Component 3 specifically addresses conflict mitigation in conflict-prone areas.' Component 3 includes 'water point construction, rangeland management, conflict committees, and early warning systems' (US$100 million). However, PAD acknowledges 'Political and Governance (Substantial)' risk including 'potential for conflict to spiral out of control in implementing areas.' The project targets pastoral and agro-pastoral communities in these active conflict zones."
NGA-2026-05,Protracted Internal Displacement and Failing IDP Return Policy in Northeast,"The project's targeting of 1.43 million beneficiaries in Northeast states (Borno, Adamawa, Yobe) hosting 2.3 million IDPs creates implementation challenges. The PAD identifies potential 'involuntary displacement from land acquisition' for Livestock Service Centers and grazing reserve protection, which could further destabilize communities already experiencing protracted displacement. Beneficiary identification and targeting may be complicated by fluid IDP populations and returnee vulnerability to re-recruitment into insurgent ranks.",0.88,P160865,"PAD notes: 'Potential involuntary displacement from land acquisition, infrastructure rehabilitation, and grazing reserve protection' triggering OP 4.12. Component 2 requires 'Livestock Service Centers' needing '100+ hectares of land.' Component 3 includes 'protection of grazing reserves and livestock routes.' PAD identifies 'Displaced persons from land acquisition' as a vulnerable group. The project operates in Northeast states where IOM DTM records 'weekly new displacement flows' and where 'returnees facing renewed attack risk' per PAD's fragility context."
NGA-2026-06,Acute Humanitarian Funding Collapse Amid Escalating Food and Nutrition Crisis,"The project targets pastoral and agro-pastoral communities facing acute food insecurity (35 million Nigerians projected for 2026 lean season, 5.8 million in BAY states). Beneficiary capacity to participate in value chain activities, access credit, and invest in livestock productivity is severely constrained by the humanitarian crisis. The PAD's macroeconomic risk assessment notes 'reduced government fiscal capacity,' which may limit state government co-financing and sustainability of infrastructure investments.",0.85,P160865,"PAD identifies 'Macroeconomic (Substantial)' risk including 'economic slowdown, reduced government fiscal capacity, limited access to foreign exchange for inputs and capital expenditures.' Component 2 includes 'access to finance' and 'credit line' mechanisms that assume beneficiary liquidity and creditworthiness. The project targets 'smallholder producers' and 'poor rural households' in regions where WFP reports 'malnutrition levels in several northern states deteriorated from serious to critical' (per country risk context). Beneficiary participation and loan repayment capacity are vulnerable to humanitarian collapse."
NGA-2026-07,Cross-Border Jihadist Spillover: Nigeria-Niger-Benin Tri-Border Area Deterioration,"The project's focus on 'key livestock corridors for transhumance' and pastoral systems directly overlaps with the Nigeria-Niger-Benin tri-border area where Lakurawa and jihadist groups are expanding operations. The PAD's Component 3 includes 'transnational agreements on livestock mobility,' but implementation is vulnerable to deteriorating cross-border security, compromised intelligence sharing (Niger's MNJTF withdrawal), and jihadist attempts to link operational zones through northwest Nigeria.",0.82,P160865,"PAD states: 'Key livestock corridors for transhumance' as a priority focus area and Component 3 includes 'transnational agreements on livestock mobility.' The project targets 'pastoral and sedentary farm households' in northern states including Kebbi, Sokoto, and Zamfara where cross-border jihadist activity is concentrated. PAD's conflict sensitivity section notes project addresses 'climate change and resource scarcity' driving migration, but does not address jihadist exploitation of transhumance corridors. Implementation of transnational agreements requires cross-border coordination in a context where Niger has withdrawn from MNJTF."
NGA-2026-09,"Political Fragility: Centralization of Power, Democratic Backsliding, and Civil Space Restrictions","The project's governance structure depends on multi-level coordination (National Steering Committee, State Steering Committees, State Coordination Offices) in a context of centralized presidential power and democratic backsliding. The PAD identifies 'Political and Governance (Substantial)' risk including 'governance challenges in public sector' and 'elite capture of marketing infrastructure.' Restrictions on civil space and press freedom may constrain community participation in conflict committees and grievance redress mechanisms, particularly in states where authorities use security laws against critics.",0.8,P160865,"PAD identifies 'Political and Governance (Substantial)' risk with mitigation including 'Strong FM and procurement arrangements; Grievance Redress Mechanism; Transparent state selection criteria; Government commitment and support.' Component 3 includes 'establishment of local conflict committees, community dialogue, early warning systems' requiring open civic space. PAD notes 'Institutional Capacity (Substantial)' risk due to 'Limited human resource capacity in federal and state agencies' and dependency on 'government commitment.' The project's success depends on state-level implementation through State Ministries of Agriculture in a context where the PAD acknowledges 'governance challenges in public sector.'"
NGA-2026-10,"Economic Hardship, Social Unrest, and Labor Strikes Undermining State Legitimacy","The project's implementation depends on sustained government commitment and state-level capacity in a context of severe economic hardship, inflation near 35%, and recurring labor strikes. The PAD's macroeconomic risk assessment notes 'reduced government fiscal capacity,' which directly threatens state government co-financing of resettlement, infrastructure maintenance, and coordination office operations. Economic desperation may also drive beneficiary participation in informal value chains outside project oversight.",0.83,P160865,"PAD identifies 'Macroeconomic (Substantial)' risk including 'economic slowdown, reduced government fiscal capacity, limited access to foreign exchange for inputs and capital expenditures.' Mitigation relies on 'Project design flexibility; Contingency Emergency Response Component; Coordination with government fiscal planning.' Component 2 includes 'access to finance' and 'credit line' mechanisms assuming beneficiary purchasing power. PAD notes 'States responsible for resettlement financing' under OP 4.12, creating sustainability risk if state fiscal capacity continues to deteriorate. The project's 'Institutional Capacity (Substantial)' risk acknowledges 'sustainability of infrastructure investments dependent on adequate management and government commitment.'"
NGA-2026-11,Climate-Induced Displacement and Flood Shocks Compounding Humanitarian Vulnerability,"The project targets pastoral and agro-pastoral communities in climate-vulnerable regions (North-West, North-Central, and Southern zones) facing compounding displacement from armed violence, climate shocks, and flooding. The PAD's Component 3 addresses 'climate change-induced resource scarcity' through pasture improvement and water point construction, but these infrastructure investments are vulnerable to flood damage and climate variability. The 2025 floods affected 34 of 36 states and destroyed 1.3 million hectares of farmland, directly impacting project beneficiaries.",0.81,P160865,"PAD states: 'Climate change-induced resource scarcity driving migration and conflict' as a fragility driver and Component 3 includes 'pasture improvement' and 'water point construction' as mitigation. PAD notes 'Environmental and Social (Substantial)' risk and triggers OP 4.01 (Environmental Assessment). The project targets 'pastoral and agro-pastoral communities' in regions identified in country risk context as facing 'persistent challenges driven by armed violence, displacement, and climate shocks.' PAD's Contingency Emergency Response Component (zero-dollar allocation) is designed to 'finance response to natural disasters, disease outbreaks, or other eligible emergencies,' indicating anticipated climate/environmental shocks."
NGA-2026-03,US Military Involvement and Sovereignty Tensions Triggering Domestic Polarization,"The project operates in Sokoto and other northwestern states where US military strikes have occurred (December 2025, February 2026), creating potential for project staff and beneficiaries to be caught in cross-fire or mistaken for military targets. More broadly, the sovereignty tensions and ethno-religious polarization triggered by US military involvement could undermine community trust in government-led development initiatives and complicate project coordination with state authorities.",0.65,P160865,"PAD identifies 'All 36 states of Nigeria (technically eligible)' with 'Priority focus on northern states with pastoral systems' including Sokoto and Kebbi. Component 3 includes 'transnational agreements on livestock mobility' requiring government coordination. PAD's 'Political and Governance (Substantial)' risk acknowledges 'governance challenges in public sector' and dependency on 'Government commitment and support.' While PAD does not explicitly reference US military operations, the project's implementation in Sokoto (where US strikes occurred) and reliance on government coordination creates indirect vulnerability to sovereignty tensions affecting state capacity and community receptiveness."
NGA-2026-01,ISWAP-Boko Haram Insurgency Escalation in Northeast: Multi-Front Coordinated Attacks,"Project implementation in Borno State (epicenter of insurgency with 1.7 million IDPs) is vulnerable to disruption from escalating ISWAP/Boko Haram coordinated attacks. The PAD acknowledges that 'insecurity limits field team access to some locations with returnees and IDPs,' directly constraining project activities in the most critical target area.",0.95,P181248,"PAD states: 'Borno is epicenter of Boko Haram insurgency since 2014 with 1.7 million IDPs' and 'insecurity limits field team access to some locations with returnees and IDPs.' Security risk identified as 'substantial' with acknowledgment that 'Security risks from insurgency, conflicts, and violence could delay project activities.' Project operates in 'high-security risk environment' with Borno representing 95% of BAY state IDPs."
NGA-2026-02,"Northwest Banditry, Mass Kidnapping, and Jihadist Convergence","Project targets Sokoto, Zamfara, and Kebbi-adjacent areas (Katsina) where Lakurawa and bandit groups are actively conducting mass kidnappings and coordinated attacks. The PAD identifies these as Tier 1 states with significant IDP populations, but provides no specific mitigation for the escalating jihadist-bandit convergence threat documented in the risk profile.",0.85,P181248,"PAD lists Sokoto, Zamfara, and Katsina as Tier 1 target states with 'over 150,000 IDPs representing >2% of state population.' PAD notes 'Sokoto and Taraba show highest poverty levels (>90%) with significant displacement.' However, security mitigation strategies are generic ('develop security management plans using MCRP lessons') with no specific reference to bandit/jihadist kidnapping threats or Lakurawa operations in these states."
NGA-2026-04,Farmer-Herder Intercommunal Violence in Middle Belt and North-Central Nigeria,"Project targets Benue and Plateau states (both experiencing active farmer-herder violence with 38+ killed in February 2026 and 600,000+ IDPs in Middle Belt). Project's focus on 'community integration and social cohesion activities to address tensions between IDPs and host communities' may be insufficient given the intensity and lethality of ongoing intercommunal violence, and field teams may face access constraints.",0.8,P181248,"PAD identifies Benue and Plateau as target states and acknowledges project addresses 'tensions between IDPs and host communities' through social cohesion activities. However, PAD provides no conflict-specific analysis of farmer-herder dynamics in these states, no differentiated security protocols for intercommunal violence zones, and acknowledges only generically that 'insecurity limits field team access to some locations.'"
NGA-2026-05,Protracted Internal Displacement and Failing IDP Return Policy in Northeast,"Project's long-term development approach targeting 1.3 million IDPs is vulnerable to disruption from Borno State government's policy of closing IDP camps with a 2026 deadline. Forced returns amid ISWAP resurgence could undermine project targeting, beneficiary identification, and the sustainability of livelihood investments if returnees face renewed displacement or attack.",0.75,P181248,"PAD states project targets 'up to 1.3 million IDPs and host community members' with 'over 65% of IDPs in Northern Nigeria in North-East region, with 95% in BAY states.' PAD acknowledges 'Borno has 1.7 million IDPs representing over 25% of state population' and notes 'Protracted displacement: more than 50% of IDPs in target areas displaced for 4+ years by single event.' However, PAD does not address the risk that state-mandated camp closures could force returns into insecure areas, disrupting project implementation and beneficiary stability."
NGA-2026-06,Acute Humanitarian Funding Collapse Amid Escalating Food and Nutrition Crisis,"Project's livelihood and economic opportunity components (Component 2: US$80M for skills training, cooperatives, and small grants) may face implementation delays or reduced effectiveness if acute food insecurity and malnutrition crisis forces beneficiaries to prioritize immediate survival over skills training or cooperative participation. The PAD does not address how project will sustain beneficiary engagement during the 2026 lean season when 35 million Nigerians face acute food insecurity.",0.7,P181248,"PAD identifies project beneficiaries as vulnerable groups including 'Internally Displaced Persons (IDPs), Host community members, Women, Youth (ages 15-25), Persons with disabilities, Vulnerable groups including those at risk of Gender-Based Violence (GBV).' Component 2 includes 'skills training in climate-smart agriculture and trade skills' and 'small grants mechanism' for cooperatives. However, PAD provides no contingency for implementation during acute food insecurity periods or mechanisms to ensure beneficiary participation when facing catastrophic hunger (IPC-5 conditions in Borno)."
NGA-2026-07,Cross-Border Jihadist Spillover: Nigeria-Niger-Benin Tri-Border Area Deterioration,Project targets Sokoto and Kebbi-adjacent areas (Katsina) in the Nigeria-Niger-Benin tri-border zone where Lakurawa and ISSP are expanding operations and linking with ISWAP. The PAD acknowledges security risks but does not address the specific threat of cross-border jihadist spillover or the operational vacuum created by Niger's MNJTF withdrawal.,0.7,P181248,"PAD lists Sokoto and Katsina as Tier 1 target states. PAD states project operates in 'high-security risk environment' and includes 'continuous conflict analyses under Component 3.' However, PAD provides no specific analysis of tri-border dynamics, Lakurawa operations, or the implications of Niger's MNJTF withdrawal for project security in Sokoto and Katsina states."
NGA-2026-09,"Political Fragility: Centralization of Power, Democratic Backsliding, and Civil Space Restrictions","Project's governance coordination structure depends on federal-state-local alignment and political commitment to 'durable solutions' for IDPs. The PAD identifies political instability and 2027 elections as 'high' risk, and notes that 'Political commitment to durable solutions framework for IDPs could resurface with forced return or camp closure policies' and 'Political infighting may hinder project fund disbursement.' Centralization of decision-making at state level (acknowledged in PAD) may limit local government autonomy in project implementation.",0.85,P181248,"PAD explicitly identifies 'Political and Governance (high)' risk, stating: 'Political instability in Northern Nigeria remains a concern. 2027 elections at federal and state level pose potential risk. Political commitment to durable solutions framework for IDPs could resurface with forced return or camp closure policies. Political infighting may hinder project fund disbursement.' PAD also notes 'Decision-making highly centralized at state level' as institutional weakness. Mitigation relies on 'dialogue and consultation with federal and local government stakeholders and influential political leaders' but does not address how to insulate project from political interference."
NGA-2026-10,"Economic Hardship, Social Unrest, and Labor Strikes Undermining State Legitimacy","Project implementation depends on state and local government capacity and commitment during a period of severe economic hardship (inflation near 35%, worst cost-of-living crisis in 30 years). The PAD identifies 'Institutional Capacity for Implementation and Sustainability (substantial)' risk, noting 'Weak institutional capacity to deliver services in host communities' and 'LGs lack financial and staffing autonomy.' Economic crisis may further strain already weak institutional capacity and reduce government counterpart funding or staff availability.",0.75,P181248,"PAD identifies 'Institutional Capacity for Implementation and Sustainability (substantial)' risk with specific findings: 'Weak institutional capacity to deliver services in host communities. Overlapping governance structures complicate service delivery and planning. LGs lack financial and staffing autonomy. Decision-making highly centralized at state level. Local development plans outdated with insufficient community and IDP representation.' PAD also notes 'Macroeconomic (substantial)' risk from 'Depreciation of the naira, exchange rate instability, and budget challenges.' However, PAD does not address how economic crisis and labor unrest may further degrade institutional capacity or reduce government commitment to project implementation."
NGA-2026-11,Climate-Induced Displacement and Flood Shocks Compounding Humanitarian Vulnerability,"Project's climate-resilient infrastructure investments (Component 1: US$200M) are designed to address flood and climate shocks, but implementation may be disrupted by ongoing flood events. The 2025 floods affected 34 of 36 states and displaced 896,000 people; the Maiduguri dam overflow affected 340,975 people. Project infrastructure may face damage or require emergency reallocation of funds before completion, and beneficiary populations may face renewed displacement during implementation.",0.75,P181248,"PAD states Component 1 includes 'Strategic investments in climate-resilient roads, drainage/flood control, solid waste management, water access, public spaces/markets, and pedestrian improvements' and notes project addresses 'Climate-induced disasters' as displacement driver. PAD acknowledges 'Climate change is identified as a major driver of compounding displacement risk' and references 'the 2024 Maiduguri Alau dam overflow affecting more than 340,975 people.' Project includes Contingency Emergency Response Component (CERC) allowing 'rapid reallocation of uncommitted loan funds in eligible emergencies,' but PAD does not assess likelihood of climate shocks disrupting implementation timeline or beneficiary stability."
NGA-2026-03,US Military Involvement and Sovereignty Tensions Triggering Domestic Polarization,"Project operates in Sokoto State where US Tomahawk strikes occurred in December 2025 and February 2026, and the strikes sparked national sovereignty debate and ethno-religious polarization. Project's coordination with international development partners (IOM, UNDP, UNHCR, GIZ) and World Bank support for data collection and monitoring in FCV-sensitive areas could be perceived as aligned with foreign military intervention, potentially undermining community trust and beneficiary participation in Sokoto and other sensitive areas.",0.65,P181248,"PAD lists Sokoto as Tier 1 target state. PAD states project coordinates with 'IOM, UNDP, UNHCR, GIZ, and other development partners' and includes 'World Bank support to state PCUs in using GEMS in FCV-sensitive areas to ensure data collection can proceed and be verified.' However, PAD does not address the risk that US military strikes in Sokoto and the sovereignty tensions they triggered could undermine community trust in international development actors or create perception of alignment with foreign military intervention."
NGA-2026-01,ISWAP-Boko Haram Insurgency Escalation in Northeast: Multi-Front Coordinated Attacks,"Project operations in Borno and Yobe states face direct disruption risk from escalating ISWAP/Boko Haram coordinated attacks. Community health worker deployment, commodity transport, and health facility access are vulnerable to insurgent activity and military operations.",0.95,P507935,Project targets Borno and Yobe states (listed in 21 participating states). PAD explicitly identifies 'armed insurgency in North-East' as security risk affecting food and nutrition security. PAD notes 'Risk to beneficiaries and project staff including community workers' and 'Potential disruption of service delivery due to insecurity.' Component 1 relies on community health workers for service delivery at scale. Component 2 requires transport of agricultural inputs and equipment to households. PAD acknowledges 'deep-seated mistrust between community and formal health care system in some areas' complicating CHW effectiveness.
