risk_title,risk_summary,severity,direction,evidence_quote,realized_risk_id,PROJ_ID_IB,doc_type,doc_date
Operational and maintenance challenges in conflict-affected areas limiting WASH sustainability,"Field visits to refugee settlements and rural areas revealed significant challenges in operating and maintaining WASH systems, including vandalism, water quality issues, and limited repair capacity. These challenges are compounded by the fragile context and may undermine project sustainability in refugee-hosting and rural communities.",medium,persistent,"Discussions during the visit highlighted several challenges related to the operation and maintenance of these systems, including vandalism, water quality issues, limited repair capacity, and a lack of standardization in design.",2906d082,P500441,Aide Memoire,2025-09-05T12:55:03.000Z
"Coordination gaps between government, humanitarian, and development actors in refugee-hosting areas","Stakeholder mapping under the CIWA Trust Fund identified critical coordination gaps among government, humanitarian, and development actors in refugee-hosting areas (Maban, Jamjang, Aweil West). These gaps could undermine project effectiveness and create implementation bottlenecks.",medium,persistent,"The team presented the preliminary results of the stakeholder mapping, which identified critical coordination gaps among government, humanitarian, and development actors.",3dd68b8e,P500441,Aide Memoire,2025-09-05T12:55:03.000Z
Institutional capacity constraints in fragile government structures affecting project implementation,"The project relies on government-led implementation through MWRI, which operates in a fragile institutional environment. Significant gaps in accounting capacity, delays in financial transaction recording, and the need to hire additional specialized staff (Finance Officer, E&S specialists) indicate underlying institutional fragility that could affect project delivery.",medium,persistent,Gaps were also noted in the accounting capacity. The mission recommends the MRI/PIU to hire a Finance Officer for the project to improve the accounting capacity... The mission also advises the MWRI to timely share the action plan with the Bank's safeguard colleagues including progress and pending activities.,a5d01e83,P500441,Aide Memoire,2025-09-05T12:55:03.000Z
FCV context training for implementing firms not yet completed,"FCV context and security training for firms' staff prior to field missions was marked as 'In progress' from the previous mission (due January 31, 2025). Delayed completion of this training could expose implementing partners to security risks and compromise their ability to operate safely in conflict-affected areas.",medium,persistent,"FCV context and Security training for Firms' staff prior to field missions Firms/PIU guidance January 31, 2025 In progress",01e2768a,P500441,Aide Memoire,2025-09-05T12:55:03.000Z
Refugee and host community tensions requiring careful implementation modality design,"The National WASH project targets both refugee and host communities. The mission discussions with UNHCR and CRA focused on transitioning from humanitarian/emergency approaches to development-focused service provision, indicating underlying tensions and the need for careful implementation modalities to avoid exacerbating community relations.",medium,persistent,MWRI was particularly interested in understanding UNHCR's experience in WASH and their perspective on transitioning from a humanitarian/emergency approach to a development-focused provision of services.,b100ab31,P500441,Aide Memoire,2025-09-05T12:55:03.000Z
Security constraints limiting hydromet site assessments and infrastructure development,"Security risk assessments are required across hydromet sites before construction can proceed. The contract for a dedicated Security Risk Management Firm was not yet signed as of the mission (expected July 30, 2025), potentially delaying the start of hydromet station construction planned for January 2026.",medium,persistent,"Hydrological, environmental, and social (E&S) screening including security risk assessments of selected hydromet sites is in progress... The contract signing with Security Risk Management Firm is expected to be on July 30, 2025.",36ec8e85,P180611,Aide Memoire,2025-09-05T12:55:03.000Z
Operational and maintenance challenges in conflict-affected areas limiting WASH sustainability,"Field visits to refugee settlements and rural areas revealed significant challenges in operating and maintaining WASH systems, including vandalism, water quality issues, and limited repair capacity. These challenges are particularly acute in displacement-affected communities and may undermine project sustainability.",medium,persistent,"Discussions during the visit highlighted several challenges related to the operation and maintenance of these systems, including vandalism, water quality issues, limited repair capacity, and a lack of standardization in design.",9c9aa347,P180611,Aide Memoire,2025-09-05T12:55:03.000Z
"Coordination gaps between government, humanitarian, and development actors in refugee-hosting areas","Stakeholder mapping under the CIWA Trust Fund identified critical coordination gaps among government, humanitarian, and development actors in refugee-hosting areas (Maban, Jamjang, Aweil West). These gaps may impede effective project implementation and service delivery in displacement-affected communities.",medium,persistent,"The team presented the preliminary results of the stakeholder mapping, which identified critical coordination gaps among government, humanitarian, and development actors.",712ef5ef,P180611,Aide Memoire,2025-09-05T12:55:03.000Z
Institutional capacity constraints in fragile government structures affecting project implementation,"The project relies on MWRI institutional capacity in a fragile governance context. Multiple staffing gaps remain (hydrologist recruitment ongoing, E&S staff recruitment needed by September 2025, Finance Officer hiring required), and the PIU office construction is still ongoing, potentially constraining implementation pace.",medium,persistent,"Recruitment of a hydrologist for the PIU is still in progress and expected to be completed in July 2025... the mission highlighted the necessity of sufficient E&S staff capacity for project preparation and implementation, particularly the hiring of a GBV specialist, social development officer, and environmental officer.",979afc29,P180611,Aide Memoire,2025-09-05T12:55:03.000Z
FCV context requiring specialized security training for implementing firms,"The project operates in a fragile and conflict-affected context requiring FCV-specific security training for firms' staff prior to field missions. This training was noted as 'in progress' as of the mission, indicating ongoing security management needs.",medium,persistent,"FCV context and Security training for Firms' staff prior to field missions Firms/PIU guidance January 31, 2025 In progress",79b9ac0a,P180611,Aide Memoire,2025-09-05T12:55:03.000Z
Implementation challenges in refugee-hosting and displacement-affected communities,"The National WASH project explicitly targets refugee and host communities, requiring hybrid implementation models involving UN agencies and NGOs. The project must navigate complex operational environments in displacement-affected areas with limited government capacity.",medium,persistent,"One potential option, which MWRI agreed to consider, involves a hybrid implementation model. This model would entail MWRI forming contractual or Memorandum of Understanding (MoU) agreements with UN agencies, NGOs, and companies within the WASH sector to carry out specific interventions in designated areas, such as rural regions and communities hosting refugees.",dba03022,P180611,Aide Memoire,2025-09-05T12:55:03.000Z
Security-Related Disruptions to Pharmaceutical Supply Chain,"Security forces interference, roadblocks, attempted looting, and threats to vendors are causing delays in pharmaceutical supply delivery and distribution across project areas.",high,persistent,"Security-related disruptions were a major concern, including interference by security forces, roadblocks, attempted looting, and threats to vendors, all of which posed risks to personnel and delayed operations.",52cec011,P181385,Aide Memoire,2025-08-22T14:05:03.000Z
Healthcare Facility Closures Due to Ongoing Conflict,"At least 20 HSTP-supported health facilities remain closed due to ongoing security challenges, with recent aerial bombardment in New Fangak causing facility closures and population displacement.",high,persistent,"The conflict impact tracker report indicated that about 37 healthcare facilities supported by HSTP, including the recent aerial bombardment in New Fangak in Jonglei State, faced population displacement and resulted in the closure of New Fangak Hospital and Pakan PHCC on May 15, 2025. However, at least 20 facilities remain closed due to ongoing security challenges.",03f80981,P181385,Aide Memoire,2025-08-22T14:05:03.000Z
Unresolved Supply Deliveries in Insecure Areas,"Pending pharmaceutical deliveries for Cycle 3 in Nasir, Ulang, and Kajo-Keji counties remain unresolved due to ongoing insecurity, creating risk of supply expiry and wastage.",high,persistent,"Pending deliveries for Cycle 3 in Nasir, Ulang, and Kajo-Keji counties remain unresolved due to ongoing insecurity in those areas, highlighting the need for stronger coordination, data systems, and risk mitigation strategies.",70e42ba8,P181385,Aide Memoire,2025-08-22T14:05:03.000Z
Movement Restrictions Impeding E&S Monitoring,Security and access limitations are preventing regular Environmental and Social monitoring and reporting activities across project implementation areas.,high,persistent,Movement restrictions: security and access limitations impeded regular E&S monitoring and reporting.,56eb1fb4,P181385,Aide Memoire,2025-08-22T14:05:03.000Z
Staff Safety and Service Delivery Disruption in Conflict-Affected States,Current conflict and instability in Upper Nile State and Western Equatoria State are affecting staff safety and disrupting delivery of healthcare and other essential services.,high,persistent,"The current conflict and instability in UNS and WES are affecting staff safety and disrupting the delivery of services, including healthcare and other essential services.",81468fcd,P181385,Aide Memoire,2025-08-22T14:05:03.000Z
Attrition of Boma Health Workers Due to Governance Instability,"Attrition among Boma Health Workers is exacerbated by frequent staff changes within County Health Departments, indicating governance fragility at local level.",medium,persistent,Attrition among Boma Health Workers (BHWs) is exacerbated by frequent staff changes within County Health Departments (CHDs).,df3335f9,P181385,Aide Memoire,2025-08-22T14:05:03.000Z
Weak BHI Governance and Oversight at Local Levels,Weak governance of the Boma Health Initiative at boma level by Boma Health Committees due to lack of incentivization reflects governance fragility affecting program operations.,medium,persistent,"Weak BHI governance, insufficient support, and inadequate oversight from national to local levels affect BHI operations. For instance, the governance of BHI at the boma level by the Boma Health Committees (BHCs) is weak due to lack of incentivization.",c5e01fe1,P181385,Aide Memoire,2025-08-22T14:05:03.000Z
Delayed Incentive Payments Affecting Health Worker Motivation,"Delays in providing incentives to Boma Health Workers and healthcare workers are demotivating factors affecting their commitment and service delivery, with potential for staff attrition.",medium,persistent,"The delay in providing incentives to BHWs is a demotivating factor in their commitment. Delayed incentive payments, low routine immunization (RI) coverage, and poor uptake of the malaria vaccine—driven by social norms and maternal hesitancy—have contributed to multiple vaccine-preventable disease outbreaks.",1f158c24,P181385,Aide Memoire,2025-08-22T14:05:03.000Z
Government Budget Execution Constraints Affecting Project Implementation,"The percentage of Ministry of Health budget executed remains constrained at 31% against a 50% Year 1 target, indicating government financing fragility affecting project sustainability.",medium,persistent,The PDO indicator on 'Percentage of MoH budget executed' is lagging.,54739eca,P181385,Aide Memoire,2025-08-22T14:05:03.000Z
Financing Disruptions Affecting HSTP Health Facilities,"There is lack of information on the effect of financing disruptions specifically on HSTP health facilities, indicating potential government capacity or commitment issues.",medium,unclear,There is a lack of information on the effect of the financing disruptions specifically on HSTP health facilities.,e5212544,P181385,Aide Memoire,2025-08-22T14:05:03.000Z
Overdue Government Co-Financing Commitment,"The Government of South Sudan's direct co-financing commitment of US$4 million to HSTP was due in October 2024 and remains overdue, indicating government financing fragility.",medium,persistent,"The Government of the Republic of South Sudan direct co-financing commitment to HSTP of US$4 million was due in October 2024, and is now overdue.",c00cf1c1,P181385,Aide Memoire,2025-08-22T14:05:03.000Z
Political and Governance Instability Affecting Project Implementation,"Political and governance fragility in South Sudan continues to constrain project implementation, with the risk rating remaining at 'High' across approval and current periods. This affects coordination capacity and institutional stability needed for health sector transformation.",high,persistent,Political and Governance High High High,844968d8,P181385,Implementation Status and Results Report,2025-08-19T09:50:08.000Z
Macroeconomic Instability Impacting Project Sustainability,"Macroeconomic risks remain at 'High' level, creating challenges for sustained financing and implementation of health sector activities. This affects the project's ability to maintain service delivery and institutional capacity.",high,persistent,Macroeconomic High High High,bf58865e,P181385,Implementation Status and Results Report,2025-08-19T09:50:08.000Z
Institutional Capacity Constraints in Conflict-Affected Context,"Institutional capacity for implementation and sustainability is rated 'High' risk, reflecting fragility in government structures and coordination mechanisms needed to execute health sector transformation in a conflict-affected environment.",high,persistent,Institutional Capacity for Implementation and Sustainability High High High,12cca1df,P181385,Implementation Status and Results Report,2025-08-19T09:50:08.000Z
Coordination Challenges Between Government and Development Partners,"The project identifies a need to strengthen coordination on pharmaceutical supply chain management, suggesting tensions or capacity gaps in government-development actor coordination that may reflect governance fragility.",medium,persistent,there is a need to strengthen coordination on pharmaceutical supply chain management and climate-resilient rehabilitation planning,f210c99d,P181385,Implementation Status and Results Report,2025-08-19T09:50:08.000Z
Data Verification Gaps in Refugee and Host Community Areas,"Multiple critical health indicators show 'Data not available - pending TPM agencies onboarding' in refugee areas and host communities, indicating implementation challenges in accessing or verifying results in displacement-affected zones, which may reflect security or access constraints.",medium,persistent,Data not available - pending TPM agencies onboarding,eb49b234,P181385,Implementation Status and Results Report,2025-08-19T09:50:08.000Z
Refugee-Specific Service Delivery Disparities,"Significant performance gaps exist between refugee and host community areas. For example, only 16% of refugee women received four ANC visits compared to 26% in host communities, suggesting implementation challenges in refugee settings that may be conflict or displacement-related.",medium,persistent,Percentage of refugee women receiving four ANC visits (Percentage) 20 Aug/2023 20 01-Apr-2024 16 27-May-2025 52 Jun/2027,06d58856,P181385,Implementation Status and Results Report,2025-08-19T09:50:08.000Z
Government Counterpart Funding Commitment Uncertainty,"The Government of South Sudan has not yet deposited the required US$3 million counterpart funding into the project account, with the deadline approaching (June 11, 2025). This suggests potential fragility in government commitment to the project and capacity constraints within the Ministry of Finance.",medium,persistent,"The legal covenant on depositing US$3 million into the counterpart fund account not later than 180 days after effectiveness is yet to be achieved. The Government has been advised to open the counterpart fund account for BIFEPS and the MoPSHRD will be following up with the Ministry of Finance on the deposit of the funds prior to the June 11, 2025, deadline.",71256984,P500500,Aide Memoire,2025-08-01T10:55:03.000Z
Weak Institutional Capacity and Governance Fragility in Public Service,"The project targets civil service reform in a fragile state context. The need to build institutional capacity from within the civil service, including recruiting environmental and social specialists and training them, indicates underlying governance fragility and limited existing institutional expertise to manage development projects.",medium,persistent,"The covenant on recruiting an environmental and social specialist is underway to be achieved following the mission's agreement that to align with the objectives of the Program to strengthen institutional and human resource capabilities, qualified specialists will be identified from within the civil service and subjected to rigorous training both by the Bank and externally, to facilitate the initiation of building a pool of environmental and social risk management experts.",4fdd4e62,P500500,Aide Memoire,2025-08-01T10:55:03.000Z
Substantial Financial Management Risk Rating,"The project carries a 'Substantial' FM risk rating, which in a fragile state context indicates concerns about government capacity to manage project finances, potential governance issues, and vulnerability to mismanagement or diversion of funds.",high,persistent,Financial Management and Disbursements: The project's FM risk rating is 'Substantial'. The mission agreed that a draft Financial Management manual would be submitted by the PMU by end-April 2025.,e38ca547,P500500,Aide Memoire,2025-08-01T10:55:03.000Z
Delayed Establishment of Grievance Mechanism,"The Grievance Mechanism, critical for addressing stakeholder concerns and tensions in a fragile context, has not yet been established despite the project becoming effective in December 2024. This delays the project's ability to respond to emerging conflicts or grievances from affected populations.",medium,persistent,"An Environmental and Social Development Specialist will be assigned from the civil service to support the Project, and a Grievance Mechanism should be established prior to start of implementation of the project activities. The PMU should fast track the deployment of the E&S staff and submit the Grievance Mechanism to the Bank for review.",4ae5cf0e,P500500,Aide Memoire,2025-08-01T10:55:03.000Z
Political and Governance Instability Affecting Project Implementation,"The project operates in South Sudan under persistently high political and governance risk, which constrains the government's capacity to implement civil service reforms and maintain institutional continuity for project activities.",high,persistent,Political and Governance High High High,96167657,P500500,Implementation Status and Results Report,2025-07-31T22:55:08.000Z
Institutional Capacity Fragility Limiting Reform Implementation,"High institutional capacity risk persists, indicating that government institutions lack the stability and capability to sustain civil service reforms, functional reviews, and competency-based HRM framework implementation required by the project.",high,persistent,Institutional Capacity for Implementation and Sustainability High High High,895ef2a0,P500500,Implementation Status and Results Report,2025-07-31T22:55:08.000Z
Stakeholder Tensions and Resistance to Civil Service Reforms,"High stakeholder risk is flagged, suggesting potential resistance from public servant unions, civil society organizations, and other stakeholders to the civil service reforms, pay restructuring, and pension fund changes being implemented.",high,persistent,Stakeholders High High High,5b68af9f,P500500,Implementation Status and Results Report,2025-07-31T22:55:08.000Z
Macroeconomic Instability Threatening Project Sustainability,"Persistent high macroeconomic risk in South Sudan may undermine the government's ability to sustain pension fund reforms, civil servant incentives, and reform champion compensation mechanisms required for project success.",high,persistent,Macroeconomic High High High,04849551,P500500,Implementation Status and Results Report,2025-07-31T22:55:08.000Z
High Political and Governance Risk Persisting,"Political and governance risk remains rated as 'High' at both approval and current ISR review, indicating ongoing political instability or governance fragility affecting the operating environment for financial sector strengthening activities.",high,persistent,"Political and Governance [Risk Category]: High [Rating at Approval - 28 Sep 2023], High [ISR Seq. 01 - 09 Jan 2024], High [Proposed Rating]",820b74f6,P179278,Implementation Status and Results Report,2025-07-29T21:21:55.000Z
High Macroeconomic Risk Affecting Project Sustainability,"Macroeconomic risk is rated 'High' across all review periods, suggesting severe economic instability or currency/inflation pressures that could undermine the viability of financial sector reforms and institutional strengthening efforts.",high,persistent,"Macroeconomic [Risk Category]: High [Rating at Approval - 28 Sep 2023], High [ISR Seq. 01 - 09 Jan 2024], High [Proposed Rating]",dca63dc1,P179278,Implementation Status and Results Report,2025-07-29T21:21:55.000Z
High Fiduciary Risk at Project Approval,"Fiduciary risk was rated 'High' at project approval, indicating concerns about financial management, procurement, or governance capacity within implementing agencies that could be exacerbated by fragility conditions.",high,improving,"Fiduciary [Risk Category]: High [Rating at Approval - 28 Sep 2023], Low [ISR Seq. 01 - 09 Jan 2024], Low [Proposed Rating]",4c4b2b1f,P179278,Implementation Status and Results Report,2025-07-29T21:21:55.000Z
Government Capacity Constraints and Institutional Fragility in Project Execution,"The Ministry of Agriculture and Food Security (MAFS) has demonstrated persistent weak institutional capacity affecting project implementation, with internal fiduciary controls showing no improvement since the last supervision mission and audit findings of ineligible expenditures.",medium,persistent,"At the project design stage, the ministry's capacity was noted as being very weak. The assessment report identified the ministry's capacity gaps and made recommendations for MAFS capacity building, which the project will support for the next 12 months.",9c6db217,P169120,Aide Memoire,2025-07-18T06:55:07.000Z
Delayed Government Endorsement of Critical Food Security Policy Framework,"The Food Security Crisis Preparedness Plan (FSCPP), a key covenant requirement, remains pending presidential decree approval despite Council of Ministers approval, creating uncertainty in the government's institutional readiness to implement food security mechanisms.",medium,persistent,One key dated covenant that has not yet been fulfilled is the establishment of the Food Security Crisis Preparedness Plan (FSCPP) acceptable to the World Bank... The Bank is waiting for the final endorsement of the Plan by the President's office.,4f451839,P169120,Aide Memoire,2025-07-18T06:55:07.000Z
Loss of Project Funds Due to Government Administrative Failure,"The government failed to request an extension of the FS2030 Trust Fund before its closing date, resulting in loss of US$0.5 million in project resources and requiring refund of US$250,000 in unutilized advances.",medium,worsening,"Under the AF, the project lost US$0.5 million due to the government inability to request an extension of the TF before its closing date. As a result, the project is required to refund US$250,000 that has been advanced to the designated account but remained unutilized.",1638d77e,P169120,Aide Memoire,2025-07-18T06:55:07.000Z
Weak Project Management and Oversight Systems,"The Single Project Coordination Unit (SPCU) demonstrates systemic weaknesses in field mission management, financial oversight, and third-party monitoring quality, with ad hoc rather than structured planning affecting implementation effectiveness.",medium,persistent,The SPCU has shown weaknesses in managing Field missions and overseas training. Field trips are often conducted without clear terms of reference and the resulting back-to-office reports lack sufficient detail... the quality of this first report was not acceptable and SPCU was advised to carefully review the accuracy and completeness of the information before submitting it to the World Bank.,4e9decea,P169120,Aide Memoire,2025-07-18T06:55:07.000Z
Unresolved Audit Findings and Financial Management Deficiencies,"The 2023/2024 annual audit identified ineligible expenditures of US$13,700 requiring reimbursement, and internal fiduciary control systems continue to show several weaknesses with no improvement since the last supervision mission.",medium,persistent,"Internal fiduciary control systems still show several weaknesses, indicating that it has not improved since the last supervision mission. The 2023/2024 annual audit uncovered ineligible expenditures amounting to US$13,700. As recommended by the audit report, this amount needs to be reimbursed to the World Bank no later than July 15, 2025.",5f3b514c,P169120,Aide Memoire,2025-07-18T06:55:07.000Z
Political and Governance Instability Affecting Project Operations,"Political and governance risks remain rated as High, indicating persistent fragility in the operating environment that could disrupt project implementation despite current satisfactory progress.",high,persistent,Political and Governance High High High,2dee49d2,P169120,Implementation Status and Results Report,2025-07-17T16:35:07.000Z
Macroeconomic Instability Impacting Project Sustainability,"Macroeconomic risks are rated High across all assessment periods, suggesting ongoing economic fragility that may affect farmer livelihoods, input availability, and project sustainability.",high,persistent,Macroeconomic High High High,bc434b55,P169120,Implementation Status and Results Report,2025-07-17T16:35:07.000Z
Displacement and Refugee Integration Pressures,"The project is actively reaching displaced populations (11,811 returnees and 830 refugees with assets and services), indicating ongoing displacement dynamics that create implementation pressures and require targeted support.",medium,persistent,"Under the AF, 11,811 returnees were reached with assets and services while 830 refugees were reached with the same inputs.",c94afa7b,P169120,Implementation Status and Results Report,2025-07-17T16:35:07.000Z
Institutional Capacity Deterioration for Implementation and Sustainability,"Institutional capacity for implementation and sustainability has declined from Substantial to Moderate in the latest assessment, suggesting weakening government and partner capacity to sustain project gains.",medium,worsening,Institutional Capacity for Implementation and Sustainability High Substantial Moderate,6f28cc6b,P169120,Implementation Status and Results Report,2025-07-17T16:35:07.000Z
Governance Fragility and Institutional Capacity Collapse in Project Implementation,"Systemic failure of the Owner's Engineer (OE) contractor, including fraudulent misrepresentation of key experts, breach of contract, and potential double-billing on other World Bank projects, indicates severe governance and institutional weakness affecting project delivery. The PIU's limited capacity to enforce contractual compliance threatens project viability.",high,worsening,"During the mission, the OE's ""key experts"" admitted they had no insight into the Conceptual Design report and disclosed that their names were used in the proposal, but they were never assigned to the actual work. This is not only a critical absence of leadership and engagement but a serious breach of contract and potential fraud... Additionally, there is growing evidence that key experts are being double presented on other active World Bank projects, which, if confirmed, could constitute fraudulent misrepresentation under Bank procurement policy.",674e5daf,P178891,Aide Memoire,2025-07-11T06:35:02.000Z
Conflict Over Project Scope and Contractor Selection Between Government Entities,Ongoing dispute between Juba Electricity Distribution Company (JEDCO) and Ministry of Energy and Dams (MoED) over payment obligations and contractor selection for service drop connections creates institutional tension and threatens procurement timelines. JEDCO's insistence on being contracted despite World Bank position creates governance friction.,medium,persistent,"The mission noted with concern that there is still an ongoing discussion between Juba Electricity Distribution Company (JEDCO) and the MoED over payment request from JEDCO for investments made against the 24 transformers installed by the African Development Bank funded project, and JEDCO insistence on being contracted to implement the service drop connections.",4f74fa43,P178891,Aide Memoire,2025-07-11T06:35:02.000Z
Weak Financial Controls and Fiduciary Integrity Undermining Project Credibility,"Multiple instances of ineligible expenditures, asset theft, unauthorized payments, and weak internal controls indicate systemic fiduciary weakness. Qualified audit opinion and evidence of staff misconduct (cashing PIT cheques, double-charged accommodation, stolen assets) suggest governance fragility affecting stakeholder confidence in government institutions managing development funds.",high,persistent,"The latest FM assessment mission identified significant weaknesses in internal controls, including: (i) Weak internal controls and lack of internal audit reviews; (ii) Ineligible expenditures, such as cashing Personal Income Tax (PIT) cheques, double-charged accommodation, and payment for internet services not received; (iii) Inadequate project asset management, including loss or theft of assets... (viii) Supplier payments are made via petty cash; and (ix) Stolen project assets.",51393116,P178891,Aide Memoire,2025-07-11T06:35:02.000Z
