risk_title,risk_summary,severity,direction,evidence_quote,realized_risk_id,PROJ_ID_IB,doc_type,doc_date
Contractor Financial Distress and Implementation Delays,"The AL-OWN/HDF Joint Venture contractor for bridge lots 1 and 4 has submitted claims for US$3.78 million due to implementation delays, citing access issues and extreme weather. The contractor appears to have limited equipment on site and financial difficulties, creating risks of further delays and potential contract disputes.",high,worsening,"Implementation delay claims: The mission was informed of claims for delays in project implementation arising from lack of access to the site, extreme weather conditions, etc was submitted by the contractor for Lots 1 and 4 (AL-OWN/HDF Joint Venture), amounting to US$3,782,423 and covering the period of contract effectiveness to end December 2024.",aba48ebf,P153437,Aide Memoire,2025-07-03T12:40:02.000Z
Government Counterpart Funding Gaps and Payment Delays,"A financing gap of US$10.944 million has been identified, with the Government of Sierra Leone required to contribute US$6.944 million. Delays in counterpart fund processing threaten contractor payments and project completion, creating tensions between government capacity and project implementation requirements.",high,persistent,"As of November 2024, a financing gap of US $ 10.944 million had been identified during the contracting of the 4 No Bridges and the zero-cost extended period of project closure to be funded by the GoSL (US $ 6.9 million) and the Sierra Leone Connectivity and Agricultural Marketing Infrastructure Project -SL CAMIP (US $ 4million).",259c9764,P153437,Aide Memoire,2025-07-03T12:40:02.000Z
Occupational Health and Safety Incident at Bridge Construction Site,"A lost-time injury occurred at Lot-4 bridge site on February 7, 2025, indicating workplace safety risks at active construction sites. This reflects potential governance and safety compliance gaps in contractor management.",medium,new,"However, an occupational health and safety incident occurred in Lot-4 on the 7th February ,2025. A lost time injury has been reported, and the worker involved has received medical attention.",2e351149,P153437,Aide Memoire,2025-07-03T12:40:02.000Z
Community Safety Risks at Bridge Construction Sites,"Construction sites are located within communities with inadequate safety barriers and signage, creating risks to community members. The project has not yet installed sufficient safety infrastructure despite ongoing construction activities.",medium,persistent,The mission recommends the installation of safety signs and barricading of these sites to prevent access by community members.,180d9c32,P153437,Aide Memoire,2025-07-03T12:40:02.000Z
Pending Compensation Payments Creating Community Grievances,"Five pending compensation claims totaling US$31,661 at bridge lots 2 and 3 remain unresolved, with six complaints reported during the mission. These unresolved grievances risk community tensions and potential project disruptions.",medium,persistent,"The mission confirmed that there are five emerging compensation payments in Lots 2& 3 for affected individuals, amounting to $31,661. The mission recommended that these pending payments should be settled on or before June 30, 2025, as soon the government counterpart funding becomes available.",8eac1721,P153437,Aide Memoire,2025-07-03T12:40:02.000Z
Road Access Deterioration Threatening Bridge Utilization,"Access roads to completed bridges are in poor condition and deteriorating, with some stretches over 100 kilometers requiring urgent government attention. Poor road connectivity risks under-utilization of completed infrastructure and community dissatisfaction.",medium,worsening,"Access roads leading to several bridges are currently in poor condition. For example, the stretch from the mining area to the Manowa bridge spans over 100 kilometres and urgently requires government attention to prevent further deterioration which will subsequently result in under-utilization of the bridge.",5d36375a,P153437,Aide Memoire,2025-07-03T12:40:02.000Z
Contractor Equipment Deficiency Affecting Project Delivery,"The contractor for lots 1 and 4 has limited equipment on site, creating risks of further delays and non-compliance with contract terms. This equipment gap may reflect contractor financial constraints or governance issues.",medium,persistent,Contractors' Equipment: The contractor handling Lots 1 and 4 seems to have limited equipment on site and the mission recommends that the PIU should review the contract agreement to ensure that the contractor complies with the terms regarding the provision of equipment.,04a7623e,P153437,Aide Memoire,2025-07-03T12:40:02.000Z
Unresolved Financial Accountability Issues,"Outstanding issues include US$141,000 in grant advances to Sierra Akker and overpaid amounts under a cancelled Moyamba contract that remain unresolved since March 2024. These fiduciary gaps suggest governance and accountability challenges.",medium,persistent,"The mission noted the progress made by the Client towards the provision of supporting documents for the Grant advances of $141,000 to Sierra Akker and the refund of overpaid payments made under the cancelled Moyamba contract, and agreed on a new deadline of September 30, 2025 after which the Bank will request for the refund of these ineligible expenditures.",86b5d9ed,P153437,Aide Memoire,2025-07-03T12:40:02.000Z
Inadequate Environmental and Social Safeguard Reporting by Contractors,"Contractors for lots 1 and 4 have not submitted required environmental monitoring reports on hydrology, water quality, air quality, noise, and waste management, indicating weak compliance with safeguard requirements and potential environmental governance gaps.",medium,persistent,"However, contractor(s) for lots 1 and 4 have not sufficiently reported on essential environmental parameters, including hydrology, water quality, air quality, noise levels, and waste management. The mission recommends that the contractor submit outstanding reports by June 15 to address these reporting gaps and ensure compliance with environmental standards.",0f476a60,P153437,Aide Memoire,2025-07-03T12:40:02.000Z
Political and Governance Risk Escalation,"Political and governance risk rating has increased from Substantial at approval to High in the current assessment, indicating worsening political instability or governance fragility affecting project implementation.",high,worsening,Political and Governance Substantial High High [Risk Category Rating at Approval vs Last Approved Rating vs Proposed Rating],af8b0f78,P168608,Implementation Status and Results Report,2025-06-26T14:45:29.000Z
Macroeconomic Risk Escalation,"Macroeconomic risk rating has increased from Substantial at approval to High, which may constrain government capacity to support project implementation and MDA engagement.",high,worsening,Macroeconomic Substantial High High [Risk Category Rating at Approval vs Last Approved Rating vs Proposed Rating],feb1d52e,P168608,Implementation Status and Results Report,2025-06-26T14:45:29.000Z
Limited Government Ministry Ownership and Engagement,"Despite project alignment with MDA mandates, MDA participation remains limited, creating sustainability risks and potential tensions between project implementation and government institutional priorities.",medium,persistent,"Despite the project's alignment with MDA mandates—such as planning, risk management, and infrastructure development—MDA participation remains limited. To safeguard project relevance and long-term sustainability, the Government is urged to enhance MDA involvement across all stages.",7399663f,P168608,Implementation Status and Results Report,2025-06-26T14:45:29.000Z
Coordination Challenges in Emergency Preparedness,"Capacity gaps and coordination challenges persist in emergency preparedness and response despite staff training targets being met, indicating governance and institutional coordination fragility.",medium,persistent,"The target has been achieved since May 2024, however capacity gaps remain amidst coordination challenges. The project will support enhanced coordination and capacity building through TF activities supported by GFDRR.",1dd12148,P168608,Implementation Status and Results Report,2025-06-26T14:45:29.000Z
Political and Governance Risk Escalation,"Political and governance risk rating has increased from Moderate at project approval to Substantial at the last review, indicating worsening political instability or governance fragility affecting project implementation in Sierra Leone.",high,worsening,Political and Governance Moderate [at Approval Package - 09 Dec 2021] ... Substantial [Last Approved Rating ISR Seq. 06 - 24 Dec 2024] ... Substantial [Proposed Rating],68faa733,P172102,Implementation Status and Results Report,2025-06-14T03:10:14.000Z
Network Infrastructure Constraints Hindering Health System Operations,"Network availability issues are impeding implementation of electronic data entry systems and timely health management information system (HMIS) reporting, which are critical for health service delivery monitoring and governance.",medium,persistent,New Standard Operating Procedures for electronic data entry are being rolled out in Sierra Leone and these are often hindered by network availability.,d47447c6,P172102,Implementation Status and Results Report,2025-06-14T03:10:14.000Z
Political and Governance Risk - Substantial Rating Maintained,"Political and governance risks remain at Substantial level throughout project implementation, indicating persistent fragility in the governance environment affecting project execution and sustainability of reforms.",high,persistent,"Political and Governance Substantial Substantial Substantial [Risk Category Rating at Approval, Last Approved Rating, Proposed Rating]",2667958f,P172492,Implementation Status and Results Report,2025-06-05T21:15:08.000Z
Institutional Capacity Constraints for Implementation and Sustainability,"Institutional capacity for implementation and sustainability remains rated as Substantial risk, suggesting ongoing challenges in government agencies' ability to execute and maintain project activities, particularly relevant for decentralized governance systems.",high,persistent,Institutional Capacity for Implementation and Sustainability Substantial Substantial Substantial,36b86734,P172492,Implementation Status and Results Report,2025-06-05T21:15:08.000Z
Governance and Institutional Capacity Constraints Affecting Health System Oversight,"Political and governance risks are rated as Substantial, with institutional capacity for implementation also rated as High risk. These constraints are directly impacting the project's ability to implement decentralization reforms and maintain oversight of service delivery and drug distribution at central level.",high,persistent,improving decentralization of service delivery and drug distribution and oversight at central level,1037360e,P172102,Implementation Status and Results Report,2025-05-31T18:11:23.000Z
Grievance Mechanism Non-Functionality Linked to Governance Fragility,"The project's grievance redressal mechanism is not functioning, with zero grievances addressed as of June 2024. This has triggered an Environment & Social downgrade and reflects broader governance challenges in implementing accountability mechanisms.",high,persistent,Grievances addressed each year (Percentage)... This indicator is not on track to meet 2024 or end of project ratings. This has resulted in the E&S downgrade. Ensuring its functionality is a key action for the task team and the PIU.,90714c75,P172102,Implementation Status and Results Report,2025-05-31T18:11:23.000Z
Health Information System Reporting Delays Due to Contextual Instability,"Health facility reporting timeliness is hindered by contextual factors including electricity and network disruptions, preventing timely submission of routine HMIS reports according to national guidelines. This reflects underlying governance and infrastructure fragility.",medium,persistent,"Health facilities submitting timely routine/HMIS reports according to national guidelines (Percentage)... Despite improvements in data collection and reporting, the timeliness of submission is hindered by contextual factors (electricity, network).",70c3fcea,P172102,Implementation Status and Results Report,2025-05-31T18:11:23.000Z
Persistent Delays in Health Facility Readiness Affecting Service Delivery,"Significant delays in the readiness of health facilities are preventing the implementation of referral systems and service delivery improvements, indicating underlying institutional and governance capacity constraints.",medium,persistent,The number of referrals is lower than expected due to persistent delays in the readiness of health facilities and challenges and different referrals supported by the project (spokes to hospitals) not being accounted for under the current indicator.,a4e9dd9e,P172102,Implementation Status and Results Report,2025-05-31T18:11:23.000Z
Community Health Worker Program Instability Due to Sectoral Reforms,"The Community Health Worker program has experienced significant performance volatility due to ongoing reforms and data system transitions (paper-based to digital), affecting service delivery coverage and creating implementation uncertainty.",medium,worsening,The performance has varied considerably quarter by quarter due to reforms within the CHW program and changes in the data reporting system (from paper based to digital).,9500c78e,P172102,Implementation Status and Results Report,2025-05-31T18:11:23.000Z
Political and Governance Instability Affecting Project Implementation,"Political and governance risks are rated as Substantial, indicating significant fragility in the political environment that could undermine project implementation and sustainability of education system improvements.",high,persistent,Risk Category: Political and Governance - Proposed Rating: Substantial,40baabc1,P167897,Implementation Status and Results Report,2025-05-31T06:41:43.000Z
Institutional Capacity Constraints in Fragile Context,"Institutional capacity for implementation and sustainability is rated as Substantial risk, suggesting weak government institutions may struggle to execute and sustain project activities, particularly relevant in a fragile state context.",high,persistent,Risk Category: Institutional Capacity for Implementation and Sustainability - Proposed Rating: Substantial,c61983c2,P167897,Implementation Status and Results Report,2025-05-31T06:41:43.000Z
Delayed Implementation of Critical Education Access Components,"Key components supporting out-of-school children (OOSC) and foundational learning are experiencing delays, with back-to-school incentives delayed due to fund unavailability and accelerated curriculum not yet initiated, potentially exacerbating vulnerability of marginalized populations.",medium,worsening,Delayed due to non-availability of funds for EAA. No accelerated primary school curriculum available... Not initiated.,432946fe,P167897,Implementation Status and Results Report,2025-05-31T06:41:43.000Z
Governance Accountability Gaps in School Management,"Low completion rates in gender-based violence prevention training and grievance resolution (only 28.2% of 1,365 complaints resolved) indicate governance and accountability weaknesses that could affect protection of vulnerable students and community trust in education institutions.",medium,persistent,"Number of SMC and Board of Governor members and teachers trained in gender in education (gender sensitization, GBV prevention and awareness): 0.00... 1,365 complaints received, 385 resolved.",4a70a7fa,P167897,Implementation Status and Results Report,2025-05-31T06:41:43.000Z
Political and Governance Instability Affecting Implementation,"Political and governance risks are rated as 'Substantial' at both approval and current review, indicating persistent fragility in the operating environment that could undermine project implementation continuity and beneficiary access to services.",high,persistent,Risk Category: Political and Governance... Rating at Approval: Substantial... Last Approved Rating: Substantial,3cfed3e8,P176789,Implementation Status and Results Report,2025-05-29T12:05:46.000Z
Institutional Capacity Constraints for Implementation,"Institutional capacity for implementation and sustainability is rated 'Substantial,' suggesting that NaCSA and partner agencies may face challenges in executing project activities reliably, particularly in fragile governance contexts.",high,persistent,Risk Category: Institutional Capacity for Implementation and Sustainability... Rating at Approval: Substantial... Last Approved Rating: Substantial,754d41e5,P176789,Implementation Status and Results Report,2025-05-29T12:05:46.000Z
Fiduciary Risk in Fragile Context,"Fiduciary risk is rated 'Moderate' at current review (upgraded from 'Substantial' at approval), but remains elevated in a fragile governance environment, potentially affecting fund management and beneficiary payment integrity.",medium,improving,Risk Category: Fiduciary... Rating at Approval: Substantial... Last Approved Rating: Moderate,2f629fc4,P176789,Implementation Status and Results Report,2025-05-29T12:05:46.000Z
Delays in Resettlement and Livelihoods Restoration Planning for Transmission Lines,"The project has experienced delays in preparing Resettlement Action Plans (RAP) for three transmission line components (Kenema-Kailahun, Fadugu-Kabala, Potoro-Pujehun). These delays could affect affected communities and delay project implementation, particularly given the need to identify and compensate affected persons.",medium,persistent,"Further, the project shall fast track the preparation of ESIA, resettlement and livelihoods restoration plan for the Kenema-Kailahun, Fadugu-Kabala and Potoro-Pujehun transmission lines.",3a43be37,P171059,Aide Memoire,2025-04-22T17:40:13.000Z
Delays in Sexual Exploitation and Abuse (SEA) and Sexual Harassment (SH) Risk Management Coordination,"SEA/SH risk assessments and action plans for both ESLEAP and RESPITE projects have not been finalized, creating potential safeguarding gaps during project implementation. Coordination between the two projects remains incomplete.",medium,persistent,"The SEA/SH risk assessment and action plan shall be coordinated with the RESPITE project, to develop one action plan for the two projects with clear roles and responsibilities, and the corresponding budget for the implementation of the action plan.",85268bba,P171059,Aide Memoire,2025-04-22T17:40:13.000Z
Delays in RESPITE Resettlement Action Plan Preparation Affecting Site Handover,"The RAP for RESPITE has not been prepared, which is a prerequisite for site handover to contractors at Newton and Lungi solar parks. This creates implementation delays and potential community grievances if resettlement is not properly planned.",high,persistent,The RAP has not yet been prepared and the consultant responsible for preparing it signed a contract during the mission. The works for the solar parks at Newton and Lungi can only begin once the RAP is prepared and implemented. The present situation could potentially mean significant delays in implementation even after contract signing.,21a02f98,P171059,Aide Memoire,2025-04-22T17:40:13.000Z
Governance and Institutional Capacity Gaps in EDSA Management,"EDSA has experienced delays in recruiting key management positions (Chief Information Officer, Supervisory Engineer) that are critical for project oversight and sustainability. These gaps affect institutional capacity to manage complex energy infrastructure projects.",medium,persistent,"The recruitment process for the Chief Information Officer (CIO) is ongoing... The mission noted that further delays in recruiting the supervisory engineer could seriously jeopardize the sustainability of the solar PV and battery storage plants. The recruitment of the supervisory engineer within 6 months of project effectiveness is one of the legal covenants of the project. However, there have been significant delays in completing this process.",2d51d031,P171059,Aide Memoire,2025-04-22T17:40:13.000Z
Delays in Supervisory Engineer Recruitment Jeopardizing Project Sustainability,"The RESPITE project has experienced significant delays in recruiting a supervisory engineer, which is a legal covenant requirement. This delay affects the PIU's ability to review designs and provide proper guidance, potentially compromising the sustainability of solar PV and battery storage plants.",high,persistent,"The mission noted that further delays in recruiting the supervisory engineer could seriously jeopardize the sustainability of the solar PV and battery storage plants. The recruitment of the supervisory engineer within 6 months of project effectiveness is one of the legal covenants of the project. However, there have been significant delays in completing this process.",782477ff,P171059,Aide Memoire,2025-04-22T17:40:13.000Z
Coordination Challenges with Sierra Leone Roads Authority Delaying Site Access,Significant delays in initiating discussions with the Sierra Leone Roads Authority (SLRA) regarding access road preparation for Newton and Lungi sites threaten timely site handover to contractors and project implementation.,medium,persistent,"However, the mission noted significant delays in initiating discussions with the Sierra Leone Roads Authority (SLRA). The mission urged MoE & EDSA to reach out to SLRA to finalize discussion on the road and prepare a time bound construction or renovation plan (By November 20, 2024).",0ca6bd84,P171059,Aide Memoire,2025-04-22T17:40:13.000Z
Systemic Safety and Incident Management Failures in EDSA Operations,"The project has experienced incidents, accidents, and fatalities within EDSA operations. A root cause analysis was due June 30, 2024 but remains delayed, indicating unresolved systemic safety and governance issues affecting worker and community safety.",high,persistent,"Conduct a root cause analysis on the systemic issues leading to incidents, accidents and fatalities PIU-EDSA June 30, 2024 – Delayed",31b6e3cc,P171059,Aide Memoire,2025-04-22T17:40:13.000Z
Political and Governance Risk Reduction,"Political and governance risk rating has improved from Substantial to Moderate, indicating reduced FCV-related governance fragility affecting project implementation.",medium,improving,Political and Governance Substantial Moderate Moderate [Risk Category Rating at Approval vs Last Approved Rating vs Proposed Rating],421e478f,P171059,Implementation Status and Results Report,2025-04-22T16:35:10.000Z
Stakeholder Engagement Risk Escalation,"Stakeholder risk rating has increased from Moderate to Substantial, suggesting emerging tensions or challenges with stakeholder engagement that may affect project implementation.",medium,worsening,Stakeholders Moderate Substantial Substantial [Risk Category Rating at Approval vs Last Approved Rating vs Proposed Rating],c14f2b36,P171059,Implementation Status and Results Report,2025-04-22T16:35:10.000Z
Delayed SRGBV Training Implementation Affecting Violence Prevention,"Sexual and reproductive gender-based violence (SRGBV) training for 2,000 school management committees and boards of governors was scheduled for January-February 2025 but has been rescheduled to April 2025, delaying critical violence prevention capacity building in schools.",medium,worsening,"SRGBV Training for 2000 (SMCs, BOGs) Jan-Feb 2025... Planning will start in January to commence in April",561a01e9,P167897,Aide Memoire,2025-04-15T17:30:03.000Z
Incomplete GBV Response and Safeguarding Framework,"Multiple critical safeguarding activities remain not started, including GBV/SEA/SH refresher training, social audits, and accountability frameworks for GBV response, creating gaps in institutional capacity to address violence in schools.",high,persistent,Conduct GBV/SEA/SH refresher training 31-Mar-25... not started; Mid-term review of social audit findings 28-Feb-25... not started; outline a clear accountability framework for those working in GBV response/mitigation... 28-Feb-25... not started,9fa3875c,P167897,Aide Memoire,2025-04-15T17:30:03.000Z
Delayed School Safety Standards Development,"Development of school safety standards, critical for protecting students from violence and conflict-related threats, remains incomplete despite a February 2025 deadline.",medium,persistent,Develop school safety standards 28-Feb-25... Draft completed,1ed9fcab,P167897,Aide Memoire,2025-04-15T17:30:03.000Z
Stalled Social Audit Implementation for Accountability,"Social audits to assess institutional accountability and safeguarding mechanisms have not been initiated, delaying evidence-based identification of governance and violence-related vulnerabilities.",medium,persistent,Supervise consultants conducting social audits 31-Jan-25... not started,99fe705f,P167897,Aide Memoire,2025-04-15T17:30:03.000Z
Delayed Grievance Redress Mechanism Follow-up,"Follow-up visits to Grievance Redress Mechanisms (GRMs) and Grievance Redress Committees (GRCs) post-protocol rollout are contingent on completion of training, creating delays in monitoring institutional responsiveness to conflict and violence complaints.",medium,persistent,Follow-up visits to GRMs/GRCs post-protocol roll-out 31-Mar-25... contingent upon completion of training,c478197f,P167897,Aide Memoire,2025-04-15T17:30:03.000Z
Incomplete Male Engagement Strategy for GBV Prevention,"Identification of male gender equality champions and development of a male engagement approach for GBV prevention and response remains incomplete, limiting comprehensive violence prevention efforts.",low,persistent,Identify male gender equality champions from MBSSE and develop an action plan to pilot male engagement approach towards GBV prevention and response 28-Feb-25... to be during the training,41b4762d,P167897,Aide Memoire,2025-04-15T17:30:03.000Z
NGO Consortium Withdrawal Affecting OOSC Implementation Capacity,"Save the Children led NGO Consortium has withdrawn from the project, forcing MBSSE to assume direct responsibility for supporting 120,000 out-of-school children. This represents a significant shift in implementation arrangements and raises questions about MBSSE's institutional capacity to manage this expanded mandate.",high,new,"As the Save the Children led NGO Consortium has withdrawn from the project, MBSSE will take up their assigned activities and support all 120,000 OOSC.",01f0bca1,P167897,Aide Memoire,2025-04-15T17:20:02.000Z
Delays in School-Related Gender-Based Violence (SRGBV) Reporting,"The mission noted delays in reporting of school-related gender-based violence cases, indicating potential gaps in the protection and safeguarding systems for students. This affects the project's ability to respond to violence incidents affecting vulnerable populations.",high,persistent,"The mission noted delays in reporting of some school-related gender-based violence (SRGBV) cases, and stressed the importance of timely reporting of cases, ensuring easily accessible reporting modalities, to enhance timely reporting",5630dcfb,P167897,Aide Memoire,2025-04-15T17:20:02.000Z
Teacher Perpetrators Absconding from Law Enforcement,"Teachers accused of SRGBV are absconding from the law, indicating governance and rule-of-law challenges in holding perpetrators accountable. This undermines child protection objectives and suggests weak coordination between education and justice systems.",high,persistent,"The MBSSE has confirmed that teachers accused of SRGBV who are absconding from the law, can be immediately blacklisted.",a25ffee4,P167897,Aide Memoire,2025-04-15T17:20:02.000Z
Sexual Harassment and Drug Abuse on School Transport,"Sexual harassment and drug abuse incidents have been identified on school buses in Freetown and Bo, indicating safety and security challenges affecting student protection in urban areas. This requires coordination with local authorities and transport operators.",medium,persistent,The mission discussed the issue of sexual harassment and drug abuse on school buses in Freetown and Bo. It was agreed that the MBSSE leadership would arrange a meeting with the local council and the Sierra Leone Road Transport Corporation to put in place measures to secure safe school bus travel.,55ddbeef,P167897,Aide Memoire,2025-04-15T17:20:02.000Z
Coordination Gaps Between Education and Justice Systems,"The project requires coordination between MBSSE, TSC, Attorney General, and other justice sector actors to address SRGBV. The need for a newly designated senior prosecutor focal point and development of sanctions frameworks suggests previously weak institutional linkages.",medium,improving,"The mission and the MBSSE met with the Attorney General (AG) on February 27, 2025. It was agreed that the necessary legal support will be provided, and a senior prosecutor was designated as the focal point for providing legal advice to the MBSSE/TSC.",e6dd4824,P167897,Aide Memoire,2025-04-15T17:20:02.000Z
Weak Teacher Code of Conduct Enforcement Framework,"TSC has expressed the need to develop a sanctions framework relating to violations of the Teacher Code of Conduct, indicating that enforcement mechanisms for teacher misconduct are currently inadequate, affecting child protection in schools.",medium,new,"TSC has expressed the need to develop a sanctions framework relating to violations of the Teacher Code of Conduct, and these regulations/guidelines are to be approved by the TSC board and the MBSSE management.",4639d7d1,P167897,Aide Memoire,2025-04-15T17:20:02.000Z
Political and Governance Instability Affecting Project Implementation,"The project faces substantial political and governance risks that are constraining implementation progress. The downgrade from Satisfactory to Moderately Satisfactory ratings reflects accumulated implementation delays, suggesting governance fragility is impacting project execution capacity.",high,persistent,The team downgraded PDO and IP ratings from Satisfactory to Moderately Satisfactory (MS) reflecting accumulated implementation delays in the project.,858c9cf4,P177077,Implementation Status and Results Report,2025-01-29T22:05:07.000Z
Institutional Capacity Constraints for Digital Government Implementation,"Substantial institutional capacity risks persist in implementing digital government services. Zero progress on key government digitalization indicators (MDAs utilizing shared services, G2C/G2B services developed, e-Cabinet/e-Parliament systems) suggests governance institutions lack capacity to operationalize digital systems, a core FCV concern in fragile states.",high,persistent,MDAs utilizing shared services operationalized by the project (Number) Actual (Current): 0 13-Jan-2025... G2C/G2B Digital Government Services developed (Number) Actual (Current): 0 13-Jan-2025,931c8db3,P177077,Implementation Status and Results Report,2025-01-29T22:05:07.000Z
Governance Capacity Risk in Spectrum Management and Critical Infrastructure Protection,The government has not yet established spectrum management systems or operationalized the National CIRT despite project support. These are critical governance functions; delays suggest institutional fragility in managing essential digital infrastructure and regulatory functions.,medium,persistent,Spectrum Management and Monitoring System Established (Yes/No) Actual (Current): No 13-Jan-2025... National CIRT operational (Yes/No) Actual (Current): No 13-Jan-2025,37c132d1,P177077,Implementation Status and Results Report,2025-01-29T22:05:07.000Z
Access Route Collapse Delaying Bridge Construction,"The diversion route to bridge construction sites has collapsed, blocking access for heavy machinery and materials. This infrastructure failure is causing construction delays and creating safety hazards for workers and communities.",medium,persistent,"Additionally, the mission observed delays in completion of diversion route after the collapse of the bridge leading to site.",31bfe50c,P153437,Aide Memoire,2025-01-27T06:50:02.000Z
Ferry Grounding and Community Isolation Due to Flooding,"At Manowa bridge site, the ferry transporting people and goods has been grounded due to heavy rainfall and rising water levels, forcing communities to resort to unsafe non-motorized wooden canoes. This creates immediate safety risks and potential community tensions.",high,worsening,"It was noted that the ferry transporting people and goods across the Moa River has been grounded due to heavy rainfall and rising water levels. As a temporary measure, the contractor and the communities have resorted to using non-motorized wooden canoes until the bridge is completed.",f06d73dc,P153437,Aide Memoire,2025-01-27T06:50:02.000Z
Government Counterpart Funding Delays Affecting Project Completion,"The Government of Sierra Leone has not released required counterpart funds ($3.1 million) for bridge construction, creating financial gaps and potential contractor payment delays that could jeopardize project completion and contractor performance.",high,persistent,The mission noted that the payment of counterpart fund for the bridges are still outstanding. This delay will affect the completion of the contracts.,8706ecbc,P153437,Aide Memoire,2025-01-27T06:50:02.000Z
