risk_title,risk_summary,severity,direction,evidence_quote,realized_risk_id,PROJ_ID_IB,doc_type,doc_date
Political and Governance Instability Affecting Project Implementation,"The project faces substantial political and governance risks that have been consistently rated as 'Substantial' since approval. These risks are affecting implementation timelines and the ability to achieve certain targets, particularly under Component 2 (informal sector skills development).",high,persistent,"Political and Governance Substantial Substantial Substantial [Risk Category Rating at Approval, Last Approved Rating, and Proposed Rating all marked as Substantial]",120cb299,P166239,Implementation Status and Results Report,2025-09-25T20:50:08.000Z
Delays in Component 2 Implementation Linked to Governance Challenges,"Component 2 activities have experienced delays in finalizing selection processes and contracting with Training Service Providers (TSPs), with slow progress on impact evaluation surveys. These delays suggest governance and institutional capacity constraints affecting implementation.",medium,worsening,"Sub component 2.2a - Following the completion of the training for Master craft persons and apprentices, slow progress has been made in finalizing the selection of the firm for the follow-up impact evaluation survey to assess the effectiveness of the training received.",2c43361f,P166239,Implementation Status and Results Report,2025-09-25T20:50:08.000Z
Institutional Capacity Constraints Affecting NYESAF Implementation and Target Achievement,"The Nigerian Youth Employment Skills Acquisition Fund (NYESAF) implementation is lagging significantly, with enrollment and completion targets unlikely to be achieved by project closing. This reflects underlying institutional capacity and governance challenges in managing results-based contracting.",high,worsening,"Number of youth who enrolled in a results-based and demand-driven skills training (Number, cumulated) (Number) Comments on achieving targets: This is number of trainees enrolled under the first batch of NYESAF. End target not likely to be achieved by project closing date",53ebf5b4,P166239,Implementation Status and Results Report,2025-09-25T20:50:08.000Z
Political and Governance Fragility Affecting State-Level Implementation,The program depends on sustained political commitment and governance capacity across 32 participating states in Nigeria. The 'Substantial' political and governance risk rating indicates structural fragility that could undermine state-level reform implementation and fund absorption.,high,persistent,Political and Governance Substantial Substantial Substantial,0a8a7cbb,P177442,Implementation Status and Results Report,2025-09-17T08:50:07.000Z
Institutional Capacity Constraints at State Level,"The program faces 'High' institutional capacity risk for implementation and sustainability, suggesting that participating states may lack adequate technical and administrative capacity to execute business enabling reforms, particularly in complex areas like PPP frameworks and land administration digitization.",high,persistent,Institutional Capacity for Implementation and Sustainability High High High,ff4dbc6c,P177442,Implementation Status and Results Report,2025-09-17T08:50:07.000Z
Sector Strategy and Policy Instability,"The 'Substantial' sector strategies and policies risk rating indicates that the broader business enabling environment and sectoral policies in Nigeria remain unstable, potentially undermining the sustainability of state-level reforms supported by the program.",high,persistent,Sector Strategies and Policies Substantial Substantial Substantial,40a7cbfe,P177442,Implementation Status and Results Report,2025-09-17T08:50:07.000Z
Technical Design Implementation Challenges,"The program maintains a 'Substantial' technical design risk rating, indicating ongoing challenges in the technical implementation of complex reforms across states, which may be exacerbated by governance fragility and capacity constraints.",high,persistent,Technical Design of Project or Program Substantial Substantial Substantial,44ef0a4c,P177442,Implementation Status and Results Report,2025-09-17T08:50:07.000Z
Insecurity Disrupting PHC Service Delivery in Northern States,"Security challenges are affecting health service delivery in certain states, requiring alternative service delivery models such as mobile brigades and temporary health posts for displaced communities.",medium,persistent,"In Zamfara state, Mobile Brigades consisting of healthcare workers were established to ensure PHC services in security-challenged areas, alongside creating temporary health posts for communities displaced by insecurity in some LGAs.",f604c8a2,P167156,Aide Memoire,2025-09-15T06:35:02.000Z
Displacement and Access Barriers in Conflict-Affected Areas,"Communities displaced by insecurity in certain LGAs face barriers to accessing essential health services, requiring project adaptation to establish temporary service delivery points.",medium,persistent,"In Zamfara state, Mobile Brigades consisting of healthcare workers were established to ensure PHC services in security-challenged areas, alongside creating temporary health posts for communities displaced by insecurity in some LGAs.",c00ecb1b,P167156,Aide Memoire,2025-09-15T06:35:02.000Z
Land Acquisition Disputes and Grievances Related to PHC Upgrades,"PHC revitalization and construction activities have introduced land acquisition risks that may not yet be fully confirmed, with land disputes already among the top grievances received by the project.",medium,emerging,"The revitalization and construction of health facilities have introduced new activities that may involve land acquisition, although this has not yet been confirmed. To manage associated risks, awarded contracts are under review and a social assessment will be conducted to determine the extent of land acquisition... Common grievances raised include land disputes, service delivery, and contractor delays.",7d1b9895,P167156,Aide Memoire,2025-09-15T06:35:02.000Z
Inadequate GBV Prevention Measures and Worker Code of Conduct Compliance,"Gender-based violence codes of conduct have not been signed by all workers and site engineers on PHC upgrade projects, creating safeguarding gaps in project implementation.",medium,persistent,The mission noted that GBV codes of conduct to prevent gender-based violence (GBV) were not signed by all workers and site engineers.,ef8cb6b6,P167156,Aide Memoire,2025-09-15T06:35:02.000Z
Weak Grievance Management for SEA/SH Complaints,"While the project has established grievance mechanisms, awareness and accessibility of tools for reporting sexual exploitation/abuse and sexual harassment (SEA/SH) complaints remain inadequate.",medium,persistent,"To improve grievance handling including SEA/SH related complaints, awareness campaigns and the provision of tools such as toll-free lines, visible signage, and complaint boxes labeled in local languages are recommended.",5f362de1,P167156,Aide Memoire,2025-09-15T06:35:02.000Z
Political and Governance Risk Reduction,"Political and governance risk has improved from High at approval to Moderate in current rating, indicating reduced but persistent governance fragility affecting project implementation.",medium,improving,Political and Governance High Moderate Moderate [Risk Category Rating at Approval vs Last Approved Rating vs Proposed Rating],222a79fb,P167156,Implementation Status and Results Report,2025-09-12T23:35:07.000Z
Macroeconomic Instability Affecting Project Sustainability,"Macroeconomic risk remains Substantial, indicating ongoing economic fragility that could undermine project implementation and sustainability of health service delivery improvements.",medium,persistent,Macroeconomic High Substantial Substantial [Risk Category Rating at Approval vs Last Approved Rating vs Proposed Rating],aa3717a7,P167156,Implementation Status and Results Report,2025-09-12T23:35:07.000Z
Insecurity and Access Constraints in Conflict-Affected States,"The project operates in Katsina and Adamawa states, which are affected by armed conflict and insecurity. This constrains field implementation activities, teacher deployment, and community engagement for education service delivery.",high,persistent,The BESDA-AF Operation Program consists of Program-for-Results (PforR) and Investment Project Financing (IPF) components... the operation was restructured in June 2025 as requested by the Federal Government of Nigeria to ensure the full achievement of its Program Development Objectives (PDOs)... change in implementation arrangements to fully leverage the existing UBEC/SUBEB implementation structure under the government's UBE program,cc680e93,P160430,Implementation Status and Results Report,2025-08-27T08:50:16.000Z
Delayed Implementation in Adamawa State Due to Operational Constraints,"Adamawa state is lagging in critical implementation activities, including digital data collection for Annual School Census and community mapping for children with special needs, suggesting governance or security-related implementation challenges.",medium,persistent,"The mapping exercise is already ongoing in Oyo, while Adamawa and Katsina need to expedite and complete their implementation by December 2025... Adamawa plans to deploy the app by October 2025 to use it for the 2026 ASC.",e52e5beb,P160430,Implementation Status and Results Report,2025-08-27T08:50:16.000Z
Governance Fragility Affecting Data Submission and Consolidation,"States have conducted Annual School Census data collection but have not submitted data to Federal Ministry of Education for consolidation, indicating weak governance coordination and accountability mechanisms between state and federal levels.",medium,persistent,Several states conducted analogue data collection of the annual school census but the data has not been submitted to FME for consolidation.,8d08818c,P160430,Implementation Status and Results Report,2025-08-27T08:50:16.000Z
Political and Governance Instability Affecting Implementation,"The project faces persistent substantial political and governance risks that constrain implementation progress. The document maintains a 'Substantial' rating for Political and Governance risk across all review periods, indicating ongoing fragility in the operating environment that affects project execution.",high,persistent,Risk Category: Political and Governance - Rating at Approval: Substantial; Last Approved Rating ISR Seq. 07 - 30 Jan 2025: Substantial; Proposed Rating: Substantial,e79392a8,P172891,Implementation Status and Results Report,2025-08-23T03:45:14.000Z
Governance Fragility Impacting DisCo Institutional Capacity,Multiple governance and anti-corruption framework requirements remain incomplete and are conditional on PforR on-lending agreement execution. The delays in establishing governance mechanisms suggest underlying institutional fragility within the distribution companies and their oversight bodies.,high,persistent,Ensure existing governance and anti-corruption framework incorporate the Program... DISCOs confirm to PMU that their fraud and corruption / complaints redress mechanism have incorporated the DISREP program within the specified time period... Under preparation and will be condition to sign PforR on-lending agreements with DisCos.,f4b6fd0d,P172891,Implementation Status and Results Report,2025-08-23T03:45:14.000Z
Delays in Fiduciary and Governance Clearances Affecting Program Execution,Critical fiduciary systems and governance frameworks required prior to PforR on-lending remain under preparation. These delays indicate governance capacity constraints and potential tensions between the World Bank and implementing entities regarding institutional readiness.,medium,persistent,"While initial delays were experienced due to prolonged consultations and approvals, significant progress has been made. The necessary legal clearances have been obtained, and the finalized agreement has been shared with the DisCos for endorsement.",174ecb57,P172891,Implementation Status and Results Report,2025-08-23T03:45:14.000Z
Institutional Capacity Constraints in Program Implementation Unit,"The PIU has experienced staffing disruptions with withdrawal of a previously selected candidate, requiring reinitiation of recruitment. This reflects institutional fragility and capacity constraints that could affect program coordination and governance.",medium,worsening,The recruitment process for key positions within the Program Implementation Unit (PIU) is being reinitiated following the withdrawal of a previously selected candidate. The process is expected to resume in August 2025 to ensure the unit is adequately staffed to support implementation.,6b559362,P172891,Implementation Status and Results Report,2025-08-23T03:45:14.000Z
Insecurity Preventing Project Staff Participation in Implementation Support Mission,"Sokoto and Kebbi State Project Implementation Unit representatives were unable to participate in the June 2025 implementation support mission due to unsafe road conditions, limiting direct engagement with World Bank supervision and reducing implementation oversight in these states.",medium,persistent,Sokoto and Kebbi SPIU representatives were unable to join the mission in-person due to lack of flights and unsafe road conditions.,ef47ce01,P170664,Aide Memoire,2025-08-20T12:35:02.000Z
Arbitrary Teacher and Principal Transfers Disrupting Project Implementation,"Despite directives from state authorities to prevent transfers of teachers and principals from AGILE-supported schools, arbitrary movements continue to occur. This disrupts digital literacy program continuity and creates knowledge gaps when new staff lack proper handover documentation.",medium,persistent,"Arbitrary teacher and principal transfers continue despite directives to prevent such movements by state authorities. In response, the Project has planned follow-up training for SPIU procurement staff on World Bank procurement regulations, SPIUs are encouraged to hold regular joint planning sessions and cross-component meetings to align budgets and activities, and SPIUs have been asked to adopt a device tracking system and develop detailed logistics and distribution plans, including timelines and responsible parties.",e0b3a2d8,P170664,Aide Memoire,2025-08-20T12:35:02.000Z
Sexual Exploitation Incident Triggering Safeguards Response,"One case of sexual exploitation was reported, triggering the Environment & Social Incident Response Toolkit. While the survivor received support, the incident revealed gaps in the GBV incident reporting system across selected states, indicating systemic vulnerabilities in safeguarding mechanisms.",high,new,"One case of sexual exploitation was reported to the task team, triggering the Environment & Social Incident Response Toolkit (ESIRT). Although the survivor received support at the time of the incident, the SPIU commissioned an investigation using a survivor-centered approach to understand the root causes and implement measures to prevent recurrence.",95666387,P170664,Aide Memoire,2025-08-20T12:35:02.000Z
Weak Financial Management Controls Creating Fiduciary Risk in Kogi State,"Kogi State SPIU has been rated Highly Unsatisfactory for financial management due to weak internal controls, high involvement of project leadership in fiduciary functions, outsourcing of activities without contracts or World Bank approval, and inflated pricing with lack of competitive procurement. These governance failures create substantial risk of ineligible expenditures.",high,persistent,"In Kogi, FM performance was assessed to be Highly Unsatisfactory (HU). The mission noted that the internal control framework at the SPIU is undermined by the high level of involvement of the project leadership in fiduciary functions, creating a high-risk environment and increasing the likelihood of ineligible expenditures. Project activities were outsourced to firms without signed contracts, defined deliverables, or prior World Bank approval.",4f833e46,P170664,Aide Memoire,2025-08-20T12:35:02.000Z
Loss of Institutional Functionality in Conflict-Affected State,"State CARES coordination platforms have become non-functional in Anambra State, indicating potential governance fragility or conflict-related disruption affecting program delivery capacity.",high,worsening,"While Imo State Coordination Units and Delivery Platforms are now operating, we observed that the platforms are no longer functional in Anambra State.",dc5f6cf1,P174114,Implementation Status and Results Report,2025-08-15T18:40:08.000Z
Security Assessment Requirement in Conflict-Prone Regions,"Security need assessments were required before implementation in Northeast and Northwest states, indicating recognized FCV risks in these regions that could affect program implementation.",high,persistent,Conduct security need assessment... State Governments and FCT (NE and NW)... Before commencement of implementation in each State... completed,3b34c0e2,P174114,Implementation Status and Results Report,2025-08-15T18:40:08.000Z
Farmer-Herder Conflicts Persist Despite Mitigation Efforts,"Resource-based farmer-herder conflicts remain a significant implementation challenge. While the project has established 14 conflict mediation platforms (64% of target of 22), the baseline incidence of conflicts remains at 10% with no measured improvement. The indicator 'Reduced incidence of resource-based farmer-herder conflicts' shows no progress from baseline, indicating conflicts continue to affect project areas and beneficiary communities.",high,persistent,"Reduced incidence of resource-based farmer-herder conflicts (Percentage) Baseline Value: 10.00 Dec/2021, Actual (Current): 10.00 11-Jul-2025, Closing Period Value: 7.00 Dec/2027",99a0556f,P160865,Implementation Status and Results Report,2025-08-09T19:15:07.000Z
Incomplete Conflict Mediation Platform Coverage,"The project has established only 14 conflict mediation platforms against a target of 22 (64% achievement), leaving significant geographic gaps in conflict prevention and mitigation infrastructure. This incomplete coverage may leave vulnerable communities without formal mechanisms to address farmer-herder tensions, potentially allowing conflicts to escalate in unserved areas.",medium,persistent,14 conflict mediation platforms including farmers and herders established against a target of 22 (64% achievement) to prevent and reduce farmer-herder conflicts,bf79e86a,P160865,Implementation Status and Results Report,2025-08-09T19:15:07.000Z
Gaps in Female Representation in Conflict Mitigation Committees,"While 12 out of 14 states have established conflict mitigation committees with female members, Gombe and Sokoto states lack permanent female representation. This governance gap in conflict resolution mechanisms may undermine inclusive peacebuilding and leave women's voices absent from critical conflict mediation processes in these states.",medium,persistent,12 out of 14 States that have so far established the committees have female members. (Gombe & Sokoto do not have).,fda8a296,P160865,Implementation Status and Results Report,2025-08-09T19:15:07.000Z
Fragmented Pasture and Grazing Reserve Development,"The project acknowledges 'fragmented nature of ongoing investments in pasture/grazing reserve development and support to sedentary pastoralist communities.' This fragmentation may exacerbate resource competition and territorial tensions between pastoral and farming communities, potentially fueling farmer-herder conflicts if grazing areas remain poorly coordinated across jurisdictions.",medium,persistent,"fragmented nature of ongoing investments in pasture/grazing reserve development and support to sedentary pastoralist communities, though states have made significant improvements by presenting more comprehensive investment packages in their 2025 Annual Work Plan and Budget",d3f7f4d6,P160865,Implementation Status and Results Report,2025-08-09T19:15:07.000Z
Limited Progress on Livestock Mobility Agreements,"The indicator 'Share of targeted states having developed and adopted agreements to facilitate mobility' shows zero achievement (0% of 60% target). The absence of formal mobility agreements between states creates governance gaps that may perpetuate conflicts over pastoral movement rights and access to grazing resources, a key driver of farmer-herder tensions.",medium,persistent,"Share of targeted states having developed and adopted agreements to facilitate mobility (Percentage) Baseline: 0.00 Dec/2021, Actual (Current): 0.00 11-Jul-2025, Target: 60.00 Dec/2027",43c6f8ac,P160865,Implementation Status and Results Report,2025-08-09T19:15:07.000Z
Political and Governance Risk Reduction,"Political and governance risk rating has improved from High at approval to Moderate at current ISR, indicating that governance fragility concerns that were initially significant have been partially mitigated during implementation.",medium,improving,"Political and Governance High Moderate Moderate [Risk Category Rating at Approval: High (18 Feb 2020), Last Approved Rating: Moderate (18 Dec 2024), Proposed Rating: Moderate]",bcc9ef12,P167183,Implementation Status and Results Report,2025-07-18T23:10:06.000Z
Macroeconomic Instability Persisting,"Macroeconomic risk has worsened from Substantial at approval to High at last approved rating and remains High in proposed rating, indicating persistent economic fragility affecting project implementation environment.",high,worsening,"Macroeconomic Substantial High High [Risk Category Rating at Approval: Substantial (18 Feb 2020), Last Approved Rating: High (18 Dec 2024), Proposed Rating: High]",0be8bbca,P167183,Implementation Status and Results Report,2025-07-18T23:10:06.000Z
Incomplete State Governance Structures Affecting Program Coordination,"Critical governance structures for program implementation remain unconstituted across states, with no states having fully established Steering or Technical Committees and only 4 states designating focal persons. This fragmentation in governance structures could impede coordination and accountability mechanisms essential for program delivery in a multi-state implementation context.",high,persistent,"Currently, no states has fully constituted its Steering or Technical Committees while only 4 states have designated focal persons for the implementation of HOPE-GOV.",d938230d,P181476,Aide Memoire,2025-07-08T09:00:02.000Z
Instability in State Implementation Personnel,"Desk officers appointed for program implementation have experienced substitutions and changes across states, with some states showing leadership changes in implementing MDAs since the last mission in October 2024. This personnel instability threatens implementation continuity and institutional memory, particularly in fragile governance contexts.",medium,worsening,"Though desk officers have mostly been appointed from the activity implementing agencies across the states, it was observed that there have been substitutions of these officers in some states with other staff... states were reminded of the benefits of consistency and stability during implementation. Where changes happen, states must ensure that appropriated handovers happen for smooth implementation. Desk officers were reminded to reconfirm their positions from their commissioners or heads of agencies, particularly in states where there have been changes in the leadership of the implementing MDAs since the last implementation support mission in October 2024.",4c81f845,P181476,Aide Memoire,2025-07-08T09:00:02.000Z
Conflicting Coordination Instructions Across HOPE Programs,"The Bank team has observed conflicting instructions around leadership and coordination of the three HOPE Programs across states, indicating governance coordination challenges that could undermine program effectiveness and create confusion among implementing entities.",medium,new,"Lately, the Bank team has observed some conflicting instructions around leadership and coordination of the 3 HOPE Programs across states.",01ec965e,P181476,Aide Memoire,2025-07-08T09:00:02.000Z
Limited State Participation and Potential Political Exclusion,"Anambra State has not expressed interest in participating in the program, representing a notable gap in national coverage. This absence could reflect political tensions or governance issues at the state level that may affect program universality and equity objectives.",low,persistent,"Since the approval of the Program by the World Bank, 35 states and the FCT have expressed interest in participating in the Program. Currently, the only state that did not express interest is Anambra State.",cbef9b73,P181476,Aide Memoire,2025-07-08T09:00:02.000Z
Political and Governance Instability Affecting Program Effectiveness,"The program remains not effective due to outstanding government approvals and legal processes, indicating potential governance fragility in securing necessary federal-level authorizations. The persistent delay in achieving effectiveness despite Board approval in September 2024 and financing agreement signature in April 2025 suggests governance constraints.",high,persistent,"HOPE-GOVERNANCE was approved by the Board of the World Bank on September 26, 2024, and the Financing Agreement was countersigned by the Federal Government of Nigeria on April 14, 2025. However, the Program is yet to be disbursement effective due to some outstanding conditions, including the approval of the Borrow Plan by the Government and the issuance of the legal opinion of the Attorney General of the Federation.",02149113,P181476,Implementation Status and Results Report,2025-07-07T10:30:14.000Z
Subnational Political Fragmentation and Non-Participation,"One state (Anambra) has not expressed interest in participating in the program, indicating potential political tensions or governance issues at the subnational level that could fragment implementation across the federation and undermine program coherence.",medium,persistent,35 states and the Federal Capital Territory have expressed interest in participating in the Program. Anambra State did not express interest to participate in the Program.,4590134d,P181476,Implementation Status and Results Report,2025-07-07T10:30:14.000Z
Weak Subnational Institutional Capacity and Governance Coordination,"States have not fully constituted their Steering and Technical Committees as of the reporting date, indicating governance fragility and weak institutional coordination mechanisms at the state level that could impede program implementation and inter-agency collaboration.",medium,persistent,"States have not fully constituted their Steering and Technical Committees, but were enjoined to do this before the end of June 2025.",701ad538,P181476,Implementation Status and Results Report,2025-07-07T10:30:14.000Z
High Overall Risk Rating Driven by Political and Macroeconomic Instability,"The program maintains a 'High' overall risk rating with 'High' ratings in both Political and Governance and Macroeconomic risk categories, indicating systemic FCV vulnerabilities that threaten program implementation and sustainability.",high,persistent,Risk Category Rating at Approval Approval Package - 26 Sep 2024 Last Approved Rating ISR Seq. 01 - 24 Dec 2024 Proposed Rating Political and Governance High High High Macroeconomic High High High... Overall High High High,ca90be5b,P181476,Implementation Status and Results Report,2025-07-07T10:30:14.000Z
Political and Governance Instability Affecting Project Effectiveness,"The project has not yet become effective due to pending approval of the External Borrowing Plan and issuance of a Legal Opinion by the Ministry of Justice, indicating governance-level delays in securing necessary approvals for project implementation.",high,persistent,"The Project has not yet become effective due to the pending approval of the External Borrowing Plan (of which SPIN is part) and issuance of a Legal Opinion on the Financing Agreement by the Ministry of Justice, which is required for the Loan's Effectiveness.",d78db89d,P179684,Implementation Status and Results Report,2025-07-03T10:00:07.000Z
High Political and Governance Risk Rating,"The project carries a sustained 'High' rating for Political and Governance risk across all review periods, indicating significant underlying FCV concerns affecting the operating environment.",high,persistent,"Risk Category: Political and Governance - Rating at Approval: High, Last Approved Rating ISR Seq. 01: High, Proposed Rating: High",4e2200ee,P179684,Implementation Status and Results Report,2025-07-03T10:00:07.000Z
High Macroeconomic Risk Affecting Project Viability,"The project faces sustained 'High' macroeconomic risk ratings, which in Nigeria's FCV context may reflect instability affecting government capacity to provide counterpart funding and sustain project operations.",high,persistent,"Risk Category: Macroeconomic - Rating at Approval: High, Last Approved Rating ISR Seq. 01: High, Proposed Rating: High",ff3c16c8,P179684,Implementation Status and Results Report,2025-07-03T10:00:07.000Z
High Environmental and Social Risk,"The project maintains a 'High' Environmental and Social risk rating, which in Nigeria's fragile context may relate to displacement, community tensions, or resource conflicts around water and irrigation infrastructure.",high,persistent,"Risk Category: Environment and Social - Rating at Approval: High, Last Approved Rating ISR Seq. 01: High, Proposed Rating: High",eafdb6a5,P179684,Implementation Status and Results Report,2025-07-03T10:00:07.000Z
Severe Civil Works Implementation Delays Affecting Project Delivery,"Despite 250 contracts worth US$403 million signed, only 10% physical progress has been achieved as of April 2025. This critical implementation gap threatens project objectives and may create tensions between government, development partners, and communities expecting benefits.",high,persistent,civil works implementation remains a concern with only 10 percent physical progress despite 250 contracts worth US$403 million signed as of April 2025,0520f41e,P163353,Implementation Status and Results Report,2025-06-25T21:10:09.000Z
Institutional Capacity Constraints in State Implementation Units,"While 18 of 19 states have passed legislation establishing State Rural Road Agencies and State Road Funds, only three states (Bauchi, Ekiti, Sokoto) have operationalized these institutions. Weak institutional capacity in participating states may impede effective project implementation and create governance fragility.",medium,persistent,"18 out of 19 participating states have passed legislation to establish State Rural Road Agencies and State Road Funds, with Bauchi, Ekiti, and Sokoto already operationalizing these institutions through appointments, office setups, and budgetary support",e70d5b0c,P163353,Implementation Status and Results Report,2025-06-25T21:10:09.000Z
Governance and Coordination Challenges Between Development Partners and Government,"The World Bank, AFD, and FPMU have had to plan regular field visits to accelerate progress, indicating coordination difficulties and potential tensions between external development actors and government implementation capacity. This reflects governance fragility in project management.",medium,persistent,"prompting the World Bank, AFD, and FPMU to plan regular field visits to accelerate progress before the October 2025 mission",16c9a013,P163353,Implementation Status and Results Report,2025-06-25T21:10:09.000Z
Deteriorating Overall Implementation Performance Rating,"Progress towards achievement of PDO has declined from Moderately Satisfactory to Moderately Unsatisfactory, and Overall Implementation Progress has similarly declined. This worsening trajectory indicates systemic implementation challenges that may reflect underlying governance or conflict-related obstacles.",high,worsening,Progress towards achievement of PDO Moderately Satisfactory Moderately Unsatisfactory Overall Implementation Progress (IP) Moderately Satisfactory Moderately Unsatisfactory,cea31b96,P163353,Implementation Status and Results Report,2025-06-25T21:10:09.000Z
Political and Governance Fragility Affecting Program Effectiveness,"The program cannot become effective until endorsed by the National Assembly, creating a critical dependency on political processes in a context rated 'High' for political and governance risk. Delays in National Assembly endorsement could prevent program implementation and disbursements.",high,persistent,"Once the Program is endorsed by the National Assembly (this process is in progress), the Program is expected to be declared effective and the states will start implementing the Program to achieve the disbursement linked results and receive financial rewards.",3f80fea7,P507001,Implementation Status and Results Report,2025-06-24T13:30:10.000Z
High Political and Governance Risk Rating,"The project carries a 'High' risk rating for Political and Governance factors at approval, indicating significant fragility concerns that could undermine implementation across 25+ participating states and affect coordination with federal and state-level institutions.",high,persistent,Risk Category Rating at Approval Approval Package - 31 Mar 2025 Proposed Rating Political and Governance High High,f42c2131,P507001,Implementation Status and Results Report,2025-06-24T13:30:10.000Z
High Macroeconomic Risk Affecting Program Sustainability,"The project is rated 'High' for macroeconomic risk, which could affect government capacity to co-finance, sustain teacher salaries, and maintain education systems across participating states during implementation.",high,persistent,Risk Category Rating at Approval Approval Package - 31 Mar 2025 Proposed Rating Macroeconomic High High,a4254319,P507001,Implementation Status and Results Report,2025-06-24T13:30:10.000Z
