country_risk_id,country_risk_title,connection_summary,confidence,PROJ_ID_IB,realized_risk_id,doc_type
SSO-009,Acute Economic Fragility and Oil Revenue Dependency,"Acute economic fragility directly constrains institutional capacity for implementation. Hyperinflation (143% in FY2024/25), near-total oil revenue dependency, and reportedly unpaid government troops undermine the fiscal resources available to government ministries for project execution. The vulnerability of oil export routes to disruption creates uncertainty about sustained funding for institutional operations and project activities.",0.88,P178654,4f33556e,Implementation Status and Results Report
SSO-012,Government-UNMISS Friction and Constrained Peacekeeping Capacity,"Government-UNMISS friction and the resulting constraints on peacekeeping capacity indirectly weaken institutional capacity for project implementation. Reduced UNMISS presence and base closures in key areas diminish the security environment necessary for government institutions to operate effectively. Additionally, government demands for UNMISS restrictions signal broader institutional tensions and governance fragility that affect the stability of the institutional environment for development work.",0.72,P178654,4f33556e,Implementation Status and Results Report
SSO-005,Massive Internal Displacement and Regional Refugee Pressure,"Direct substantive connection. The project's expansion to include refugee and host community education (Component 3) is a direct response to the scale of displacement documented in SSO-005: approximately 280,000 newly displaced since late December 2025, pre-existing 1.9 million IDPs, 2.3 million South Sudanese refugees in neighboring countries, and 600,000 refugees hosted in South Sudan. The modification of the development objective to explicitly address refugee access to education reflects the acute pressure on education systems from displacement flows that SSO-005 identifies as a defining humanitarian challenge.",0.95,P178654,8f8b749e,Implementation Status and Results Report
SSO-006,Humanitarian Access Crisis and Attacks on Aid Operations,"Indirect but meaningful connection. The project's implementation challenges in expanding education access to refugee and host communities are compounded by the humanitarian access crisis documented in SSO-006. Attacks on aid operations, forced staff relocations, and government-ordered civilian relocations from conflict zones directly constrain the project's ability to deliver education services to displaced populations. The closure of health and education facilities in Jonglei and other conflict zones limits the operational space for education expansion.",0.8,P178654,8f8b749e,Implementation Status and Results Report
SSO-002,Intensified SSPDF Military Offensive in Jonglei State and Mass Atrocity Risk,"Indirect connection through geographic and displacement nexus. The SSPDF offensive in Jonglei State (SSO-002) has generated significant displacement flows, particularly affecting Nuer communities. These displaced populations are now the target beneficiaries of the project's refugee and host community education component. The ongoing military operations in Jonglei constrain the project's geographic reach and create protection risks for both education beneficiaries and project staff operating in affected areas.",0.75,P178654,8f8b749e,Implementation Status and Results Report
SSO-005,Massive Internal Displacement and Regional Refugee Pressure,"The project's delayed implementation in refugee-hosting areas is directly connected to the scale and volatility of displacement dynamics. With 280,000 newly displaced persons since late December 2025 and 1.9 million pre-existing IDPs, refugee-hosting areas face rapidly shifting population needs, security constraints, and operational instability that impede school rehabilitation planning and execution. The concentration of displacement in Upper Nile, Unity, and Jonglei states—where the project operates—creates a moving target for implementation.",0.85,P178654,c9c82cb0,Implementation Status and Results Report
SSO-006,Humanitarian Access Crisis and Attacks on Aid Operations,"The project's preparatory delays in refugee-hosting areas reflect the broader humanitarian access crisis documented in early 2026. Attacks on aid operations, forced staff relocations, and government-ordered civilian evacuations from conflict zones directly constrain the ability to conduct school assessments, contracting, and rehabilitation work. The suspension of WFP activities in Upper Nile and bombing of health facilities in Jonglei exemplify the operational environment affecting education infrastructure projects.",0.8,P178654,c9c82cb0,Implementation Status and Results Report
SSO-002,Intensified SSPDF Military Offensive in Jonglei State and Mass Atrocity Risk,"The SSPDF offensive in Jonglei State since late January 2026, involving aerial bombardments and displacement of civilian populations, directly impacts project implementation in refugee-hosting areas within and adjacent to Jonglei. The government's ordering of civilian and humanitarian worker relocations from several Jonglei counties creates immediate operational barriers to school rehabilitation activities and staff deployment.",0.78,P178654,c9c82cb0,Implementation Status and Results Report
SSO-001,Collapse of R-ARCSS Peace Agreement and Return to Full-Scale War,"The project's persistent implementation delays reflect the broader institutional fragility and security deterioration stemming from the R-ARCSS collapse. The return to full-scale conflict dynamics since January 2026 undermines the predictability and security guarantees necessary for sustained education project implementation in displacement-affected areas, making six-month contracting timelines increasingly unrealistic.",0.72,P178654,c9c82cb0,Implementation Status and Results Report
SSO-001,Collapse of R-ARCSS Peace Agreement and Return to Full-Scale War,The collapse of the peace agreement and return to full-scale conflict directly undermines government institutional capacity and political continuity required for project implementation. President Kiir's unilateral amendments to R-ARCSS and cabinet reshuffles without consulting signatories signal governance fragmentation that cascades into implementation constraints.,0.92,P178654,9622f96d,Implementation Status and Results Report
SSO-003,"Political Repression, Detention of Opposition Figures, and Shrinking Civic Space",Political repression and the consolidation of power through arrests and harassment of civil society actors directly constrains the institutional pluralism and stakeholder engagement necessary for effective project implementation. The shrinking civic space and restrictions on freedom of expression limit the government's ability to coordinate with diverse partners and maintain transparent governance structures.,0.85,P178654,9622f96d,Implementation Status and Results Report
SSO-008,Stalled December 2026 Elections Amid Political Fragmentation,Political fragmentation and uncertainty around the December 2026 elections create governance instability that directly affects institutional continuity and implementation capacity. The incomplete transitional agenda and political repression undermine the coherent government structures needed to execute project activities consistently.,0.8,P178654,9622f96d,Implementation Status and Results Report
SSO-009,Acute Economic Fragility and Oil Revenue Dependency,Economic fragility and hyperinflation (143% in FY2024/25) directly constrain the government's fiscal capacity to fund and sustain project implementation. The near-total oil revenue dependency and reported non-payment of government troops undermine institutional capacity to maintain project staffing and operations.,0.88,P178654,9622f96d,Implementation Status and Results Report
SSO-012,Government-UNMISS Friction and Constrained Peacekeeping Capacity,Government-UNMISS friction and demands for reduction of international presence signal governance tensions that affect the institutional environment for project implementation. Deteriorating relations with international partners and restrictions on UN operations constrain the broader governance and institutional support ecosystem on which projects depend.,0.75,P178654,9622f96d,Implementation Status and Results Report
SSO-009,Acute Economic Fragility and Oil Revenue Dependency,"The project's macroeconomic risk escalation directly reflects South Sudan's structural economic fragility. The country's near-total dependence on oil revenues (>90% of government income), combined with hyperinflation (~143% in FY2024/25), pipeline vulnerability, and the IMF's contingency on 'continued security improvements and political stability that remain highly uncertain,' creates the macroeconomic instability now affecting project sustainability. Government capacity to sustain education sector commitments is undermined by fiscal constraints and unpaid military personnel reducing elite loyalty.",0.95,P178654,a730d6c0,Implementation Status and Results Report
SSO-001,Collapse of R-ARCSS Peace Agreement and Return to Full-Scale War,"The escalation of macroeconomic risk from 'Substantial' to 'High' is temporally and causally linked to the peace agreement's critical deterioration since late January 2026. Full-scale conflict resumption directly disrupts government fiscal planning, diverts resources to military operations, and undermines the political stability required for sustained sectoral investment commitments. The government's unilateral amendments to R-ARCSS signal institutional instability that extends to economic governance.",0.9,P178654,a730d6c0,Implementation Status and Results Report
SSO-005,Massive Internal Displacement and Regional Refugee Pressure,"The 280,000 newly displaced persons since late December 2025 and pre-existing 1.9 million IDPs create massive humanitarian expenditure pressures and fiscal strain on government services, including education. Displacement disrupts tax bases, reduces economic productivity, and forces government reallocation of scarce resources away from development investments toward emergency response, directly contributing to the macroeconomic instability affecting project sustainability.",0.85,P178654,a730d6c0,Implementation Status and Results Report
SSO-006,Humanitarian Access Crisis and Attacks on Aid Operations,The humanitarian access crisis and attacks on aid operations since January 2026 compound macroeconomic fragility by forcing government to assume greater responsibility for service delivery while simultaneously losing tax revenue and facing security-related expenditures. This diverts fiscal resources from education sector investments and undermines the government's capacity to sustain project commitments.,0.8,P178654,a730d6c0,Implementation Status and Results Report
SSO-001,Collapse of R-ARCSS Peace Agreement and Return to Full-Scale War,The deterioration of institutional capacity for project implementation is directly linked to the collapse of the peace agreement and return to conflict. Government institutions responsible for executing education sector reforms are being diverted to military operations and conflict management. The unilateral amendments to R-ARCSS and cabinet reshuffles without consultation have created governance instability that undermines the institutional coherence needed for sustained project implementation.,0.85,P178654,746954c2,Implementation Status and Results Report
SSO-003,"Political Repression, Detention of Opposition Figures, and Shrinking Civic Space","Political repression and the consolidation of power through the NSS Act have created an environment of institutional fragility where governance capacity is compromised by political purges, arbitrary arrests, and the diversion of institutional resources to security and political control. This directly undermines the institutional stability and professional governance needed to sustain education sector reforms and project implementation.",0.78,P178654,746954c2,Implementation Status and Results Report
SSO-006,Humanitarian Access Crisis and Attacks on Aid Operations,"The humanitarian access crisis and attacks on aid operations reflect broader institutional breakdown and loss of government control over territory and security. This same institutional fragility—manifested in the government's inability to secure areas, protect operations, and maintain service delivery—directly constrains the government's capacity to implement and sustain education sector projects across conflict-affected regions.",0.8,P178654,746954c2,Implementation Status and Results Report
SSO-009,Acute Economic Fragility and Oil Revenue Dependency,"The acute economic fragility, hyperinflation, and near-total oil revenue dependency create severe fiscal constraints on government institutional capacity. With government troops reportedly largely unpaid and elite loyalty undermined by reduced fiscal revenues, the government lacks the financial resources to sustain institutional functions, including education sector implementation and reform activities.",0.82,P178654,746954c2,Implementation Status and Results Report
SSO-012,Government-UNMISS Friction and Constrained Peacekeeping Capacity,"Government-UNMISS friction and the government's demands to reduce UN presence reflect institutional tensions and governance fragility. The government's prioritization of political control over international cooperation, combined with UNMISS capacity constraints, reduces the external institutional support and oversight mechanisms that help sustain project implementation in fragile contexts.",0.72,P178654,746954c2,Implementation Status and Results Report
SSO-005,Massive Internal Displacement and Regional Refugee Pressure,"Direct substantive connection. The project's Component 3 explicitly targets refugee and host community education access. SSO-005 documents 280,000 newly displaced persons since late December 2025 (with 235,000 in Jonglei alone), pre-existing 1.9 million IDPs, 2.3 million South Sudanese refugees in neighboring countries, and 600,000 refugees hosted in South Sudan. The scale and volatility of displacement directly creates the operating environment pressures that the project must navigate to deliver education services to both refugee populations and host communities absorbing them.",0.95,P178654,cced364f,Implementation Status and Results Report
SSO-011,Sudan Conflict Spillover: Cross-Border Instability and Refugee Influx,"Substantive connection through refugee dynamics. SSO-011 documents 800,000+ South Sudanese returnees from Sudan since April 2023, concentrated in Upper Nile and Unity states, creating ongoing refugee and returnee hosting pressures. The project's focus on refugee and host community education directly addresses the educational needs created by this cross-border displacement, making implementation dependent on managing the instability and resource constraints associated with large-scale refugee influx.",0.85,P178654,cced364f,Implementation Status and Results Report
SSO-006,Humanitarian Access Crisis and Attacks on Aid Operations,"Meaningful connection through implementation access constraints. SSO-006 documents deteriorated humanitarian access in January 2026, forced staff relocations, direct attacks on aid operations, and government-ordered civilian/aid worker relocations from Jonglei counties. These access constraints directly threaten the project's ability to implement education services in refugee and host community settings, particularly in conflict-affected areas where displacement is most acute.",0.8,P178654,cced364f,Implementation Status and Results Report
SSO-002,Intensified SSPDF Military Offensive in Jonglei State and Mass Atrocity Risk,"Indirect but meaningful connection through geographic concentration of displacement and implementation risk. SSO-002 documents the major SSPDF offensive in Jonglei State (late January 2026) with aerial bombardments and mass atrocity risks. Jonglei is simultaneously identified in SSO-005 as the location of 235,000 of the 280,000 newly displaced persons. The project's refugee and host community education component faces acute implementation risks in this specific geography where both displacement and active conflict operations are concentrated.",0.75,P178654,cced364f,Implementation Status and Results Report
SSO-001,Collapse of R-ARCSS Peace Agreement and Return to Full-Scale War,"The erosion of the peace agreement's foundations through unilateral amendments and cabinet reshuffles without consultation directly undermines the political stability required for project implementation. Government capacity-building and service delivery initiatives depend on a functioning, predictable governance framework that the collapsing peace agreement threatens to destabilize.",0.85,P176900,941cab3b,Implementation Status and Results Report
SSO-003,"Political Repression, Detention of Opposition Figures, and Shrinking Civic Space",Political repression and the shrinking civic space constrain the inclusive governance and institutional strengthening that development projects require. Harassment of civil society actors and restrictions on freedom of expression limit the participatory mechanisms and accountability frameworks necessary for effective project implementation and service delivery.,0.8,P176900,941cab3b,Implementation Status and Results Report
SSO-006,Humanitarian Access Crisis and Attacks on Aid Operations,Attacks on humanitarian operations and forced staff relocations directly impede the government's capacity to deliver services and implement development projects. The blocking of aid and government-ordered civilian relocations create operational constraints that prevent project teams from accessing beneficiaries and implementing planned activities.,0.82,P176900,941cab3b,Implementation Status and Results Report
SSO-009,Acute Economic Fragility and Oil Revenue Dependency,"Severe economic contraction, hyperinflation, and government revenue collapse undermine the fiscal capacity and institutional resources needed to support project implementation. Unpaid government troops and reduced fiscal revenues weaken state capacity to co-finance, staff, and sustain development initiatives.",0.83,P176900,941cab3b,Implementation Status and Results Report
SSO-012,Government-UNMISS Friction and Constrained Peacekeeping Capacity,"Government demands to restrict UNMISS operations and closure of critical bases reduce the security environment and institutional support infrastructure that projects depend on. Deteriorating government-UN relations create friction that can constrain project access, staff safety, and coordination mechanisms essential for implementation.",0.78,P176900,941cab3b,Implementation Status and Results Report
SSO-009,Acute Economic Fragility and Oil Revenue Dependency,"The realized project risk of macroeconomic instability is directly connected to South Sudan's acute economic fragility. The country's near-total dependence on oil revenues (>90% of government income), combined with hyperinflation (~143% in FY2024/25), poverty at 92%, and vulnerability to pipeline disruptions, creates a hostile macroeconomic environment for women's entrepreneurial activities and livelihood services. The project's sustainability is undermined by the same structural economic vulnerabilities and fiscal instability affecting the broader economy.",0.92,P176900,9350dbe1,Implementation Status and Results Report
SSO-001,Collapse of R-ARCSS Peace Agreement and Return to Full-Scale War,"The collapse of the peace agreement and return to full-scale conflict directly threatens macroeconomic stability by disrupting economic activity, government revenue collection, and service delivery. The unilateral amendments to R-ARCSS and political fragmentation undermine the institutional predictability required for sustainable economic programming and women's livelihood initiatives.",0.85,P176900,9350dbe1,Implementation Status and Results Report
SSO-005,Massive Internal Displacement and Regional Refugee Pressure,"Mass displacement (280,000 since late December 2025, with 1.9 million IDPs pre-existing) directly destabilizes the macroeconomic environment by disrupting labor markets, reducing productive capacity, and straining government resources. Displaced populations targeted by women's entrepreneurship projects face heightened economic vulnerability and reduced ability to sustain livelihoods, while displacement-driven demand for humanitarian assistance diverts fiscal resources from development programming.",0.88,P176900,9350dbe1,Implementation Status and Results Report
SSO-006,Humanitarian Access Crisis and Attacks on Aid Operations,"The humanitarian access crisis and attacks on aid operations constrain the delivery of complementary services and support systems that women entrepreneurs depend on. Insecurity and operational disruptions reduce the effectiveness of project implementation and the ability to sustain economic activities in conflict-affected areas, directly contributing to macroeconomic instability at the project level.",0.8,P176900,9350dbe1,Implementation Status and Results Report
SSO-003,"Political Repression, Detention of Opposition Figures, and Shrinking Civic Space","The project's inability to operate within a stable policy framework for women's empowerment and GBV services is directly connected to the government's systematic political repression and shrinking civic space. The NSS Act and documented harassment of civil society actors create an environment where organizations implementing gender-focused programming face increased scrutiny, restrictions on operations, and potential politicization of service delivery. This constrains the sector's ability to develop and maintain coherent strategies.",0.85,P176900,977242c9,Implementation Status and Results Report
SSO-006,Humanitarian Access Crisis and Attacks on Aid Operations,"The sector strategies and policies instability is compounded by the humanitarian access crisis that has crippled aid operations since January 2026. Attacks on humanitarian facilities, forced staff relocations, and government-imposed civilian evacuation orders directly undermine the operational environment needed to implement consistent women's empowerment and GBV service policies. The destruction of medical facilities (including the MSF-supported hospital in Lankien) affects the health-linked components of GBV response.",0.8,P176900,977242c9,Implementation Status and Results Report
SSO-007,Conflict-Related Sexual Violence as a Systematic Weapon of War,"The escalation of conflict-related sexual violence as a systematic weapon of war creates an unstable operating environment for GBV service policies and women's empowerment programming. The documented surge in sexual violence in Jonglei and Upper Nile states, combined with impunity for perpetrators and the weaponization of CRSV for strategic purposes, makes it difficult to maintain coherent sector strategies when the underlying security and justice environment is fundamentally compromised.",0.78,P176900,977242c9,Implementation Status and Results Report
SSO-005,Massive Internal Displacement and Regional Refugee Pressure,"The massive displacement of 280,000 people since late December 2025, with 235,000 in Jonglei State alone, directly destabilizes sector strategies for women's empowerment and GBV services. Displaced populations face heightened vulnerability to sexual violence and have disrupted access to services. The scale of displacement (1.9 million IDPs pre-existing plus new flows) makes it impossible to maintain stable, predictable policy frameworks for service delivery across affected regions.",0.82,P176900,977242c9,Implementation Status and Results Report
SSO-002,Intensified SSPDF Military Offensive in Jonglei State and Mass Atrocity Risk,"The SSPDF's major military offensive in Jonglei State, involving aerial bombardments and 'no quarter' rhetoric, creates an acute security environment that prevents stable implementation of women's empowerment and GBV service policies. The targeting of civilian areas and ethnic militia mobilization heighten risks of mass atrocities including sexual violence, making it impossible to maintain coherent sector strategies in conflict-affected zones.",0.79,P176900,977242c9,Implementation Status and Results Report
SSO-003,"Political Repression, Detention of Opposition Figures, and Shrinking Civic Space","The project's institutional capacity fragility is directly connected to the shrinking civic space and political repression. Government control over civil society organizations and NGOs through the 2024 NSS Act, combined with harassment of civil society actors, constrains the operational independence and effectiveness of implementing partners (MGCSW and allied organizations) in delivering women's empowerment and GBV services. Political repression limits the ability of grassroots women's organizations to function freely and advocate for beneficiaries.",0.78,P176900,ea04c23a,Implementation Status and Results Report
SSO-006,Humanitarian Access Crisis and Attacks on Aid Operations,"The institutional capacity fragility is compounded by the humanitarian access crisis. Attacks on aid operations, forced staff relocations, and government-imposed civilian evacuation orders directly undermine the MGCSW's ability to maintain service delivery infrastructure for women's empowerment and GBV services. The blocking of aid and looting of supplies directly impacts the material capacity of institutions to sustain operations.",0.82,P176900,ea04c23a,Implementation Status and Results Report
SSO-005,Massive Internal Displacement and Regional Refugee Pressure,"The massive displacement (280,000 newly displaced since late December 2025, 1.9 million IDPs pre-existing) directly strains institutional capacity for service delivery. The MGCSW and partner institutions lack the resources, personnel, and infrastructure to reach displaced populations, particularly women and girls at heightened risk of GBV. Displacement disrupts institutional continuity and overwhelms already-fragile service delivery systems.",0.85,P176900,ea04c23a,Implementation Status and Results Report
SSO-007,Conflict-Related Sexual Violence as a Systematic Weapon of War,"The systematic use of CRSV as a weapon of war directly increases demand for GBV services while simultaneously undermining institutional capacity to respond. The MGCSW and partner institutions lack adequate resources, trained personnel, and security to provide survivor support services in conflict-affected areas. Institutional fragility means services cannot scale to meet the surge in CRSV cases, and impunity creates an environment where institutional accountability mechanisms are weak.",0.88,P176900,ea04c23a,Implementation Status and Results Report
SSO-001,Collapse of R-ARCSS Peace Agreement and Return to Full-Scale War,"The collapse of the peace agreement and return to full-scale conflict directly undermines institutional stability and capacity. Government institutions like the MGCSW face budget constraints, staff insecurity, and competing priorities as resources are diverted to military operations. The political instability and unilateral amendments to the peace agreement by President Kiir signal weak institutional governance and unpredictability that affects project implementation planning and partner coordination.",0.75,P176900,ea04c23a,Implementation Status and Results Report
SSO-009,Acute Economic Fragility and Oil Revenue Dependency,"The acute economic fragility (92% poverty, 143% hyperinflation, oil dependency) directly constrains institutional capacity for implementation. Government institutions like the MGCSW face severe budget constraints and inability to pay staff, undermining their capacity to deliver and sustain women's empowerment and GBV services. Economic collapse reduces government commitment to social service delivery and increases staff attrition.",0.83,P176900,ea04c23a,Implementation Status and Results Report
SSO-001,Collapse of R-ARCSS Peace Agreement and Return to Full-Scale War,"The high political and governance risk rating directly reflects the instability created by the deteriorating peace agreement. The unilateral amendments to R-ARCSS by President Kiir and the erosion of agreement foundations undermine the institutional and political stability required for project implementation, as governance structures become increasingly unreliable and contested.",0.85,P500553,fab937b7,Implementation Status and Results Report
SSO-003,"Political Repression, Detention of Opposition Figures, and Shrinking Civic Space","The high governance risk rating is directly connected to the systematic political repression and shrinking civic space. Restrictions on freedom of expression, arbitrary arrests by the NSS, and harassment of civil society actors create an environment where project stakeholder engagement, transparency, and accountability mechanisms are severely constrained, directly impacting governance capacity.",0.88,P500553,fab937b7,Implementation Status and Results Report
SSO-008,Stalled December 2026 Elections Amid Political Fragmentation,"The high political and governance risk rating reflects the broader political fragmentation and uncertainty surrounding the stalled electoral process. The incomplete transitional agenda, political repression, and security obstacles to elections create fundamental governance instability that undermines institutional capacity for project implementation and stakeholder coordination.",0.82,P500553,fab937b7,Implementation Status and Results Report
SSO-012,Government-UNMISS Friction and Constrained Peacekeeping Capacity,The high governance risk rating is reinforced by deteriorating government-UNMISS relations and the government's unilateral demands to restrict international oversight mechanisms. This friction reflects broader governance dysfunction and institutional weakness that directly constrains the external support and coordination capacity needed for project implementation in a fragile state.,0.8,P500553,fab937b7,Implementation Status and Results Report
SSO-001,Collapse of R-ARCSS Peace Agreement and Return to Full-Scale War,"The collapse of the peace agreement and return to full-scale conflict directly undermines institutional capacity for project implementation. Government institutions are being diverted to military operations, and the breakdown of governance structures makes it impossible to maintain stable implementation partnerships or institutional continuity.",0.85,P500553,75c19649,Implementation Status and Results Report
SSO-003,"Political Repression, Detention of Opposition Figures, and Shrinking Civic Space","Political repression and shrinking civic space constrain institutional capacity by limiting the ability of civil society organizations, local governance structures, and independent institutions to participate in project implementation. Harassment of civil society actors directly reduces the institutional partners available for project delivery.",0.78,P500553,75c19649,Implementation Status and Results Report
SSO-006,Humanitarian Access Crisis and Attacks on Aid Operations,"Attacks on aid operations and forced staff relocations directly impair institutional capacity for implementation. If project activities involve field-based implementation or partnerships with humanitarian organizations, the access crisis and security constraints severely limit operational capability and institutional stability.",0.82,P500553,75c19649,Implementation Status and Results Report
SSO-009,Acute Economic Fragility and Oil Revenue Dependency,"Acute economic fragility and government fiscal collapse undermine institutional capacity by reducing government resources for co-financing, staff salaries, and operational costs. Hyperinflation and unpaid government troops indicate institutional dysfunction that directly affects implementation capacity.",0.8,P500553,75c19649,Implementation Status and Results Report
SSO-012,Government-UNMISS Friction and Constrained Peacekeeping Capacity,Government-UNMISS friction and restrictions on international operations reduce the institutional support ecosystem available for project implementation. Closure of UNMISS bases and reduced international presence limit the security and institutional infrastructure that enables project delivery in fragile areas.,0.75,P500553,75c19649,Implementation Status and Results Report
SSO-004,Intercommunal Violence and Fragmented Militia Landscape,"The project's high environment and social risks related to rangeland and water management tensions directly align with documented intercommunal violence driven by resource competition. SSO-004 explicitly identifies cattle raiding, revenge attacks, and resource competition across multiple states including Warrap, Lakes, and Unity—all contexts where rangeland and water access disputes fuel conflict. The project's resource management focus creates potential friction points in an environment where armed groups and communities are already mobilized around these exact resource issues.",0.85,P500553,38120885,Implementation Status and Results Report
SSO-005,Massive Internal Displacement and Regional Refugee Pressure,"The project's displacement pressures and community conflicts are directly connected to the massive internal displacement crisis documented in SSO-005. With 280,000 newly displaced persons since late December 2025 and 1.9 million pre-existing IDPs, rangeland and water management projects face acute challenges from displaced populations competing for the same resources. Displaced communities in Upper Nile, Unity, Jonglei, and Abyei—key project-relevant areas—create heightened tensions over resource access that the project must navigate.",0.82,P500553,38120885,Implementation Status and Results Report
SSO-002,Intensified SSPDF Military Offensive in Jonglei State and Mass Atrocity Risk,"If the project operates in or near Jonglei State, the intensified military offensive and mass atrocity risk create direct implementation hazards. The SSPDF offensive, aerial bombardments, and ethnic militia mobilization in Jonglei since January 2026 mean that community-level resource management activities face disruption from active military operations and heightened intercommunal tensions. Environmental and social activities requiring community engagement become extremely difficult in conflict-affected areas with active combat operations.",0.75,P500553,38120885,Implementation Status and Results Report
SSO-004,Intercommunal Violence and Fragmented Militia Landscape,"Livestock sector projects are highly vulnerable to intercommunal violence driven by cattle raiding, ethnic tensions, and resource competition. The documented escalation of killings, abductions, and property destruction across pastoral regions (Warrap, Lakes, Unity states) directly threatens livestock project implementation, beneficiary safety, and asset security. Fragmented militia control over pastoral areas constrains project access and creates protection risks for herders and project staff.",0.92,P500553,e0532c7e,Implementation Status and Results Report
SSO-005,Massive Internal Displacement and Regional Refugee Pressure,"The displacement of 280,000+ people since late December 2025, with over 1.9 million IDPs nationwide, directly disrupts livestock production systems and pastoral livelihoods. Displaced herders lose access to grazing lands and water sources, and livestock assets are lost or seized during flight. Project beneficiaries in displacement-affected areas (Jonglei, Unity, Upper Nile) face severe constraints on participation and asset retention, undermining project sustainability.",0.9,P500553,e0532c7e,Implementation Status and Results Report
SSO-002,Intensified SSPDF Military Offensive in Jonglei State and Mass Atrocity Risk,"The SSPDF military offensive in Jonglei State, involving aerial bombardments and ethnic militia mobilization, directly threatens livestock project operations in a key pastoral region. Aerial bombardments of civilian areas create immediate safety risks for project staff and beneficiaries. The targeting of predominantly Nuer communities in opposition-affiliated areas creates ethnic-based access constraints for project implementation in affected pastoral zones.",0.88,P500553,e0532c7e,Implementation Status and Results Report
