risk_title,risk_summary,severity,direction,evidence_quote,realized_risk_id,PROJ_ID_IB,doc_type,doc_date
Fragmentation in Aid Coordination Mechanisms,Longstanding fragmentation in aid coordination has necessitated a consultant review to redesign Djibouti's development cooperation framework. This fragmentation suggests tensions or coordination failures between government and development actors that may affect project implementation.,medium,persistent,"To address longstanding fragmentation in aid coordination, a consultant was hired in February 2025 to review and redesign Djibouti's framework for development cooperation.",bd507e55,P171777,Implementation Status and Results Report,2025-08-07T17:45:16.000Z
Drought Declaration Triggering Project Suspension and Restructuring,"Government declared a drought situation in June 2025 that prompted suspension of the project's main activities and an official restructuring request to the World Bank, disrupting implementation timelines and requiring reallocation of resources.",high,new,"the government declared, in June 2025, a drought situation that prompted an official request to the Bank for project restructuring and also resulted in the suspension of the project's main activities",558abcac,P178988,Implementation Status and Results Report,2025-08-04T20:00:07.000Z
Incomplete Water Infrastructure Rehabilitation Pending Handover,"Rehabilitation work on 11 of 25 targeted water infrastructure facilities is complete but pending official handover, with the restructuring proposal discontinuing rehabilitation of the remaining 26 water infrastructures, creating implementation gaps in drought response capacity.",medium,worsening,"completing rehabilitation work on 11 of the 25 targeted water infrastructure facilities, now pending official handover; and...it recommends discontinuing certain activities—such as rehabilitation of the remaining 26 water infrastructures",ecd2a873,P178988,Implementation Status and Results Report,2025-08-04T20:00:07.000Z
Reallocation of Food Security Resources Due to Drought Emergency,"The restructuring proposal reallocates SDR 3,925,000 from the Food Shortage Preparedness Fund to the Emergency Food Stock component to address the declared drought, reducing preparedness capacity for food supply shocks.",medium,new,"The restructuring request proposes, under Component 1, doubling the strategic food reserve by reallocating SDR 3,925,000 from the Food Shortage Preparedness Fund sub-component to the Emergency Food Stock one",5c915f6a,P178988,Implementation Status and Results Report,2025-08-04T20:00:07.000Z
Governance and Institutional Coordination Gaps Affecting Project Safety Implementation,"Delays and lack of cooperation from ONEAD (public utility company) in coordinating service adjustments are hindering project progress and creating safety risks. Open trenches remain unresolved due to institutional coordination failures, exposing workers and road users to serious accident risks.",high,persistent,L'entrepreneur a exprimé ses préoccupations concernant le manque de coopération de l'ONEAD et a demandé le soutien de l'ADR pour accélérer le processus. Ces tranchées ouvertes représentent un risque pour la sécurité.,6a6d7184,P174300,Aide Memoire,2025-07-16T05:25:05.000Z
Weak Government Oversight and Non-Compliance with Environmental and Social Standards,"Government quarterly reports lack detail on non-conformities observed in the field, indicating weak monitoring capacity or willingness to report implementation failures. Critical safety and labor violations were not documented in official reports despite being evident during field visits.",high,persistent,"Le gouvernement a partagé avec la mission le rapport trimestriel dans les délais, cependant celui-ci manquait de détails concernant les non-conformités observées sur le terrain, lesquelles n'ont pas été signalées dans le document.",6b82011d,P174300,Aide Memoire,2025-07-16T05:25:05.000Z
Systemic Labor Rights and Social Protection Violations on Project Sites,"150 daily laborers lack proper employment contracts, social security registration, and face deplorable working conditions including excessive heat exposure without adequate shelter. Accident records show significant inconsistencies, indicating weak labor governance and worker protection mechanisms.",high,persistent,"les contrats des 150 journaliers ne sont pas conformes (absence de cachets officiels, copies non remises aux employés), plusieurs travailleurs ne possèdent pas de carte de la Caisse Nationale de Sécurité Sociale (CNSS), et des incohérences significatives apparaissent dans les registres d'accidents. Les conditions des travailleurs sont également déplorables, étant exposés à la chaleur excessive sans abris adéquats",d5bb6440,P174300,Aide Memoire,2025-07-16T05:25:05.000Z
Critical Safety and Security Failures in Project Implementation,"Multiple critical safety violations identified during April 2025 site visit: absence of dedicated HSE agents, unsecured trenches, inadequate separation between machinery and vulnerable road users, and inadequate nighttime signaling. These failures expose workers, road users, and surrounding communities to serious accident risks.",high,persistent,"la mission a constaté l'absence d'agents Hygiène Sécurité Environnement (HSE) dédiés, de nombreuses tranchées non sécurisées, une séparation insuffisante entre les engins et personnes vulnérables utilisant la route dont les piétons, et une signalisation nocturne inadéquate dans les zones de rétrécissement. Ces manquements exposent les travailleurs, les usagers et les communautés riveraines à des risques graves d'accidents.",791b0cd4,P174300,Aide Memoire,2025-07-16T05:25:05.000Z
High Road Safety Risks on Project Corridor,The corridor experiences a high number of road accidents. Thirteen traffic incidents unrelated to work zones have been reported since project start. The mission emphasized the importance of respecting road safety standards and strengthening signaling on the corridor to reduce accident risks.,high,persistent,"Prenant en compte le nombre élevé d'accidents de routes sur le corridor, ainsi que les recommandations suite à la visite de terrain, la mission a souligné l'importance du respect des normes de sécurité routière sur les tronçons inclus dans le cadre du projet.",6255e9d7,P174300,Aide Memoire,2025-07-16T05:25:05.000Z
Inadequate Data Accuracy and Monitoring of Safety Incidents,"Road accident data reported for the corridor (PK 13 to Arta) are inaccurate, including incorrect geographic positioning. This undermines the project's ability to track and respond to safety risks effectively, indicating weak monitoring and data management systems.",medium,persistent,"les rapports des données sur les accidents du corridor sud (de PK 13 à Arta) ne sont pas exacts. Une visite de terrain a été effectuée avec l'équipe de suivi des incidents et l'entreprise pour utiliser Kobo Toolbox, renseigner les informations reportées et corriger les données sur la sécurité routière, notamment en ce qui concerne la position géographique.",704ad934,P174300,Aide Memoire,2025-07-16T05:25:05.000Z
Persistent Political and Governance Fragility Affecting Implementation,"Political and governance risks remain at Substantial level across all rating periods, indicating ongoing fragility that could impede project implementation, particularly for cross-border coordination and institutional capacity building required for the corridor project.",high,persistent,"Political and Governance Substantial Substantial Substantial [Risk Category Rating at Approval, Last Approved Rating, Proposed Rating]",60501546,P174300,Implementation Status and Results Report,2025-07-15T19:35:07.000Z
Stakeholder Engagement Challenges at Substantial Risk Level,"Stakeholder risks remain rated as Substantial across all assessment periods, suggesting ongoing tensions or coordination challenges with government, development actors, or communities that could affect project delivery along the Djibouti-Addis corridor.",high,persistent,"Stakeholders Substantial Substantial Substantial [Risk Category Rating at Approval, Last Approved Rating, Proposed Rating]",6eed4760,P174300,Implementation Status and Results Report,2025-07-15T19:35:07.000Z
Refugee Student Integration and Retention Challenges,"Refugee enrollment in primary education shows declining trend and low absolute numbers, with only 2,403 cumulative refugee enrollments against a target of 37,000 out-of-school children. School year 2024-2025 saw only 384 refugee enrollments (pending verification), representing a significant drop from previous years, suggesting potential barriers to refugee access and retention in the education system.",medium,worsening,"*Refugees: 2,403 (pending verification)- cummulative 2020-2021 =496 2021-2022=596 2022-2023=425 2023-2024=502 2024-2025= 384 (pending verification)",0d128e2f,P166059,Implementation Status and Results Report,2025-07-13T10:25:11.000Z
Limited Adoption of EMIS by Private Arabic Schools,"Private Arabic schools have not yet adopted the government's Education Management Information System (GOSE), creating a parallel system and potential governance fragmentation. This exclusion may reflect tensions between government education priorities and private/religious education providers, limiting government visibility and management capacity over a segment of the education system.",medium,persistent,"All public schools and French private schools are now using GOSE, while private Arabic schools have not yet adopted the system.",231a1515,P166059,Implementation Status and Results Report,2025-07-13T10:25:11.000Z
Incomplete School Management Committee Functionality,"Only 62% of School Management Committees are currently functional, indicating weak local governance structures and limited community participation in school oversight. This governance gap may undermine project sustainability and create space for informal power dynamics or exclusion of vulnerable populations from school decision-making.",medium,persistent,"According to the recent DGS report, 62% of primary and middle schools currently have functional management committees.",0ea9a281,P166059,Implementation Status and Results Report,2025-07-13T10:25:11.000Z
Difficult road accessibility in rural regions impacting project implementation,"Poor road infrastructure and seasonal conditions in remote rural areas are causing logistical delays in the distribution of in-kind transfers and limiting access for implementation teams, particularly during rainy seasons.",medium,persistent,"les conditions routières difficiles, particulièrement pendant la saison des pluies, rend certaines localités difficiles d'accès pour les équipes de distribution et les transporteurs, ce qui a occasionné des retards logistiques dans la livraison des vivres",32c7e618,P508560,Aide Memoire,2025-07-11T06:35:05.000Z
Limited economic viability and market access in remote localities,"Rural communities face constraints in identifying viable income-generating activities due to weak market access and limited economic diversification, affecting the sustainability of productive inclusion activities (CREC and AGR).",medium,persistent,"Dans certaines localités reculées, il est également difficile d'identifier des activités génératrices de revenus viables, en raison du faible accès aux marchés et du manque de diversification économique",792321f6,P508560,Aide Memoire,2025-07-11T06:35:05.000Z
Weak community grievance mechanism affecting beneficiary concerns,"The current complaint management mechanism has weaknesses that limit effective and timely response to beneficiary concerns, potentially affecting project credibility and community trust.",medium,persistent,La mission estime que le fonctionnement du mécanisme de gestion des plaintes actuel présente des faiblesses et recommande de l'améliorer pour garantir une réponse efficace et rapide aux préoccupations des bénéficiaires,d92431d6,P508560,Aide Memoire,2025-07-11T06:35:05.000Z
Inadequate stakeholder mobilization and beneficiary participation,Weak documentation of stakeholder mobilization and limited beneficiary participation are affecting project implementation and community engagement.,medium,persistent,la faible documentation des mobilisations de parties prenantes et le faible fonctionnement de MGP,24988387,P508560,Aide Memoire,2025-07-11T06:35:05.000Z
Risk of unequal access and unfair treatment in youth training programs,"Youth training programs targeting 400 beneficiaries in interior regions carry risks of unequal opportunity and inequitable treatment, particularly for vulnerable populations, requiring proactive risk management.",medium,new,"La mission recommande vivement que les risques associés à ces formations soient traités de manière proactive pour garantir l'égalité de chances et le traitement équitable, tout en tenant compte du public vulnérable",0a01d2e2,P508560,Aide Memoire,2025-07-11T06:35:05.000Z
Sustainability challenges for community infrastructure maintenance,"Community-managed water and hydraulic infrastructure requires ongoing maintenance funding and management capacity, with communities facing challenges in securing resources for long-term upkeep.",medium,persistent,"quelques défis subsistent, notamment la gestion des fonds nécessaires pour l'entretien et la maintenance de ces ouvrages",5ff197c1,P508560,Aide Memoire,2025-07-11T06:35:05.000Z
Capacity constraints in financial management and governance of rural savings groups,"Rural savings and credit groups (CREC) face challenges in governance, regular savings mobilization, and financial management capacity, requiring sustained support adapted to local realities.",medium,persistent,des capacités limitées en gestion financière et en suivi,fc1ba074,P508560,Aide Memoire,2025-07-11T06:35:05.000Z
Difficult road accessibility in rural regions impacting project implementation,"Poor road infrastructure and seasonal conditions in remote rural areas are causing logistical delays in the distribution of in-kind transfers and limiting access for implementation teams, particularly during rainy seasons.",medium,persistent,"les conditions routières difficiles, particulièrement pendant la saison des pluies, rend certaines localités difficiles d'accès pour les équipes de distribution et les transporteurs, ce qui a occasionné des retards logistiques dans la livraison des vivres",7738ea87,P180999,Aide Memoire,2025-07-11T06:35:05.000Z
Limited economic viability and market access in remote localities,"Remote rural areas face constraints in identifying viable income-generating activities due to weak market access and lack of economic diversification, limiting the effectiveness of livelihood support activities (AGR and CREC).",medium,persistent,"Dans certaines localités reculées, il est également difficile d'identifier des activités génératrices de revenus viables, en raison du faible accès aux marchés et du manque de diversification économique",859cc703,P180999,Aide Memoire,2025-07-11T06:35:05.000Z
Weak community grievance mechanism affecting beneficiary concerns,"The current complaint management mechanism has structural weaknesses that limit effective and timely response to beneficiary concerns, potentially affecting project credibility and community trust.",medium,persistent,La mission estime que le fonctionnement du mécanisme de gestion des plaintes actuel présente des faiblesses et recommande de l'améliorer pour garantir une réponse efficace et rapide aux préoccupations des bénéficiaires,da866d49,P180999,Aide Memoire,2025-07-11T06:35:05.000Z
Inadequate stakeholder mobilization and beneficiary participation,Weak documentation of stakeholder mobilization and limited beneficiary participation in project activities may undermine community ownership and project sustainability.,medium,persistent,La mission recommande de renforcer la mobilisation des parties prenantes pour assurer une meilleure participation des bénéficiaires et soutien au projet,f4356e23,P180999,Aide Memoire,2025-07-11T06:35:05.000Z
Risks associated with youth training program implementation,"Youth training activities targeting 400 beneficiaries in interior regions require proactive risk management to ensure equal opportunity and fair treatment, particularly for vulnerable populations, with concerns about eligibility criteria transparency and information accessibility.",medium,new,"La mission recommande vivement que les risques associés à ces formations soient traités de manière proactive pour garantir l'égalité de chances et le traitement équitable, tout en tenant compte du public vulnérable. A cet effet, il est important de définir préalablement les critères d'éligibilités, accessibilité de l'information et la mise en place d'une procédure de sélection transparente et juste",477992e7,P180999,Aide Memoire,2025-07-11T06:35:05.000Z
Sustainability challenges for community infrastructure maintenance,"Community-managed infrastructure (water systems, boreholes) faces sustainability risks due to limited community capacity and insufficient funding mechanisms for long-term maintenance and operations.",medium,persistent,"Cependant, quelques défis subsistent, notamment la gestion des fonds nécessaires pour l'entretien et la maintenance de ces ouvrages",b7d9d0f8,P180999,Aide Memoire,2025-07-11T06:35:05.000Z
Governance and financial management capacity constraints in rural savings groups,"Rural savings and credit groups (CREC) face challenges in governance, regular savings mobilization, and financial management capacity, requiring sustained support adapted to local realities.",medium,persistent,"Cependant, des défis subsistent, ce qui nécessite un accompagnement constant pour assurer une gestion optimale. En effet, parmi les défis figurent la pérennisation des structures, la mobilisation régulière de l'épargne, la sensibilisation à la bonne gouvernance, ainsi que des capacités limitées en gestion financière et en suivi",2a97c934,P180999,Aide Memoire,2025-07-11T06:35:05.000Z
Political and Governance Risk - Substantial Rating Maintained,"Political and governance risks remain at Substantial level, indicating fragility in the operating environment that could affect project implementation in Djibouti.",high,persistent,Political and Governance Substantial Substantial,1deba1dd,P506969,Implementation Status and Results Report,2025-06-30T18:15:18.000Z
Refugee and Host Community Integration Challenges,"Project targets both refugee and host community populations (12,860 refugees and 15,900 host community residents as direct beneficiaries), creating potential for tensions between groups that could affect implementation.",medium,unclear,"Of which refugees (Number) 0 Mar/2025 12,860 Jun/2029 Of which host community residents (Number) 0 Mar/2025 0 27-Jun-2025 15,900 Jun/2029",e3db9905,P506969,Implementation Status and Results Report,2025-06-30T18:15:18.000Z
Institutional Capacity Constraints in Fragile Context,"Institutional Capacity for Implementation and Sustainability rated as Substantial risk, suggesting implementing agencies (MASS and ADDS) may face challenges executing project activities in a fragile governance environment.",high,persistent,Institutional Capacity for Implementation and Sustainability Substantial Substantial,2c161b17,P506969,Implementation Status and Results Report,2025-06-30T18:15:18.000Z
Project Effectiveness Delays Affecting Implementation Timeline,"Project has not yet achieved legal effectiveness as of June 30, 2025, with deadline extension requested to August 2025, potentially delaying implementation in a context where political stability cannot be assured.",medium,worsening,"Project implementation is currently pending the fulfillment of legal effectiveness requirements, for which an extension of the deadline has been requested until August 2025.",145475bd,P506969,Implementation Status and Results Report,2025-06-30T18:15:18.000Z
Delayed adoption of Digital Code hampering project implementation,"The non-adoption of the Digital Code (Code du Numérique), particularly Book Two covering telecommunications regulation, is causing delays in multiple project activities across both DFN and EARDIP. This legislative gap is blocking the operationalization of regulatory frameworks needed for project implementation.",high,persistent,"Le Code du Numérique n'est toujours pas adopté. Cette situation entraîne le retard de plusieurs activités qui en dépendent... La mission réitère sa recommandation au Gouvernement de prendre les mesures nécessaires afin d'adopter rapidement le Code du Numérique ou le cas échéant, son livre deuxième portant le cadre légal et règlementaire du secteur des télécommunications",04fc68bf,P174461,Aide Memoire,2025-06-26T17:30:03.000Z
Governance fragility affecting regulatory capacity,The ARMD (regulatory authority) lacks its primary operational tool—the Digital Code Book Two—which is essential for regulating the telecommunications sector. This governance gap undermines the authority's ability to function effectively and implement project activities.,high,persistent,"le livre deuxième du code du numérique portant le secteur des télécommunications, qui constitue son principal outil de travail pour réguler le secteur, n'a pas encore été adopté",e53beecc,P174461,Aide Memoire,2025-06-26T17:30:03.000Z
Institutional coordination delays affecting project execution,"Delays in identifying beneficiary sites for the operational phase of internet capacity pre-purchase and slow progress in inter-agency coordination (ANSIE, MCPT, Technical Committee) are impacting project implementation timelines and connectivity rollout.",medium,persistent,Le Comité Technique (CT) poursuit ses travaux pour identifier les structures qui bénéficieront de la phase opérationnelle du préachat de capacité. Cependant la mission a noté que ce processus a accusé du retard.,05b8a360,P174461,Aide Memoire,2025-06-26T17:30:03.000Z
Government Administrative Delays Affecting Project Effectiveness,"The project cannot become effective because the Government has not signed and published required governance decrees and orders in the Official Gazette, despite Council of Ministers confirmation on February 25, 2025. This administrative delay is blocking project start and affecting coordination across all donor-funded PFM projects in Djibouti.",high,persistent,"The Council of Ministers confirmed the adoption of the decree and order on February 25, 2025. However, the decree and order have not been signed and published in the Official Gazette 'Journal Officiel', delaying the project's start.",2f90e270,P180696,Implementation Status and Results Report,2025-06-25T17:25:15.000Z
Weak Government Institutional Capacity for Project Governance Implementation,"Delays in operationalizing the PFM Reform Strategy governance structures are systemic across the sector, affecting all related donor projects. This indicates broader governance fragility and institutional capacity constraints within government structures responsible for coordinating economic and financial governance reforms.",high,persistent,delays in operationalizing the PFM Reform Strategy governance structures are affecting all related projects funded by donors in Djibouti.,3edd0152,P180696,Implementation Status and Results Report,2025-06-25T17:25:15.000Z
Political and Governance Risk Elevation,"The SORT tool maintains a 'High' rating for Political and Governance risk category across all assessment periods (Approval, April 2025, and current), indicating persistent and significant governance fragility that could undermine project implementation.",high,persistent,"Risk Category: Political and Governance - Rating at Approval: High, Last Approved Rating ISR Seq. 01: High, Proposed Rating: High",fe79651f,P180696,Implementation Status and Results Report,2025-06-25T17:25:15.000Z
Political and Governance Risk - Substantial Rating Maintained,"Political and governance risks remain rated as 'Substantial' across all project phases (approval, last approved rating, and proposed rating), indicating persistent governance fragility or political instability affecting project implementation in Djibouti.",high,persistent,"Risk Category: Political and Governance - Rating at Approval: Substantial, Last Approved Rating AF Seq. 01 Approval: Substantial, Proposed Rating: Substantial",aad4d559,P174300,Implementation Status and Results Report,2025-06-24T09:29:40.000Z
Macroeconomic Risk - Elevated to Substantial,"Macroeconomic risk has been elevated from 'Moderate' at project approval to 'Substantial' in the most recent rating, suggesting worsening economic conditions or fiscal pressures that may affect project implementation capacity and sustainability in Djibouti.",high,worsening,"Risk Category: Macroeconomic - Rating at Approval: Moderate, Last Approved Rating AF Seq. 01 Approval: Substantial, Proposed Rating: Substantial",b6adba28,P174300,Implementation Status and Results Report,2025-06-24T09:29:40.000Z
Refugee Student Integration Challenges,"Project implementation faces ongoing challenges integrating refugee students into the education system, with refugees identified as a priority vulnerable population requiring continued enrollment efforts but facing implementation barriers.",medium,persistent,"continuing the push to enroll more students, especially girls, refugees and children with special needs in school",7dffb336,P166059,Implementation Status and Results Report,2025-06-24T09:22:07.000Z
Refugee and Private School Data System Integration Gaps,"The Education Management Information System (EMIS) lacks integration of refugee schools and students in irregular situations, creating data gaps that may hinder targeted support and monitoring of vulnerable populations.",medium,persistent,"MENFOP is currently considering how to integrate students from the Accelerated Learning Program (ALP/PEA) who are in an irregular situation, and schools with no internet connection",c36bbdf6,P166059,Implementation Status and Results Report,2025-06-24T09:22:07.000Z
Refugee School Coverage in EMIS Expansion,"Project priorities explicitly identify adding refugee schools to the EMIS as a remaining task, indicating current gaps in monitoring and data collection for refugee education provision.",medium,persistent,adding refugee and private schools to the EMIS,9762b6fe,P166059,Implementation Status and Results Report,2025-06-24T09:22:07.000Z
