risk_title,risk_summary,severity,direction,evidence_quote,realized_risk_id,PROJ_ID_IB,doc_type,doc_date
Macroeconomic Instability Affecting Program Financing,"Macroeconomic risks rated as High, which may impact government's ability to contribute to core PSNP financing and sustain the safety net program, particularly given the large currency conversion rates used (ETB 55 per USD).",high,persistent,Macroeconomic High High,9af3e1ac,P172479,Implementation Status and Results Report,2025-10-15T20:35:10.000Z
Shock Response Disbursement Delays Due to Government Institutional Capacity,"Component 2 (Shock Responsiveness) faces implementation challenges with delays in fund disbursement caused by the lead government institution (EDRMC) failing to confirm beneficiary numbers in a timely manner, affecting the program's ability to respond to crises.",high,persistent,"Component 2: This component has faced some challenges with regards to disbursement of funds due to delays by the lead government institution (EDRMC) in confirming the number of beneficiaries, even with data from the early warning system.",d8b315f9,P172479,Implementation Status and Results Report,2025-10-15T20:35:10.000Z
Early Warning System Access Constraints Affecting Shock Response,"The Early Warning dashboard, critical for shock response decision-making, is not available to all institutions in the prioritization committee, limiting coordinated response capacity and potentially affecting vulnerable populations during crises.",medium,persistent,"Early Warning dashboard prepared but not available to all institutions in the prioritization committee, and Drought Response Plan prepared quarterly",6278fe3e,P172479,Implementation Status and Results Report,2025-10-15T20:35:10.000Z
Contested Woredas Affecting Program Coverage,"Five contested woredas are excluded from beneficiary estimates, indicating territorial or administrative disputes that limit the program's geographic reach and ability to serve vulnerable populations in disputed areas.",medium,persistent,Estimate excludes the 5 contested woredas.,545f58a2,P172479,Implementation Status and Results Report,2025-10-15T20:35:10.000Z
State-Owned Enterprise Anti-Competitive Behavior Blocking Private Sector Participation,"The state-owned enterprise (ESL) operating the Modjo Dry Port is engaging in uncompetitive behavior that is preventing private sector operators from entering the market, directly undermining a core project objective and creating governance tensions between the project and the dominant state actor.",high,persistent,Indicator is doubtful to be achieved within the project period due to uncompetitive behavior of the state owned enterprise (ESL's) that owns the dry port,c7a06b1f,P156590,Implementation Status and Results Report,2025-10-08T22:30:08.000Z
Political and Governance Risk Elevation,"The Political and Governance risk rating has been elevated from Moderate (at approval in 2017) to Substantial (current), indicating worsening governance fragility or political instability affecting project implementation environment.",high,worsening,Political and Governance: Rating at Approval 31 Mar 2017 - Moderate; Last Approved Rating ISR Seq. 016 - 20 Mar 2025 - Substantial; Proposed Rating - Substantial,39a52448,P156590,Implementation Status and Results Report,2025-10-08T22:30:08.000Z
Security situation delaying data quality assurance activities,"The security situation is preventing completion of routine data quality assessment (RDQA) activities, which are critical for monitoring program performance and ensuring data integrity for health system decision-making.",medium,persistent,"2023 RDQA data collection was initiated but not yet finalized due to the security situation. Hence, the RDQA report has yet to be prepared.",dbad4588,P175167,Implementation Status and Results Report,2025-10-08T20:25:20.000Z
Conflict-affected population health services implementation severely delayed,"Implementation of health services for conflict-affected populations under the IPF sub-component is significantly delayed, affecting women and children in conflict-affected areas who should be receiving RMNCH services.",high,persistent,"Implementation has been delayed for activities under IPF sub-component I of the Program due to Ministry of Finance counter-funding delays, despite a later waiver by the Bank.",6c1636b3,P175167,Implementation Status and Results Report,2025-10-08T20:25:20.000Z
Mobile health and nutrition teams for conflict-affected areas not established,"Mobile Health and Nutrition Teams (MHNT) intended to serve conflict-affected areas remain largely unestablished (4 out of 20 target), with implementation delayed due to financing constraints linked to conflict dynamics.",high,persistent,"Implementation has been delayed for activities under IPF sub-component I of the Program due to Ministry of Finance counter-funding delays, despite a later waiver by the Bank.",0f44c927,P175167,Implementation Status and Results Report,2025-10-08T20:25:20.000Z
Temporary clinics for IDPs not operational,"Temporary/mobile clinics for internally displaced persons (IDPs) with high population volume remain largely non-operational (4 out of 20 target), preventing access to free health services for displaced populations.",high,persistent,"Implementation has been delayed for activities under IPF sub-component I of the Program due to Ministry of Finance counter-funding delays, despite a later waiver by the Bank.",42c2ddc0,P175167,Implementation Status and Results Report,2025-10-08T20:25:20.000Z
Health facility infrastructure rehabilitation in conflict-affected areas stalled,"Physical maintenance and rehabilitation of damaged health infrastructure in conflict-affected regions is significantly behind schedule, with only 49 of 129 facilities under renovation and 47 contracts requiring rebidding.",high,persistent,"Implementation has been delayed for activities under IPF sub-component I of the Program due to Ministry of Finance counter-funding delays, despite a later waiver by the Bank. However, according to MOH's report, renovation activities for 129 facilities across five regions are in progress, with 49 currently being renovated, 33 contracts awarded and 47 undergoing rebidding due to insufficient or unqualified bidders.",9e868b7c,P175167,Implementation Status and Results Report,2025-10-08T20:25:20.000Z
Health service restoration in conflict-affected areas severely lagging,"Health facilities in conflict-affected areas have not resumed services to pre-conflict status, with only 2 facilities achieving this milestone against a target of 262 by program closing.",high,persistent,"Implementation has been delayed for activities under IPF sub-component I of the Program due to Ministry of Finance counter-funding delays, despite a later waiver by the Bank.",2439c929,P175167,Implementation Status and Results Report,2025-10-08T20:25:20.000Z
Postnatal care services declining in low-performing regions,"Postnatal care service coverage in the four lowest-performing regions (Afar, Benishangul Gumuz, Gambella, Somali) has declined from baseline of 64% to current 52%, attributed to insufficient delivery waiting rooms, low community awareness, budget shortages, and high staff turnover in conflict-affected areas.",high,worsening,"The current achievement of 52% for 2024 not only misses the target but also represents a decline from the baseline of 64%. This was primarily attributed to the insufficient number of deliveries waiting rooms, low community awareness regarding service utilization, budget shortages, and high staff turnover, all of which require strengthening to improve service uptake in these low performing regions.",289d42fc,P175167,Implementation Status and Results Report,2025-10-08T20:25:20.000Z
Security Risk Screening in Conflict-Prone Areas Not Implemented,"Projects in conflict-prone areas are required to undergo security risk screening and develop security management plans, but implementation status shows this requirement has not yet been operationalized, creating a gap in FCV risk management for electrification activities in vulnerable regions.",high,persistent,"Prevention and management of social conflict... At all levels, all projects in conflict-prone areas will pass on security risk screening and sufficient community consultations *All projects in conflict-prone areas have security risk assessment & SMP Comments Not Implemented",c00dece4,P160395,Implementation Status and Results Report,2025-10-06T13:00:33.000Z
Mini-Grid Infrastructure Damaged by Environmental Hazards in Fragile Regions,"Mini-grid installations in Somali and other fragile regions are experiencing operational failures due to environmental damage and technical issues, indicating vulnerability of electrification infrastructure in conflict-affected areas and potential service disruption risks.",medium,worsening,"The recent verification by ESS found that the mini grids in Kusrewad and Behima are non-functional. In Kusrewad, high winds damaged the powerhouse, and in Behima, battery depletion rendered the system inoperable.",417a548a,P160395,Implementation Status and Results Report,2025-10-06T13:00:33.000Z
Political and Governance Risk Rated High,"The systematic risk assessment identifies Political and Governance as a High risk category, indicating underlying governance fragility or political instability affecting project implementation environment.",high,persistent,Risk Category Rating at Approval Last Approved Rating ISR Seq. 015 - 03 Mar 2025 Proposed Rating Political and Governance High High,8f4fc4c5,P160395,Implementation Status and Results Report,2025-10-06T13:00:33.000Z
Political and Governance Risk Remains High,The project operates in Ethiopia under a High political and governance risk rating that has been sustained from project approval through current implementation. This elevated risk category persists despite six months of project implementation and affects the operating environment for governance modernization activities.,high,persistent,Risk Category Rating at Approval Approval Package - 10 Sep 2024 Last Approved Rating ISR Seq. 01 - 17 Feb 2025 Proposed Rating Political and Governance High High High,36b14ac3,P178808,Implementation Status and Results Report,2025-09-22T16:40:21.000Z
IDP Integration and Training Challenges,"Internally Displaced Persons (IDPs) represent a marginalized group targeted by the project, but enrollment remains critically low at 0.76% against a target of 35%, suggesting potential barriers to access or implementation challenges in conflict-affected areas where IDPs are concentrated.",high,persistent,"of which, IDPs (Percentage) Comments on achieving targets youth who enrolled in and completed training programs supported by the project, with a tracer study planned in the coming months to confirm certification 0.00 0 0.76 35.00",8201f48a,P177881,Implementation Status and Results Report,2025-08-20T13:50:21.000Z
Political and Governance Risks Affecting Implementation,"The project faces substantial political and governance risks that have been consistently rated as 'Substantial' across all reporting periods, indicating ongoing fragility in the operating environment that could affect project delivery and sustainability.",high,persistent,Political and Governance Substantial Substantial Substantial,b6ad625d,P177881,Implementation Status and Results Report,2025-08-20T13:50:21.000Z
Institutional Capacity Constraints in Fragile Context,"Substantial institutional capacity risks persist, which in Ethiopia's FCV context may reflect challenges in government coordination, staff turnover, or competing priorities that could undermine implementation of the TVET system strengthening agenda.",high,persistent,Institutional Capacity for Implementation and Sustainability Substantial Substantial Substantial,eb7d76f7,P177881,Implementation Status and Results Report,2025-08-20T13:50:21.000Z
Fiduciary Risk in Conflict-Affected Operating Environment,"Substantial fiduciary risks are rated consistently, which in Ethiopia's FCV context may reflect challenges in financial management, procurement, and accountability across 24 geographically dispersed polytechnic colleges, some potentially in conflict-affected regions.",high,persistent,Fiduciary Substantial Substantial Substantial,d15b7ecc,P177881,Implementation Status and Results Report,2025-08-20T13:50:21.000Z
Political and Governance Risk - Substantial Rating Maintained,"Political and governance risks remain at Substantial level throughout implementation, indicating ongoing fragility in the operating environment that could affect project execution and sustainability of land administration and watershed management systems.",high,persistent,"Political and Governance Substantial Substantial Substantial [Risk Category Rating at Approval, Last Approved Rating, Proposed Rating]",a0e8bd1a,P170384,Implementation Status and Results Report,2025-08-07T22:25:17.000Z
Environment and Social Risk - Substantial Rating Sustained,"Environmental and social risks remain Substantial, reflecting ongoing concerns related to forced labor, land-grabbing, and social tensions that could undermine community participation in watershed management and land administration activities.",high,persistent,"Environment and Social Substantial Substantial Substantial [Risk Category Rating at Approval, Last Approved Rating, Proposed Rating]",f46acb50,P170384,Implementation Status and Results Report,2025-08-07T22:25:17.000Z
Grievance Resolution Backlog and Court Referrals,"A significant number of grievances are being referred to court rather than resolved through the project's grievance redress mechanism, indicating potential underlying social tensions and disputes over land rights and watershed management that may reflect governance fragility.",medium,persistent,"For RA #2, 1537 cases have been submitted, of these, 960 were resolved and the remaining 577 referred to court.",067338d4,P170384,Implementation Status and Results Report,2025-08-07T22:25:17.000Z
Political and Governance Risk Escalation,"Political and Governance risk rating has escalated from Moderate at project approval to High in the most recent rating, indicating emerging or worsening governance fragility affecting project implementation.",high,worsening,Political and Governance Moderate High High [Risk Category Rating at Approval (19 Nov 2019) vs Last Approved Rating AF Seq. 01 (20 Jun 2025) vs Proposed Rating],3a6812ba,P148850,Implementation Status and Results Report,2025-08-04T12:40:48.000Z
Conflict-Related Financial Management Constraints,"Basic financial management arrangements have not yet been established in conflict-affected areas, delaying resource transfers and implementation in these regions.",high,persistent,Ensure that basic FM arrangements are in place in conflict areas before transferring resource... Payment not yet transferred in conflict areas,40a399b6,P176303,Implementation Status and Results Report,2025-08-01T11:20:07.000Z
High Political and Governance Risk Rating,"The project maintains a 'High' political and governance risk rating across all review periods, indicating persistent structural vulnerabilities in the operating environment.",high,persistent,Political and Governance High High High,d3fe9382,P176303,Implementation Status and Results Report,2025-08-01T11:20:07.000Z
High Macroeconomic Risk Rating,"The project faces sustained high macroeconomic risk, which may affect government commitment and resource availability for implementation.",high,persistent,Macroeconomic High High High,5e721b79,P176303,Implementation Status and Results Report,2025-08-01T11:20:07.000Z
Political and Governance Instability Constraining Implementation,"Political and governance risks remain rated as High, indicating ongoing fragility affecting project implementation in conflict-affected communities across Ethiopia.",high,persistent,Risk Category Rating at Approval Approval Package - 12 Apr 2022 Last Approved Rating ISR Seq. 06 - 19 Dec 2024 Proposed Rating Political and Governance High High High,a8bd8d34,P177233,Implementation Status and Results Report,2025-07-31T08:40:06.000Z
Macroeconomic Instability Affecting Project Sustainability,"Macroeconomic risks remain rated as High, creating conditions that may undermine project sustainability and beneficiary access to services in conflict-affected areas.",high,persistent,Risk Category Rating at Approval Approval Package - 12 Apr 2022 Last Approved Rating ISR Seq. 06 - 19 Dec 2024 Proposed Rating Macroeconomic High High High,1ed13359,P177233,Implementation Status and Results Report,2025-07-31T08:40:06.000Z
Security Management Gaps in Project Operations,"The Mid-Term Review identified security management arrangements as requiring strengthening, indicating current gaps in managing conflict-related security risks during project implementation.",high,worsening,"The MTR also recommended revisions to the POM to strengthen participatory planning, the technical quality of subprojects and security management arrangements.",c5d747db,P177233,Implementation Status and Results Report,2025-07-31T08:40:06.000Z
Fiduciary Risks in Conflict-Affected Implementation Context,"Fiduciary risks remain rated as High, reflecting challenges in financial management and accountability within the fragile governance environment of conflict-affected communities.",high,persistent,Risk Category Rating at Approval Approval Package - 12 Apr 2022 Last Approved Rating ISR Seq. 06 - 19 Dec 2024 Proposed Rating Fiduciary High High High,72192351,P177233,Implementation Status and Results Report,2025-07-31T08:40:06.000Z
Environmental and Social Risks in Conflict Settings,"Environmental and social risks remain rated as High, indicating ongoing challenges in managing safeguards and community relations in conflict-affected areas.",high,persistent,Risk Category Rating at Approval Approval Package - 12 Apr 2022 Last Approved Rating ISR Seq. 06 - 19 Dec 2024 Proposed Rating Environment and Social High High High,699cc362,P177233,Implementation Status and Results Report,2025-07-31T08:40:06.000Z
Political Instability and Governance Fragility Affecting Implementation,"Political and governance risks are rated as 'High' in the SORT assessment, indicating significant fragility that is impacting project implementation capacity and regional performance disparities.",high,persistent,Political and Governance [Risk Category] High [Rating at Approval] High [Last Approved Rating],72c52ea5,P167794,Implementation Status and Results Report,2025-07-29T20:50:21.000Z
Regional Governance Fragility Impacting Rural WASH Implementation,"Performance in newly established regions is significantly lower than other regions, suggesting governance fragility and administrative capacity constraints in these areas are hindering project implementation.",high,persistent,The performance in newly established regions is low compared to the other regions and needs special attention and closer follow up and support.,e8024801,P167794,Implementation Status and Results Report,2025-07-29T20:50:21.000Z
Institutional Capacity Constraints for Implementation and Sustainability,"Institutional capacity for implementation and sustainability is rated as 'Substantial' risk, indicating ongoing challenges in government agencies' ability to effectively manage and sustain project activities.",high,persistent,Institutional Capacity for Implementation and Sustainability [Risk Category] Substantial [Rating at Approval] Substantial [Last Approved Rating],53250303,P167794,Implementation Status and Results Report,2025-07-29T20:50:21.000Z
Staff Turnover Risk Due to Low Government Remuneration,"Project Implementation Units (PIUs) face continued risk of key personnel resignations due to low salaries set by government harmonized salary guidelines, threatening project implementation capacity and continuity.",medium,persistent,"Although the PIUs include necessary key staff, there is continued risk for additional staff turnover due to, in part, low remuneration as determined by the government harmonized salary guidelines. The mission recommended for the PIUs, MoA, and MoF, to review and identify appropriate mitigation measures to mitigate the risk of additional resignations by key personnel.",17a75568,P151294,Implementation Status and Results Report,2025-07-29T20:50:10.000Z
Political and Governance Risk Rated High,"Political and governance risks are rated as High in the Systematic Operations Risk-Rating Tool, indicating significant FCV-related concerns affecting project implementation in Oromia State.",high,unclear,Political and Governance [Risk Category Rating]: High,5d5ab8c9,P151294,Implementation Status and Results Report,2025-07-29T20:50:10.000Z
Conflict Impact on Project Implementation in Amhara Region,"Ongoing conflict in Amhara region is indirectly affecting project implementation by impacting planned activities, though no direct asset loss or document damage reported yet. Project management needs to continue assessing FM impacts including records, assets, fund flow, and budget execution.",medium,persistent,"the project is being implemented in one woreda and town administration of the Amahara Region. As discussed with the project team, it has been indicated that there is no direct impact on the project so far in terms of asset loss or damage to project documents and accounting records. However, the ongoing conflict is indirectly affecting the project by impacting the implementation of planned activities as required.",095fbafd,P178047,Aide Memoire,2025-07-17T09:00:08.000Z
Loss of Project Vehicle and Staff Departure from Conflict-Affected Area,"Head of Berhale Woreda in Afar Region reportedly left the country with a project vehicle (plate # AF-4-01255), indicating potential security concerns and staff flight from the region. This suggests FCV pressures affecting project personnel.",medium,new,"the head of Berhale Woreda of Afar Region reportedly left the country with the Project vehicle (plate # AF-4-01255). The mission recommended that project management follow up on this case, take immediate action to replace the vehicle with one of equal capacity to support the project implementation, and report to the Bank.",dbb0edb4,P178047,Aide Memoire,2025-07-17T09:00:08.000Z
Declining Humanitarian Assistance Impacting Refugee Services,"Declining humanitarian assistance is likely to have major impacts on refugee services, particularly education. This creates vulnerability for refugee populations and may affect project's ability to serve refugees equitably.",medium,worsening,"This is particularly important in light of declining humanitarian assistance, which is likely to have major impacts on refugee services – particularly education.",3b62e0fa,P178047,Aide Memoire,2025-07-17T09:00:08.000Z
Low Refugee Inclusion in Livelihood Activities,"Refugee inclusion in livelihood activities is significantly lagging at 12% against a 30% target. Achieving targets will require 71% of remaining beneficiaries to be refugees, creating pressure on project implementation and risking exclusion of vulnerable populations in displacement contexts.",high,persistent,"However, improved coordination is not yet reflected in the achievement of refugee inclusion in livelihood activities, which currently stands at 12 percent against a target of 30 percent.",3ed4bca3,P178047,Aide Memoire,2025-07-17T09:00:08.000Z
Questionable Expenditures in Somali Region Affecting Project Credibility,"Questionable expenditures of ETB 818,185 in Somali Region related to transfers to CIGs remain unresolved, raising concerns about project fund management in a fragile region and potential governance issues.",medium,persistent,"delay in submission of project audit for year ended July 7, 2024, and questionable expenditures (ETB 818,185) in Somali Region",82262de3,P178047,Aide Memoire,2025-07-17T09:00:08.000Z
Conflict and Drought Impact on Service Delivery in Target Areas,"The project explicitly targets areas affected by conflict, droughts, and high refugee populations, indicating these FCV conditions are present and affecting implementation scope and service delivery challenges.",high,persistent,"The objective of the Operation is to improve learning outcomes and nutrition services for girls and boys, and to strengthen service delivery and accountability, in all regions including areas affected by conflict, droughts and high levels of refugees",c5e08349,P172284,Implementation Status and Results Report,2025-07-14T19:50:23.000Z
Refugee Population Pressures on Service Delivery,"High refugee host areas are experiencing service delivery challenges, with specific indicators tracking refugee children's education enrollment and health outcomes, suggesting displacement-related pressures affecting implementation.",high,persistent,Girls' survival rate in secondary school for refugee children in high refugee host areas (Percentage)... Refugee children 0-59 months with diarrhea treated with ORS and Zinc in high refugee host areas,ab6196fd,P172284,Implementation Status and Results Report,2025-07-14T19:50:23.000Z
Governance Fragility Affecting Fiduciary Implementation,"Multiple delayed fiduciary and governance-related actions indicate institutional capacity and coordination weaknesses in conflict-affected regions, with ethics officers and audit functions not fully operational.",medium,persistent,Officers reported as assigned but assignment report not submitted... No report was provided on the training to SPG woreda Ethics Officers... Training for EFY2017 has not been conducted and is planned to be conducted before the end of the FY,c41879b4,P172284,Implementation Status and Results Report,2025-07-14T19:50:23.000Z
Coordination Weaknesses Between Government and Development Actors,"Implementation challenges include coordination weaknesses and staffing gaps that require continued attention, affecting the ability to implement in fragile areas.",medium,persistent,"the mission also highlighted ongoing challenges related to disbursement delays, staffing gaps, and coordination weaknesses that require continued attention",4bc23370,P172284,Implementation Status and Results Report,2025-07-14T19:50:23.000Z
Administrative Capacity Constraints in Conflict-Affected Woredas,"Delayed completion of foundational activities in SPG woredas (selected pilot woredas in conflict-affected areas) including needs assessments, staffing, and operational manuals indicates governance and institutional capacity challenges.",medium,persistent,"Needs assessment completed and preliminary results presented during the ISM. Final report is expected to be completed by August 31, 2025... E&S staff recruitment in progress with candidate shortlisting completed. E&S staff are expected to be onboard by August 31, 2025",2831dc47,P172284,Implementation Status and Results Report,2025-07-14T19:50:23.000Z
Environmental and Social Risk Management Gaps in Fragile Areas,"Delayed finalization of environmental and social management frameworks and guidelines in areas affected by conflict and displacement, with E&S staff recruitment still ongoing.",medium,persistent,"Draft guideline is reported complete and validation workshop was conducted. The final version is expected to be delivered by July 31, 2025... E&S staff recruitment in progress with candidate shortlisting completed. E&S staff are expected to be onboard by August 31, 2025",abc5cd57,P172284,Implementation Status and Results Report,2025-07-14T19:50:23.000Z
Low Private Sector Engagement in Conflict-Prone Areas,"Private sector participation in project implementation is constrained in remote or conflict-prone areas, limiting livelihood diversification and infrastructure development activities.",medium,persistent,"Key implementation challenges include limited design and supervision capacity for construction works, low private sector engagement in remote or conflict-prone areas, and the dual workload on PCUs managing both LLRP I and II",91a083d6,P180076,Aide Memoire,2025-07-09T05:45:03.000Z
Institutional Partnership Failures Due to Cost Disagreements,"Planned partnerships with international research institutions (ILRI, ICARDA, AICCRA, CIAT, ICIPE) have not materialized due to disagreements over operational costs, affecting technical support for climate-smart innovations and breeding programs.",medium,persistent,"Despite initial agreements with international partners such as ICIPE, CIAT, AICCRA, ILRI, and ICARDA, collaboration could not be realized due to disagreements over the operational costs.",ad2a7b57,P180076,Aide Memoire,2025-07-09T05:45:03.000Z
Resource-Related Conflict Management Implementation Lag,"Implementation of resource-related conflict management activities is significantly behind schedule, with only 49% of conflict-prone woredas assessed and minimal progress on stakeholder dialogues and conflict mitigation training.",medium,persistent,Despite the importance of this sub-component little has been achieved during the reporting period. Assessment of Resource-Related Conflict Management gaps was done in 24 (49 percent) conflict-prone woredas; 300 woreda RMC members were trained in resource related conflict management practices in 17 events (49 percent),217320fa,P180076,Aide Memoire,2025-07-09T05:45:03.000Z
Inadequate Land Certification and Transfer Procedures in Afar Region,"Youth enterprises and small enterprises in Afar have been allocated public land without proper formal land transfer agreements or land certificates, creating tenure insecurity and potential conflict.",medium,new,"The mission team noted that three small and micro enterprises in Gereni woreda of the Afar region have been allocated five (5) hectares of public land each for farming... The Bank team recommended that the land transfer process for the small enterprises and youths should follow proper procedures, including agreements with the responsible federal and regional governments, and that land certificates should be issued",7735aa2c,P180076,Aide Memoire,2025-07-09T05:45:03.000Z
Sector Bureau Capacity Constraints Affecting Implementation,"Regional sector bureaus in some regions (notably Oromia) are extremely busy with urgent assignments and unable to cooperate effectively with the project, delaying feasibility studies and detailed designs for infrastructure sub-projects.",medium,persistent,"The major challenges for the delay include limited capacity at federal and the regional level in addressing comments timely given by the reviewers as part of the quality control procedure of the project, the longtime taken to finalize the bid evaluation and review process, and sector bureaus in some regions being extremely busy with their own urgent assignments (e.g., Oromia) and unable to cooperate with the project.",db4fbadc,P180076,Aide Memoire,2025-07-09T05:45:03.000Z
Political and Governance Instability Affecting Project Implementation,"The project faces persistent high-level political and governance risks in Ethiopia that are constraining implementation progress. The overall ratings have declined from Moderately Satisfactory to Moderately Unsatisfactory, with Political and Governance risk maintained at High level.",high,persistent,Political and Governance High High High,2d22e551,P171742,Implementation Status and Results Report,2025-07-08T10:25:07.000Z
Deteriorating Implementation Progress Despite Project Advancement,"Despite 80% of the project being under implementation and expectation that all contracts will be signed by December 2025, the Overall Implementation Progress rating has declined from Moderately Satisfactory to Moderately Unsatisfactory, suggesting FCV-related obstacles are impeding execution despite technical progress.",high,worsening,The project implementation has progressed in the last 6 months with 80% of the project under implementation... Overall Implementation Progress (IP) Moderately Satisfactory Moderately Unsatisfactory,af9a4572,P171742,Implementation Status and Results Report,2025-07-08T10:25:07.000Z
Declining Progress Toward Project Development Objectives,"Progress toward achievement of the PDO has declined from Moderately Satisfactory to Moderately Unsatisfactory, indicating that FCV-related factors are hampering the project's ability to deliver on its core electricity access objectives despite ongoing implementation activities.",high,worsening,Progress towards achievement of PDO Moderately Satisfactory Moderately Unsatisfactory,81686a54,P171742,Implementation Status and Results Report,2025-07-08T10:25:07.000Z
Political and Governance Risk Remains High,"Political and governance risks are rated as High and have remained at this level since project approval, indicating persistent fragility in the operating environment that could affect project implementation.",high,persistent,Political and Governance High High High,8c8207a7,P180076,Implementation Status and Results Report,2025-07-07T19:15:09.000Z
Macroeconomic Risk Remains High,"Macroeconomic risks are rated as High and have persisted since approval, which in the Ethiopian context may be linked to broader governance and political instability affecting project implementation capacity.",high,persistent,Macroeconomic High High High,5f930e20,P180076,Implementation Status and Results Report,2025-07-07T19:15:09.000Z
Conflict-related access limitations and asset security concerns in Tigray region,"The project faces significant challenges in Tigray region due to ongoing conflict, including inability to verify asset existence and condition, loss or damage to project resources, and limited access to financial documents from woredas.",high,persistent,"The Special Financial Audit Report of the Project part implemented by the Tigray Region for the period from July 8, 2020, to October 11, 2023, has been submitted. The auditor has expressed an unqualified (clean) type of audit opinion, but management letter has indicated failure to provide financial documents of Woredas, inability to verify existence, condition, and ownership of assets, and absence of assessment of lost or damaged assets.",c77de96c,P167794,Aide Memoire,2025-07-01T09:45:02.000Z
