related_country_risk_id,related_country_risk_title,susceptibility_summary,confidence,PROJ_ID_IB,evidence_quote
SS-012,Conflict-Related Sexual Violence as a Systematic Weapon of War,"Project targets 920,000 beneficiaries (approximately 50% women) and includes cash-for-work and community infrastructure activities. Escalating conflict-related sexual violence could increase GBV risks for female beneficiaries, project staff, and community members engaged in project activities, and undermine women's participation in planning and implementation.",0.9,P177093,"PAD identifies 'gender-based violence (high)' as a specific risk category, noting 'high prevalence of GBV in South Sudan (65% of women and girls report lifetime experience of physical or sexual assault)' and 'increased exposure due to conflict, displacement, and insecurity.' PAD includes 'risks at labor sites' and 'potential for retaliation against survivors raising grievances.' Mitigation includes 'GBV Action Plan,' 'survivor-centered protocols' in the GRM, and 'GBV service mapping and referral pathways.' However, escalating conflict-related sexual violence as a systematic weapon of war (per country risk SS-012) could overwhelm these project-level safeguards."
SS-001,Collapse of R-ARCSS Peace Agreement and Return to Full-Scale War,"Project implementation depends on functional government institutions and stable political arrangements. The collapse of the R-ARCSS and systematic exclusion of opposition figures from power-sharing undermines the institutional coherence required for the Ministry of Livestock and Fisheries to coordinate implementation across 8 counties in 5 states. Political instability could disrupt the National Advisory Committee and National Technical Committee governance structures, and elite capture risks could compromise equitable resource allocation.",0.85,P500553,"PAD identifies 'weak state capacity, sporadic civil war, and intercommunal violence render South Sudan's national institutions less functional' and notes 'elite capture and discrimination based on ethnicity, gender, and religion pose high risks.' The project relies on 'National Advisory Committee chaired by Minister responsible for Livestock and Fishery; National Technical Committee chaired by MLF' for coordination. PAD acknowledges 'South Sudan is classified as a fragile state with multiple fragility factors' including 'Weak state capacity and non-functional institutions' and 'Elite capture and discrimination based on ethnicity, gender, religion.'"
SS-002,Escalating Military Offensive and Atrocity Risks in Jonglei and Upper Nile States,"Two of the project's eight target counties (Bor County and Twic East in Jonglei State; Fashoda in Upper Nile State) are directly affected by the SSPDF offensive and aerial bombardments documented in the country risk. Active military operations, air attacks on civilian areas, and atrocity risks in these specific project locations create acute threats to staff safety, beneficiary access, and infrastructure security. The PAD acknowledges 'limited access to some project areas during certain seasons' but does not adequately address the current intensity of military operations in Jonglei and Upper Nile.",0.9,P500553,"Project locations include 'Bor County and Twic East (Jonglei State), Fashoda (Upper Nile State).' PAD states 'Ongoing conflict and violent landscape in South Sudan. Localized conflicts, intercommunal violence, herder-farmer conflicts over grazing land. Spillover effects from Sudan conflict causing mass animal migrations and displacement. Limited access to some project areas during certain seasons.' PAD also notes 'Narrow window of opportunity (6 months dry season) for implementation' and acknowledges 'High risk of GBV and SEAH in target counties.' However, PAD does not specifically address the February 2026 SSPDF offensive in Jonglei or aerial bombardments targeting civilian areas."
SS-003,Mass Internal Displacement Surge Driven by Renewed Conflict,"The project targets 166,000 direct beneficiary households in areas experiencing acute displacement. Over 235,000 people have been displaced in Jonglei State alone since late December 2025, and Upper Nile and Unity states are identified as hosting the largest IDP camps. Displacement undermines beneficiary identification, targeting accuracy, and the ability to maintain community engagement structures. Displaced populations may lack secure access to project services (veterinary clinics, water points, fodder conservation sites), and the fluid population dynamics complicate M&E baseline and endline surveys.",0.8,P500553,"PAD identifies vulnerable groups including 'Displaced persons and refugees (spillover from Sudan conflict)' and acknowledges 'Significant displacement and refugee issues' with 'Spillover from Sudan conflict (began April 2023) causing significant influx of refugees and returnees.' PAD notes project locations in 'Jonglei State, Fashoda (Upper Nile State)' which are among the states with 'most severe displacement needs.' However, PAD does not quantify the scale of recent displacement (280,000 since late December 2025) or assess how this surge affects beneficiary targeting and service delivery in the specific project counties."
SS-006,Widespread Intercommunal Violence Across Multiple States,"The project operates in multiple states experiencing documented intercommunal violence: Warrap (Tonj East and Tonj North), Jonglei (Bor County and Twic East), and Eastern Equatoria (Terekeka). The PAD explicitly identifies 'herder-farmer conflicts over grazing land and farm encroachment' as a key risk. While the project is designed to address root causes of such conflicts through rangeland management and water resource development, the current escalation of intercommunal violence (1,854 killed in Jan-Sept 2025) creates immediate implementation risks including staff security, community participation, and the ability to establish and maintain water users' associations and pasture users' associations in contested areas.",0.85,P500553,"PAD states project locations include 'Terekeka (Central Equatoria State), Mundri West and Mundri East (Western Equatoria State), Tonj East and Tonj North (Warrap State), Bor County and Twic East (Jonglei State).' PAD identifies 'Localized conflicts, intercommunal violence, herder-farmer conflicts over grazing land' as security risks and notes 'Competition for grazing land and farm encroachment fuels herder-farmer conflicts.' PAD acknowledges 'Herder-farmer conflicts over grazing land and farm encroachment' and 'Cattle raiding and livestock theft' as security challenges. However, PAD does not reference the documented scale of intercommunal violence (1,854 killed, 1,693 injured, 423 abducted in Jan-Sept 2025 alone) or assess how current violence intensity affects the feasibility of establishing community-based resource management associations."
SS-007,Humanitarian Access Crisis: Attacks on Aid Workers and Obstruction by Belligerents,"The project's implementation model relies on FAO providing technical expertise and third-party monitoring, and coordination with development partners including ICRC and VSF Canada. The documented humanitarian access crisis—with WFP suspending activities in Upper Nile State in February 2026 after repeated attacks on convoys, and MSF reporting attacks on medical facilities—directly threatens the project's ability to deliver veterinary services, construct and maintain water infrastructure, and conduct monitoring activities. Attacks on humanitarian operations and movement restrictions by belligerents could prevent project staff and partners from accessing beneficiary communities, particularly in Jonglei and Upper Nile.",0.8,P500553,"PAD states 'Coordination with development partners including FAO, AfDB, IGAD, VSF Canada, ICRC' and notes 'Hybrid implementation model with FAO providing technical expertise on specific activities (vaccination procurement, administration).' PAD acknowledges 'Limited access to some project areas during certain seasons' and 'Narrow window of opportunity (6 months dry season) for implementation.' However, PAD does not address the current humanitarian access crisis documented in the country risk (WFP suspension in Baliet County, Upper Nile; attacks on medical facilities; OCHA reporting sharp deterioration in access in January 2026)."
SS-008,"Acute Food Insecurity and Famine Risk, Exacerbated by USAID Funding Collapse","The project targets livestock-dependent populations in a context of acute food insecurity affecting 7.7 million people, with famine risk in parts of Upper Nile State (Luakpiny/Nasir County). The USAID funding collapse has severely impacted emergency response systems and contributed to the worst cholera epidemic in South Sudan's history. While the project aims to enhance livestock production resilience, the acute humanitarian crisis and disease burden create implementation challenges: beneficiaries may lack capacity to participate in training activities due to malnutrition and illness; project staff may be diverted to emergency response; and the collapse of complementary humanitarian systems undermines the enabling environment for livestock sector development.",0.75,P500553,"PAD identifies vulnerable groups including 'Poorest households (living in extreme poverty)' and 'Children (at risk of child labor, malnutrition, pneumonia from indoor air pollution).' PAD acknowledges 'Acute hunger affecting 47% of population (6.3 million people in IPC Phase 3+); Chronic food insecurity (63.2% severe, 87.3% moderate-severe 2021-2023); High malnutrition and maternal mortality.' However, PAD does not address the current famine risk (IPC Phase 5 in Luakpiny/Nasir County, Upper Nile) or the impact of USAID funding collapse on emergency response systems and disease control (cholera epidemic with 36,000 infections and 600+ deaths)."
SS-009,Oil-Dependent Economy Under Dual Threat of Conflict and Pipeline Vulnerability,"The project's implementation depends on government budget allocations and the Ministry of Livestock and Fisheries' capacity to co-finance and sustain project activities. The PAD identifies macroeconomic risk as 'high' due to 'High inflation, significant exchange rate variation, declining oil revenues (70% of exports disrupted by Sudan conflict), low collection of non-oil revenues. Economic contraction for fourth consecutive year (FY24: -8.2%).' The current fiscal crisis (inflation at 143%, poverty at 92%) severely constrains government capacity to maintain project infrastructure, pay staff, and sustain veterinary services after project completion. The threat of renewed conflict disrupting oilfields in northern states (which include project locations in Upper Nile) could trigger fiscal collapse and complete withdrawal of government support.",0.8,P500553,"PAD identifies 'macroeconomic (high)' risk: 'High inflation, significant exchange rate variation, declining oil revenues (70% of exports disrupted by Sudan conflict), low collection of non-oil revenues. Economic contraction for fourth consecutive year (FY24: -8.2%). Rupture of oil pipeline during Sudan fighting severely disrupted oil exports and foreign exchange earnings.' PAD notes 'Livestock sector suffers from chronic underinvestment and lacks overarching strategic and policy guidance due to unfunded mandates. Limited sector ownership due to inadequate budget allocation (0.25-0.79% of national budget over 3 years).' However, PAD does not assess the sustainability implications of the current fiscal crisis (inflation at 143%, poverty at 92%, IMF Staff-Level Agreement Jun 2025) or the risk that renewed conflict disrupting oilfields in Upper Nile could trigger complete fiscal collapse."
SS-010,"UNMISS Operational Degradation: Budget Cuts, Aircraft Grounding, and Host Government Friction","The project's security risk mitigation strategy relies on 'close collaboration with beneficiary communities' and 'involvement of development partners with on-ground security capacity.' UNMISS operational degradation—with 25% cuts in uniformed personnel, closure of field offices, and grounding of aircraft—directly undermines the security infrastructure that enables project implementation in conflict-affected areas. The deterioration of UNMISS-government relations and the mission's reduced civilian protection capacity weaken the enabling environment for project activities, particularly in remote project locations in Jonglei and Upper Nile where UNMISS presence provides critical security assurance.",0.7,P500553,"PAD acknowledges 'Security is a major implementation challenge' and states 'Mitigation: Security Risk Assessment and Management Plan (SRAMP) prepared prior to effectiveness and updated regularly. Site-specific Area Security Plans prepared before work commencement. Close collaboration with beneficiary communities. Risk assessment in all project locations. Flexibility in implementation. Community engagement and conflict-sensitive approach. Involvement of development partners with on-ground security capacity.' However, PAD does not address UNMISS operational degradation (15% budget cuts, 25% reduction in uniformed personnel, closure of field offices, aircraft grounding) or assess how reduced UNMISS capacity affects project security assurance in remote locations."
SS-011,Cross-Border Spillover Risk from Sudan Conflict and Regional Destabilization,"The project operates in Upper Nile and Unity states, which are identified as receiving the largest influx of Sudanese refugees and South Sudanese returnees (nearly 600,000 refugees and 800,000+ returnees as of October 2025). The PAD acknowledges 'Spillover effects from Sudan conflict causing mass animal migrations and displacement' and notes the project addresses this through 'Support for IGAD Protocol on Transhumance promoting safe cross-border movement of livestock.' However, the current Sudan conflict spillover creates acute implementation challenges: mass animal migrations from Sudan put pressure on disease management systems at borders; refugee and returnee populations compete for grazing and water resources with project beneficiaries; and the risk of South Sudan-Sudan conflict merger could expand violence into project areas.",0.75,P500553,"PAD identifies 'Spillover effects from Sudan conflict (began April 2023) causing mass animal migrations, displacement, and refugee influx' and notes project locations in 'Fashoda (Upper Nile State)' which is among states receiving largest refugee/returnee influx. PAD states project addresses displacement through 'Support for IGAD Protocol on Transhumance promoting safe cross-border movement of livestock' and acknowledges 'Cross-border movements: Mass animal migrations from Sudan conflict putting pressure on disease management systems at borders.' However, PAD does not assess the current scale of cross-border spillover (nearly 600,000 Sudanese refugees, 800,000+ returnees) or the risk that South Sudan-Sudan conflict merger could expand violence into project areas."
SS-012,Conflict-Related Sexual Violence as a Systematic Weapon of War,"The PAD identifies 'High risk of Gender-Based Violence (GBV) and Sexual Exploitation, Abuse, and Harassment (SEAH) in target counties' and notes 'Limited experience and capacity of MLF on social risk management (first WB project).' The project has prepared a SEAH Action Plan and established GBV-sensitive grievance mechanisms. However, the documented escalation of conflict-related sexual violence as a 'defining and persistent feature' of the crisis, with 169 documented cases in Jan-Sept 2025 alone and impunity entrenched among commanders, creates acute risks: project staff and beneficiaries (particularly women and girls) face heightened SEAH risks; the capacity of the newly-established GRM to handle SEAH cases may be overwhelmed; and the failure of parliament to adopt the Anti-Gender Based Violence and Child Protection Bill limits legal protections for survivors.",0.75,P500553,"PAD identifies vulnerable groups including 'Women and girls (disproportionately affected by food insecurity, malnutrition, GBV, and indoor air pollution)' and acknowledges 'High risk of Gender-Based Violence (GBV) and Sexual Exploitation, Abuse, and Harassment (SEAH) in target counties.' PAD states 'Mitigation: SEAH Action Plan prepared detailing comprehensive risk assessment, SEAH requirements in bidding documents, GBV risks and mitigation in contractor ESMPs, mapping of GBV/SEAH service providers, community and worker sensitization, Codes of Conduct for staff and workers, referral pathways to GBV providers, GBV expertise in PCU.' However, PAD does not address the documented escalation of conflict-related sexual violence (CHRSS February 2026 report finding it a 'defining and persistent feature'; 169 documented cases Jan-Sept 2025; impunity entrenched among commanders) or assess whether the newly-established GRM has adequate capacity to handle the scale of SEAH cases."
SS-004,"Politicized Repression of Civil Space, Opposition, and Judiciary","The project's implementation relies on community engagement, stakeholder consultation, and the functioning of civil society organizations. The documented repression of civil space—with 114 documented cases of censorship, harassment, and arbitrary arrests of civil society actors and journalists (July 2022-July 2025), and forced self-exile of senior opposition figures—creates risks for project implementation: civil society partners may face harassment or arrest for engaging in project activities; community leaders may be reluctant to participate in consultations or governance structures due to security concerns; and the erosion of political dialogue space undermines the consensus-building approach required for conflict-sensitive implementation.",0.7,P500553,"PAD states 'Mitigation: Consensus-based, robust implementation arrangements defining role of each actor. Consistent and inclusive consultations. Flexibility in project implementation to adapt to fluid context. Stakeholder Engagement Plan (SEP) disclosed and updated throughout implementation. Community engagement and capacity-building plan.' PAD also notes 'South Sudan's long history of conflict may affect engagement with local authorities and communities' and emphasizes 'Community participatory approach involving MLF, state/county authorities, and South Sudan Pastoralist General Union (SSPGU).' However, PAD does not address the documented repression of civil space (114 cases of censorship and harassment of civil society actors; forced self-exile of opposition figures) or assess how this constrains the community engagement and stakeholder consultation required for project implementation."
SS-001,Collapse of R-ARCSS Peace Agreement and Return to Full-Scale War,"Project implementation depends on functional government institutions (MoED, SSEC) and stable political environment for coordination. Collapse of R-ARCSS and return to full-scale war could render government-led implementation infeasible, disrupt Project Steering Committee operations, and prevent staff deployment to project sites.",0.85,P178891,"PAD identifies 'high risk of political instability and conflict hampering implementation' with national election scheduled for December 2024 when transitional government mandate expires. Project relies on Ministry of Energy and Dams (MoED) as lead implementing agency with Project Implementation Unit (PIU) staffed by government secondees. Project Steering Committee chaired by Minister of MoED requires quarterly coordination meetings. PAD notes 'potential civil unrest and political tensions' could disrupt implementation. Mitigation includes contingency for 'third-party implementer can be contracted if government implementation becomes infeasible,' but this requires advance planning and may not be executable during active conflict."
SS-002,Escalating Military Offensive and Atrocity Risks in Jonglei and Upper Nile States,"Project targets Greater Upper Nile Region (Upper Nile, Jonglei, Unity states) and Ruweng Administrative Area for health institution electrification and off-grid solutions. Escalating military offensive and atrocity risks in these exact locations directly threaten project staff safety, beneficiary access, and implementation feasibility.",0.9,P178891,"PAD explicitly lists project locations as 'Greater Upper Nile Region (Upper Nile, Jonglei, Unity states), Ruweng Administrative Area, Greater Pibor Administrative Area, Jamjang (Ruweng Administrative Area), Maban (Upper Nile State).' Component 3 targets '~50 health institutions (Payam-level hospitals and PHCCs)' in these regions. PAD acknowledges 'Difficult security situation in some areas limits intervention feasibility' and 'Risks to project staff and contractors.' Security Risk Management Plan is referenced but PAD notes 'remoteness of project sites and scattered implementation locations pose challenges for coordination, contract management, and monitoring.' Current FCV risk indicates SSPDF offensive in Jonglei with aerial bombardments and massacres in Ruweng Administrative Area."
SS-003,Mass Internal Displacement Surge Driven by Renewed Conflict,"Project targets refugee and host communities (750,000 people in host communities and refugee camps) with US$20 million from Window for Host Communities and Refugees. Mass displacement surge could disrupt beneficiary targeting, undermine project sustainability as displaced populations lose access to grid connections, and overwhelm health institutions that project aims to electrify.",0.88,P178891,"PAD states project includes 'US$20 million from Window for Host Communities and Refugees (WHR)' with approximately '750,000 people in host communities and refugee camps' as beneficiaries. Component 1 targets '340,000 people in Juba and Yei' including refugees and host communities. Component 3 prioritizes 'institutions in refugee-hosting areas including Jamjang and Maban.' PAD notes project addresses 'unique energy access challenges of displaced populations including loss of personal energy assets.' Current FCV risk indicates 280,000 people displaced since late December 2025, with 235,000 in Jonglei State alone—directly overlapping with project target areas. Displacement surge could render beneficiary lists obsolete and prevent sustained use of installed infrastructure."
SS-004,"Politicized Repression of Civil Space, Opposition, and Judiciary","Project relies on stakeholder engagement, grievance redress mechanisms, and civil society participation for implementation. Politicized repression of civil space could undermine Grievance Redress Mechanism (GRM) functionality, prevent community participation in project design and monitoring, and create fear among beneficiaries and implementing partners.",0.75,P178891,"PAD establishes 'Project-level Grievance Redress Mechanism (GRM) with multiple uptake channels' including 'Grievance hotline operator phone number widely disseminated,' 'Help desk at project locality manned by PIU staff,' and 'Community meetings and public hearings.' GRM is 'accessible to refugee and host community populations.' Project includes 'Stakeholder Engagement Plan (SEP) with consultation strategy' and 'Transparent and organized stakeholder engagement mechanisms.' Current FCV risk indicates NSS has 'severely curtailed civil and political rights through escalating arrests, detentions, harassment, and surveillance' and documented '114 cases of censorship, harassment, and arbitrary arrests of civil society actors and journalists.' This environment could deter community members from using GRM, prevent civil society monitoring, and create perception that project is government-controlled tool."
SS-007,Humanitarian Access Crisis: Attacks on Aid Workers and Obstruction by Belligerents,"Project implementation requires sustained access to remote project sites for installation, maintenance, and monitoring of electricity infrastructure. Humanitarian access crisis with attacks on aid workers and movement restrictions by belligerents could prevent project staff and contractors from reaching implementation sites, particularly in Upper Nile, Jonglei, and Ruweng areas.",0.87,P178891,"PAD identifies 'remoteness of project sites and scattered implementation locations pose challenges for coordination, contract management, and monitoring' and notes 'Limited accessibility during rainy season (only 6-month dry season window).' Project targets health institutions in 'Jamjang (Ruweng Administrative Area)' and 'Maban (Upper Nile State)' requiring regular access for installation and O&M. PAD states 'Risks to project staff and contractors' and includes 'Security Risk Management Plan.' Current FCV risk indicates WFP suspended activities in Baliet County, Upper Nile State in February 2026 after repeated attacks on humanitarian convoy, and OCHA reported 'humanitarian access deteriorated sharply in January 2026 due to escalating hostilities, forced staff relocations, and direct attacks on humanitarian operations.' This directly threatens project's ability to deploy staff and contractors to target health institutions."
SS-008,"Acute Food Insecurity and Famine Risk, Exacerbated by USAID Funding Collapse","Project depends on sustained government fiscal capacity and donor coordination for implementation. Acute food insecurity and famine risk could divert government resources away from energy sector, reduce government counterpart funding, and create competing humanitarian priorities that displace project implementation.",0.72,P178891,"PAD notes 'Fiscal deficits and budget constraints' as macroeconomic risk and identifies 'Volatile macroeconomic situation with sustained depreciation of South Sudanese pound.' Project requires government coordination through Ministry of Energy and Dams and Project Steering Committee. Current FCV risk indicates 'approximately 7.7 million people face acute food insecurity' with 'parts of Luakpiny/Nasir County, Upper Nile State, at risk of famine' and 'USAID funding cuts directly contributed to the country's worst cholera epidemic.' This creates severe fiscal pressure on government and humanitarian crisis that could reduce government's ability to provide counterpart funding, staff PIU, and maintain political commitment to energy sector project."
SS-009,Oil-Dependent Economy Under Dual Threat of Conflict and Pipeline Vulnerability,"Project sustainability depends on government's fiscal capacity to maintain electricity tariffs, fund operations and maintenance, and provide counterpart financing. Oil-dependent economy under threat of conflict and pipeline disruption could collapse government revenue, making cost recovery and O&M sustainability unachievable.",0.8,P178891,"PAD identifies 'Macroeconomic (substantial)' risk including 'Volatile macroeconomic situation with sustained depreciation of South Sudanese pound' and 'Fiscal deficits and budget constraints.' Project includes 'Technical assistance on electricity tariff framework' and relies on 'Operating concession model with private operator' for Yei mini-grid, but government must maintain enabling environment and regulatory framework. PAD notes 'Most electricity costs denominated in hard currency.' Current FCV risk indicates 'South Sudan derives over 90% of government revenue from oil exports' transiting through Sudan pipeline, with 'average inflation at approximately 143% in FY2024/25 and poverty rising to 92% of the population.' Renewed internal conflict threatens oilfields in northern states, risking production interruption and 'fiscal collapse.' This undermines government's ability to sustain tariff policies, fund health institution operations, and maintain project assets."
SS-010,"UNMISS Operational Degradation: Budget Cuts, Aircraft Grounding, and Host Government Friction","Project implementation in remote and insecure areas depends on UNMISS presence for civilian protection and security monitoring. UNMISS operational degradation with budget cuts, aircraft grounding, and reduced personnel could eliminate security support for project staff and contractors, making field implementation infeasible.",0.78,P178891,"PAD states 'Remoteness of project sites and scattered implementation locations pose challenges for coordination, contract management, and monitoring' and includes 'Security Risk Management Plan.' Project targets health institutions in 'Jamjang (Ruweng Administrative Area)' and 'Maban (Upper Nile State)' requiring field presence. PAD notes 'Risks to project staff and contractors' and 'Monitoring and supervision missions require security clearances and risk assessments.' Current FCV risk indicates UNMISS is cutting 'spending by 15%, entailing repatriation of a quarter of uniformed personnel and closure of field offices' with 'fewer patrols and reduced civilian protection capacity across South Sudan.' This directly reduces security support available for project implementation in remote areas."
